dataset,method,degree,bias,proj,comp,comp_real,craft,full_cov,hier,kernel_var,kernel_len,test_error,test_mnll,test_label_var,k_frob_error,k_rel_frob_error,k_spec_error,k_rel_spec_error,test_kl,test_mean_mse,test_var_mse,D,E,feature_dist,noise_var,feature_time,pred_time,seed
MNIST,srf,3.0,0.5,gaussian,0.0,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.08980000019073486,0.28738638758659363,0.09000000357627869,2565.626953125,0.15237116813659668,1470.85302734375,0.08972608298063278,9111.0126953125,3.1655349731445312,1.183063268661499,256.0,32768.0,None,0.001,0.009499311447143555,0.05023026466369629,0.0
MNIST,poly_sketch,3.0,0.5,gaussian,0.0,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.09189999848604202,0.29774126410484314,0.09000000357627869,4998.4248046875,0.2968536913394928,3922.717041015625,0.2392965406179428,9568.1923828125,3.2490530014038086,1.2196985483169556,256.0,32768.0,None,0.001,0.023675203323364258,0.04695320129394531,0.0
MNIST,poly_sketch,3.0,0.5,gaussian,0.0,1.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.08320000022649765,0.2738020718097687,0.09000000357627869,4739.53076171875,0.2814781069755554,4152.27880859375,0.25330042839050293,8933.4951171875,2.998396873474121,1.204392433166504,256.0,32768.0,None,0.001,0.05015444755554199,0.04708361625671387,0.0
MNIST,poly_sketch,3.0,0.5,rademacher,0.0,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.08799999952316284,0.2794879376888275,0.09000000357627869,5007.6142578125,0.29739946126937866,4246.52587890625,0.25904977321624756,9309.3359375,3.144972085952759,1.2038438320159912,256.0,32768.0,None,0.001,0.02368640899658203,0.04698610305786133,0.0
MNIST,poly_sketch,3.0,0.5,rademacher,0.0,1.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.08509999513626099,0.2767656147480011,0.09000000357627869,3484.54443359375,0.20694516599178314,2711.183349609375,0.16538964211940765,8642.6748046875,2.9025518894195557,1.1910585165023804,256.0,32768.0,None,0.001,0.050171613693237305,0.04694533348083496,0.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,0.0,0.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.08810000121593475,0.2805751860141754,0.09000000357627869,4370.54931640625,0.25956451892852783,3348.50146484375,0.20426779985427856,9672.6845703125,3.2946770191192627,1.1985901594161987,256.0,32768.0,None,0.001,0.01978778839111328,0.047899723052978516,0.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,1.0,0.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.0794999971985817,0.26493144035339355,0.09000000357627869,3689.892333984375,0.2191406786441803,2167.416015625,0.1322183459997177,8774.4677734375,2.9481518268585205,1.1953293085098267,256.0,32768.0,None,0.001,0.05103802680969238,0.047849416732788086,0.0
MNIST,poly_sketch,3.0,0.5,countsketch_scatter,0.0,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.0835999995470047,0.2684006690979004,0.09000000357627869,3379.62353515625,0.20071397721767426,2175.438232421875,0.13270771503448486,8648.0615234375,2.8955681324005127,1.1890853643417358,256.0,32768.0,None,0.001,0.022713422775268555,0.04795122146606445,0.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,0.0,1.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.07899999618530273,0.25817352533340454,0.09000000357627869,2677.79345703125,0.1590326726436615,1616.4566650390625,0.09860830754041672,8453.75,2.8220252990722656,1.1854665279388428,256.0,32768.0,None,0.001,0.5633466243743896,0.051111459732055664,0.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,1.0,1.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.08479999750852585,0.26772022247314453,0.09000000357627869,3273.345458984375,0.19440218806266785,2500.752197265625,0.1525527685880661,8267.0498046875,2.8006417751312256,1.1829357147216797,256.0,32768.0,None,0.001,0.6158866882324219,0.05045580863952637,0.0
MNIST,poly_sketch,3.0,0.5,countsketch_scatter,0.0,0.0,1.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.07809999585151672,0.2589607834815979,0.09000000357627869,2688.048583984375,0.15964172780513763,1633.32861328125,0.09963753819465637,8742.8740234375,2.9500696659088135,1.1850460767745972,256.0,32768.0,None,0.001,1.0145833492279053,0.05373859405517578,0.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,0.0,0.0,1.0,1.0,9.027409553527832,1.4142135381698608,0.08889999985694885,0.27797871828079224,0.09000000357627869,3658.032958984375,0.2172485589981079,2184.30712890625,0.13324874639511108,8911.9541015625,2.996203660964966,1.1940902471542358,256.0,32768.0,None,0.001,0.03522896766662598,0.04782867431640625,0.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,1.0,0.0,1.0,1.0,9.027409553527832,1.4142135381698608,0.0835999995470047,0.2711387276649475,0.09000000357627869,6157.88623046875,0.3657134771347046,5473.431640625,0.33389440178871155,8749.4716796875,2.9516983032226562,1.1896814107894897,256.0,32768.0,None,0.001,0.03884601593017578,0.048075199127197266,0.0
MNIST,poly_sketch,3.0,0.5,countsketch_scatter,0.0,0.0,0.0,0.0,1.0,9.027409553527832,1.4142135381698608,0.08259999752044678,0.27042797207832336,0.09000000357627869,3947.692626953125,0.2344512939453125,2798.30224609375,0.17070414125919342,9219.97265625,3.10730242729187,1.1921439170837402,256.0,32768.0,None,0.001,0.04205489158630371,0.04798436164855957,0.0
MNIST,srf,3.0,0.5,gaussian,0.0,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.05989999696612358,0.19497720897197723,0.09000000357627869,1970.9039306640625,0.117050901055336,1216.2518310546875,0.07419470697641373,5757.35107421875,2.23167085647583,0.7680709362030029,512.0,32768.0,None,0.001,0.02086806297302246,0.09821605682373047,0.0
MNIST,poly_sketch,3.0,0.5,gaussian,0.0,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.05900000035762787,0.19639526307582855,0.09000000357627869,5234.10888671875,0.3108508288860321,4166.3564453125,0.25415921211242676,5729.42236328125,2.0567095279693604,0.8865997195243835,512.0,32768.0,None,0.001,0.042200326919555664,0.10023641586303711,0.0
MNIST,poly_sketch,3.0,0.5,gaussian,0.0,1.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.06039999797940254,0.18804477155208588,0.09000000357627869,3322.49462890625,0.1973211169242859,2564.872802734375,0.15646429359912872,5307.7021484375,1.919744849205017,0.8527950048446655,512.0,32768.0,None,0.001,0.07208919525146484,0.10005927085876465,0.0
MNIST,poly_sketch,3.0,0.5,rademacher,0.0,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.06149999797344208,0.1948276311159134,0.09000000357627869,3005.2998046875,0.17848309874534607,1815.7618408203125,0.1107664704322815,5466.40625,1.9882508516311646,0.8453792929649353,512.0,32768.0,None,0.001,0.042592763900756836,0.09956097602844238,0.0
MNIST,poly_sketch,3.0,0.5,rademacher,0.0,1.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.05949999764561653,0.18985365331172943,0.09000000357627869,3002.7314453125,0.17833057045936584,2369.716064453125,0.14455920457839966,5137.07763671875,1.8772993087768555,0.816653311252594,512.0,32768.0,None,0.001,0.07210993766784668,0.10167455673217773,0.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,0.0,0.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.05779999867081642,0.19303199648857117,0.09000000357627869,3220.866455078125,0.19128547608852386,2596.630126953125,0.15840157866477966,5477.41796875,1.9794330596923828,0.8486557602882385,512.0,32768.0,None,0.001,0.02896261215209961,0.1002044677734375,0.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,1.0,0.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.0551999993622303,0.17492270469665527,0.09000000357627869,2657.011962890625,0.15779846906661987,2095.335693359375,0.12782123684883118,4971.91455078125,1.80086088180542,0.8198807835578918,512.0,32768.0,None,0.001,0.06084108352661133,0.1005699634552002,0.0
MNIST,poly_sketch,3.0,0.5,countsketch_scatter,0.0,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.05559999868273735,0.17986048758029938,0.09000000357627869,2795.6767578125,0.16603370010852814,2115.4404296875,0.129047691822052,5041.59765625,1.8339502811431885,0.8163090348243713,512.0,32768.0,None,0.001,0.033606529235839844,0.09973502159118652,0.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,0.0,1.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.051899999380111694,0.17213036119937897,0.09000000357627869,2245.274169921875,0.1333455890417099,1801.5445556640625,0.10989917814731598,4877.37353515625,1.7853792905807495,0.7963619828224182,512.0,32768.0,None,0.001,0.5680053234100342,0.10201597213745117,0.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,1.0,1.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.05719999969005585,0.1781597137451172,0.09000000357627869,2049.27001953125,0.12170501798391342,1282.2093505859375,0.07821829617023468,4995.6171875,1.83406400680542,0.7956929206848145,512.0,32768.0,None,0.001,0.6201679706573486,0.10233521461486816,0.0
MNIST,poly_sketch,3.0,0.5,countsketch_scatter,0.0,0.0,1.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.05739999935030937,0.18337257206439972,0.09000000357627869,1868.957275390625,0.11099634319543839,1061.3404541015625,0.06474468857049942,4926.1298828125,1.7999598979949951,0.7961360812187195,512.0,32768.0,None,0.001,1.019794225692749,0.10239529609680176,0.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,0.0,0.0,1.0,1.0,9.027409553527832,1.4142135381698608,0.056599996984004974,0.1852654665708542,0.09000000357627869,4507.63330078125,0.26770585775375366,4134.0234375,0.2521868050098419,5194.9912109375,1.8891284465789795,0.8241015672683716,512.0,32768.0,None,0.001,0.05237579345703125,0.09975624084472656,0.0
