seed,N,D,num_clusters,lengthscale_mult,lengthscale,kernel_var,noise_var,method,proj,ctr,feature_dist,rmse,test_kl,test_mnll,test_mean_mse,test_var_mse,cluster_time_ms,test_feature_time_ms
0.0,10000.0,1024.0,1722.0,0.125,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,srht,0.0,"[2, 47, 68, 102, 153, 247, 404]",0.46428003907203674,529.7989501953125,0.6527332663536072,0.014956851489841938,9.879373692456284e-07,3.0967980000013995,11174.879511001458
0.0,10000.0,1024.0,1722.0,0.125,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,srht,1.0,"[2, 41, 45, 64, 80, 115, 164]",0.4642104506492615,533.2037353515625,0.6523861885070801,0.015111364424228668,1.0810401818162063e-06,3.0967980000013995,10656.77940499836
0.0,10000.0,8.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,rff,gaussian,0.0,None,0.62503582239151,6398.7578125,1.0860894918441772,0.18489578366279602,0.00020482756372075528,1.6404630000579346,0.41827199993349495
0.0,10000.0,8.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,rff,srht,0.0,None,0.6585801839828491,7850.78271484375,1.192859172821045,0.2259618192911148,0.00020625970500987023,1.6404630000579346,0.7685440000386734
0.0,10000.0,8.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,rademacher,0.0,"[1, 1, 1, 2, 2]",0.5221646428108215,2339.230224609375,0.7919095754623413,0.06659197807312012,5.7321238273289055e-05,1.6404630000579346,1716.1466420036504
0.0,10000.0,8.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,rademacher,1.0,"[1, 1, 1]",0.5453342199325562,3256.187744140625,0.8517363667488098,0.09400156140327454,6.938557635294273e-05,1.6404630000579346,1178.8821430002372
0.0,10000.0,8.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,srht,0.0,"[1, 1, 1, 2, 2]",0.5030471682548523,1585.97021484375,0.7430126070976257,0.0457819439470768,3.829721754300408e-05,1.6404630000579346,3313.3714490011243
0.0,10000.0,8.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,srht,1.0,"[1, 1, 1]",0.5424526333808899,3224.958984375,0.843834400177002,0.09346078336238861,7.092144369380549e-05,1.6404630000579346,1973.4559870007615
0.0,10000.0,16.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,rff,gaussian,0.0,None,0.603140115737915,5281.470703125,1.0190818309783936,0.15377411246299744,0.00020154671801719815,1.6404630000579346,0.43470299988257466
0.0,10000.0,16.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,rff,srht,0.0,None,0.6585801839828491,7850.78271484375,1.1928590536117554,0.2259618192911148,0.00020625970500987023,1.6404630000579346,1.0942940000404633
0.0,10000.0,16.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,rademacher,0.0,"[1, 1, 1, 2, 2, 3, 5]",0.5251243710517883,2472.30615234375,0.799187958240509,0.07050677388906479,5.551231879508123e-05,1.6404630000579346,2359.895625000263
0.0,10000.0,16.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,rademacher,1.0,"[1, 1, 1, 1, 1, 1, 1]",0.5048366189002991,1649.1265869140625,0.7473830580711365,0.04764001816511154,3.866167025989853e-05,1.6404630000579346,2498.2562159987083
0.0,10000.0,16.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,srht,0.0,"[1, 1, 1, 2, 2, 3, 5]",0.514312744140625,2117.9873046875,0.7719771862030029,0.06045138090848923,5.9770038205897436e-05,1.6404630000579346,5232.547950998878
0.0,10000.0,16.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,srht,1.0,"[1, 1, 1, 1, 1, 1, 1]",0.537938117980957,2796.00537109375,0.8327316641807556,0.07961099594831467,7.470876153092831e-05,1.6404630000579346,5405.147237005394
0.0,10000.0,32.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,rff,gaussian,0.0,None,0.577105700969696,4257.18603515625,0.9423719644546509,0.12556253373622894,0.00019435652939137071,1.6404630000579346,0.47430800009351515
0.0,10000.0,32.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,rff,srht,0.0,None,0.6585801839828491,7850.78271484375,1.192859172821045,0.2259618192911148,0.00020625970500987023,1.6404630000579346,1.8037679999451939
0.0,10000.0,32.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,rademacher,0.0,"[1, 2, 2, 3, 4, 7, 12]",0.48806679248809814,1126.3685302734375,0.7079588174819946,0.03238411992788315,3.313477282063104e-05,1.6404630000579346,2320.378110999627
0.0,10000.0,32.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,rademacher,1.0,"[1, 1, 1, 2, 2, 3, 5]",0.5006166696548462,1509.49267578125,0.7367347478866577,0.043864987790584564,4.4675129174720496e-05,1.6404630000579346,2287.3383040014232
0.0,10000.0,32.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,srht,0.0,"[1, 2, 2, 3, 4, 7, 12]",0.504638671875,1652.505859375,0.7479571104049683,0.04701423645019531,5.548177068703808e-05,1.6404630000579346,5791.898107998804
0.0,10000.0,32.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,srht,1.0,"[1, 1, 2, 2, 2, 3, 4]",0.527583658695221,2641.377197265625,0.8056122064590454,0.07608433812856674,5.9460078773554415e-05,1.6404630000579346,5623.313324998435
0.0,10000.0,64.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,rff,gaussian,0.0,None,0.5388794541358948,2743.9228515625,0.8354281187057495,0.08261757344007492,0.0001715632388368249,1.6404630000579346,0.48712600005274
0.0,10000.0,64.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,rff,srht,0.0,None,0.6585801839828491,7850.78271484375,1.192859172821045,0.2259618192911148,0.00020625970500987023,1.6404630000579346,3.4124709998195613
0.0,10000.0,64.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,rademacher,0.0,"[2, 3, 4, 6, 9, 15, 24]",0.4870160222053528,1203.1717529296875,0.704725444316864,0.03452308475971222,2.9072883990011178e-05,1.6404630000579346,2318.368173002682
0.0,10000.0,64.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,rademacher,1.0,"[1, 2, 3, 4, 5, 7, 9]",0.49052101373672485,1240.726806640625,0.7124696373939514,0.03606261685490608,2.8529037081170827e-05,1.6404630000579346,2399.0021100003105
0.0,10000.0,64.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,srht,0.0,"[2, 3, 4, 6, 9, 15, 24]",0.47439560294151306,760.2460327148438,0.6750637292861938,0.021834388375282288,8.048072231758852e-06,1.6404630000579346,5558.459098999492
0.0,10000.0,64.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,srht,1.0,"[2, 2, 3, 4, 5, 6, 9]",0.48826804757118225,1243.640380859375,0.707881510257721,0.03577730432152748,2.930778828158509e-05,1.6404630000579346,5892.18165700413
0.0,10000.0,128.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,rff,gaussian,0.0,None,0.4871043562889099,1131.11376953125,0.7055445909500122,0.03264056518673897,0.0001267473999178037,1.6404630000579346,0.6818909998855816
0.0,10000.0,128.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,rff,srht,0.0,None,0.6585801839828491,7850.7822265625,1.1928590536117554,0.2259618192911148,0.00020625970500987023,1.6404630000579346,6.297337999967567
0.0,10000.0,128.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,rademacher,0.0,"[4, 6, 9, 12, 19, 29, 48]",0.47932568192481995,884.2842407226562,0.6874973177909851,0.025170205160975456,2.3312803023145534e-05,1.6404630000579346,2495.067588000893
0.0,10000.0,128.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,rademacher,1.0,"[3, 5, 6, 7, 10, 13, 19]",0.49535709619522095,1421.0108642578125,0.7248576879501343,0.040726255625486374,9.536362995277159e-06,1.6404630000579346,2474.7257569977137
0.0,10000.0,128.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,srht,0.0,"[2, 6, 8, 12, 19, 30, 50]",0.4812552332878113,948.2486572265625,0.6914153695106506,0.027081040665507317,7.3330947998329066e-06,1.6404630000579346,5986.994370998218
0.0,10000.0,128.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,srht,1.0,"[2, 5, 5, 8, 9, 14, 20]",0.47924304008483887,926.8851318359375,0.6862961649894714,0.026689257472753525,4.025699126941618e-06,1.6404630000579346,5692.69929499842
0.0,10000.0,256.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,rff,gaussian,0.0,None,0.48204538226127625,984.3307495117188,0.6936048269271851,0.028219973668456078,8.47178089316003e-05,1.6404630000579346,1.1035649999939778
0.0,10000.0,256.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,rff,srht,0.0,None,0.6585801839828491,7850.78271484375,1.192859172821045,0.2259618192911148,0.00020625970500987023,1.6404630000579346,7.376472000032663
0.0,10000.0,256.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,rademacher,0.0,"[7, 13, 18, 25, 37, 59, 96]",0.4664151966571808,616.596435546875,0.6574352979660034,0.017518527805805206,2.9837037800461985e-06,1.6404630000579346,2488.0383050024193
0.0,10000.0,256.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,rademacher,1.0,"[5, 9, 12, 15, 19, 27, 40]",0.47104135155677795,735.5311279296875,0.6675719022750854,0.02102855034172535,5.143839644006221e-06,1.6404630000579346,2417.3010270026225
0.0,10000.0,256.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,srht,0.0,"[2, 12, 17, 25, 38, 61, 100]",0.4639151692390442,532.04345703125,0.651745080947876,0.015086950734257698,8.409817269239284e-07,1.6404630000579346,5991.597132995821
0.0,10000.0,256.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,srht,1.0,"[2, 10, 11, 16, 20, 28, 40]",0.4724114239215851,751.0702514648438,0.6704406142234802,0.021677928045392036,5.368777237890754e-06,1.6404630000579346,5827.486047001457
0.0,10000.0,512.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,rff,gaussian,0.0,None,0.47218000888824463,661.3604736328125,0.6708950400352478,0.01868920587003231,3.834485323750414e-05,1.6404630000579346,1.9922769999993761
0.0,10000.0,512.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,rff,srht,0.0,None,0.6585801839828491,7850.78271484375,1.1928590536117554,0.225961834192276,0.00020625970500987023,1.6404630000579346,11.192901999947935
0.0,10000.0,512.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,rademacher,0.0,"[15, 25, 36, 50, 74, 118, 193]",0.46662458777427673,580.0994873046875,0.6577796936035156,0.01648157648742199,7.125019010345568e-07,1.6404630000579346,2532.3569629990743
0.0,10000.0,512.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,rademacher,1.0,"[11, 19, 23, 29, 39, 55, 79]",0.4657875597476959,564.14453125,0.6559609174728394,0.016003858298063278,2.6098632588400505e-06,1.6404630000579346,2386.582478998889
0.0,10000.0,512.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,srht,0.0,"[2, 24, 34, 51, 76, 123, 201]",0.4645267426967621,536.201416015625,0.653203547000885,0.015179125592112541,1.6083008631539997e-06,1.6404630000579346,6110.552248998374
0.0,10000.0,512.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,srht,1.0,"[2, 20, 22, 32, 40, 57, 82]",0.46797725558280945,582.1270141601562,0.6608515977859497,0.016557497903704643,7.749961810077366e-07,1.6404630000579346,5786.565214000802
0.0,10000.0,1024.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,rff,gaussian,0.0,None,0.4686524271965027,583.8638916015625,0.6622166037559509,0.01652132347226143,2.2347929188981652e-05,1.6404630000579346,3.7376080001649825
0.0,10000.0,1024.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,rff,srht,0.0,None,0.6585801839828491,7850.7822265625,1.192859172821045,0.2259618043899536,0.00020625970500987023,1.6404630000579346,20.67715400016823
0.0,10000.0,1024.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,rademacher,0.0,"[29, 50, 72, 100, 149, 237, 386]",0.4643571674823761,531.3160400390625,0.6526892185211182,0.015084849670529366,6.672691483800008e-07,1.6404630000579346,2689.5161530003406
0.0,10000.0,1024.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,rademacher,1.0,"[22, 38, 47, 59, 77, 109, 159]",0.4638415575027466,529.636962890625,0.6516510844230652,0.015031524933874607,1.8363026583756437e-06,1.6404630000579346,2530.5239379999875
0.0,10000.0,1024.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,srht,0.0,"[2, 47, 68, 102, 153, 247, 404]",0.4639744460582733,530.0709838867188,0.6518484354019165,0.015049823559820652,6.977971906962921e-07,1.6404630000579346,6270.182170005
0.0,10000.0,1024.0,928.0,0.25,0.24899518489837646,0.5055619478225708,0.20189650356769562,maclaurin,srht,1.0,"[2, 41, 45, 64, 80, 115, 164]",0.4642050564289093,533.1644287109375,0.6523287296295166,0.015123006887733936,1.3076032701064833e-06,1.6404630000579346,6124.316700996815
0.0,10000.0,8.0,466.0,0.5,0.24899518489837646,0.5055619478225708,0.20189650356769562,rff,gaussian,0.0,None,0.5737391114234924,4276.625,0.9339215159416199,0.12395650148391724,0.0002047270827461034,1.0084250000090833,0.5024969998430606
0.0,10000.0,8.0,466.0,0.5,0.24899518489837646,0.5055619478225708,0.20189650356769562,rff,srht,0.0,None,0.6585801839828491,7850.78271484375,1.192859172821045,0.2259618192911148,0.00020625970500987023,1.0084250000090833,0.8192980001240358
