D,bias,comp,comp_real,dataset,degree,feature_dist,feature_time,full_cov,hier,kernel_len,kernel_var,method,noise_var,pred_time,proj,seed,test_error,test_kl,test_label_var,test_mean_mse,test_mnll,test_var_mse
48.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5130765438079834,0.00013736996334046125,rff,3.0517578125e-05,0.0,srht,4.0,0.00330497813411057,49559.51171875,0.00016875745495781302,4.7714097490825225e-06,-8.200751304626465,3.642952333836238e-15
48.0,0.0,0.0,0.0,Naval,0.0,"[23, 24]",0.0,0.0,0.0,3.5130765438079834,0.00013736996334046125,maclaurin,3.0517578125e-05,0.0,rademacher,4.0,0.003986538853496313,80112.1171875,0.00016875745495781302,7.726799594820477e-06,-8.038171768188477,3.9910735577953355e-15
48.0,0.0,0.0,0.0,Naval,0.0,"[16, 16, 15]",0.0,0.0,0.0,3.5130765438079834,0.00013736996334046125,maclaurin,3.0517578125e-05,0.0,srht,4.0,0.0034469133242964745,57969.24609375,0.00016875745495781302,5.50190134163131e-06,-8.169416427612305,3.751929051731134e-15
48.0,0.0,0.0,0.0,Naval,0.0,"[23, 12, 6, 4, 2]",0.0,0.0,0.0,3.5130765438079834,0.00013736996334046125,maclaurin,3.0517578125e-05,0.0,countsketch_scatter,4.0,0.003618283197283745,70215.4921875,0.00016875745495781302,7.354830358963227e-06,-8.129790306091309,3.818439349298963e-15
64.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5130765438079834,0.00013736996334046125,rff,3.0517578125e-05,0.0,gaussian,4.0,0.0035850408021360636,31479.98828125,0.00016875745495781302,3.4577574297145475e-06,-8.137617111206055,4.044085114799246e-15
64.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5130765438079834,0.00013736996334046125,rff,3.0517578125e-05,0.0,srht,4.0,0.0034172385931015015,40860.453125,0.00016875745495781302,3.965205905842595e-06,-8.17608642578125,3.985832117917726e-15
64.0,0.0,0.0,0.0,Naval,0.0,"[31, 32]",0.0,0.0,0.0,3.5130765438079834,0.00013736996334046125,maclaurin,3.0517578125e-05,0.0,rademacher,4.0,0.0039534177631139755,68371.7421875,0.00016875745495781302,6.744574420736171e-06,-8.046748161315918,3.978730593687946e-15
64.0,0.0,0.0,0.0,Naval,0.0,"[16, 22, 25]",0.0,0.0,0.0,3.5130765438079834,0.00013736996334046125,maclaurin,3.0517578125e-05,0.0,srht,4.0,0.003335909452289343,51115.2734375,0.00016875745495781302,5.01184194945381e-06,-8.19402027130127,3.732110598347752e-15
64.0,0.0,0.0,0.0,Naval,0.0,"[30, 16, 8, 4, 3, 2]",0.0,0.0,0.0,3.5130765438079834,0.00013736996334046125,maclaurin,3.0517578125e-05,0.0,countsketch_scatter,4.0,0.003662736853584647,49968.66015625,0.00016875745495781302,5.5888190217956435e-06,-8.119152069091797,3.515736879004588e-15
80.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5130765438079834,0.00013736996334046125,rff,3.0517578125e-05,0.0,gaussian,4.0,0.0037132296711206436,34909.1015625,0.00016875745495781302,3.5983885027235374e-06,-8.1069974899292,3.962437914947509e-15
80.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5130765438079834,0.00013736996334046125,rff,3.0517578125e-05,0.0,srht,4.0,0.0032882103696465492,46129.03125,0.00016875745495781302,4.506905042944709e-06,-8.204364776611328,3.78874618581649e-15
80.0,0.0,0.0,0.0,Naval,0.0,"[26, 28, 25]",0.0,0.0,0.0,3.5130765438079834,0.00013736996334046125,maclaurin,3.0517578125e-05,0.0,rademacher,4.0,0.003937607631087303,33930.39453125,0.00016875745495781302,3.429730440984713e-06,-8.050829887390137,3.910128971773346e-15
80.0,0.0,0.0,0.0,Naval,0.0,"[16, 30, 33]",0.0,0.0,0.0,3.5130765438079834,0.00013736996334046125,maclaurin,3.0517578125e-05,0.0,srht,4.0,0.003370857797563076,48857.0859375,0.00016875745495781302,5.0251946959178895e-06,-8.186351776123047,3.7337284312770076e-15
80.0,0.0,0.0,0.0,Naval,0.0,"[38, 20, 10, 6, 3, 2]",0.0,0.0,0.0,3.5130765438079834,0.00013736996334046125,maclaurin,3.0517578125e-05,0.0,countsketch_scatter,4.0,0.0036081261932849884,42145.46484375,0.00016875745495781302,4.175365575065371e-06,-8.132165908813477,3.7692601928649046e-15
16.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.493224620819092,0.000136934409965761,rff,3.0517578125e-05,0.0,gaussian,5.0,0.0060739945620298386,91379.453125,0.00016964998212642968,8.600672117609065e-06,-7.350716590881348,6.148137825668504e-15
16.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.493224620819092,0.000136934409965761,rff,3.0517578125e-05,0.0,srht,5.0,0.0029316251166164875,95274.3515625,0.00016964998212642968,9.694213076727465e-06,-8.276952743530273,4.249423265389107e-15
16.0,0.0,0.0,0.0,Naval,0.0,"[7, 8]",0.0,0.0,0.0,3.493224620819092,0.000136934409965761,maclaurin,3.0517578125e-05,0.0,rademacher,5.0,0.006852105725556612,154368.125,0.00016964998212642968,1.4113346878730226e-05,-7.021407604217529,5.431728370309131e-15
16.0,0.0,0.0,0.0,Naval,0.0,"[7, 8]",0.0,0.0,0.0,3.493224620819092,0.000136934409965761,maclaurin,3.0517578125e-05,0.0,srht,5.0,0.005277432035654783,93203.3125,0.00016964998212642968,8.542262548871804e-06,-7.64679479598999,5.189911051779869e-15
16.0,0.0,0.0,0.0,Naval,0.0,"[8, 5, 2]",0.0,0.0,0.0,3.493224620819092,0.000136934409965761,maclaurin,3.0517578125e-05,0.0,countsketch_scatter,5.0,0.0044882153160870075,124033.0,0.00016964998212642968,1.16459023047355e-05,-7.898985862731934,4.8140668629736115e-15
32.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.493224620819092,0.000136934409965761,rff,3.0517578125e-05,0.0,gaussian,5.0,0.0039055291563272476,47298.7265625,0.00016964998212642968,4.615641955751926e-06,-8.059088706970215,4.6979924324971976e-15
32.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.493224620819092,0.000136934409965761,rff,3.0517578125e-05,0.0,srht,5.0,0.005131331272423267,35223.7890625,0.00016964998212642968,3.8046418922021985e-06,-7.6966166496276855,4.816642690166212e-15
32.0,0.0,0.0,0.0,Naval,0.0,"[15, 16]",0.0,0.0,0.0,3.493224620819092,0.000136934409965761,maclaurin,3.0517578125e-05,0.0,rademacher,5.0,0.004568899050354958,52642.69140625,0.00016964998212642968,5.221105311647989e-06,-7.8751726150512695,4.564799889673248e-15
32.0,0.0,0.0,0.0,Naval,0.0,"[15, 16]",0.0,0.0,0.0,3.493224620819092,0.000136934409965761,maclaurin,3.0517578125e-05,0.0,srht,5.0,0.0033976335544139147,97334.5,0.00016964998212642968,8.802459888102021e-06,-8.18050765991211,4.407665113562208e-15
32.0,0.0,0.0,0.0,Naval,0.0,"[15, 8, 4, 2, 2]",0.0,0.0,0.0,3.493224620819092,0.000136934409965761,maclaurin,3.0517578125e-05,0.0,countsketch_scatter,5.0,0.004049257375299931,86855.78125,0.00016964998212642968,8.696468285052106e-06,-8.021657943725586,4.434218749425683e-15
48.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.493224620819092,0.000136934409965761,rff,3.0517578125e-05,0.0,gaussian,5.0,0.003912289161235094,46376.6640625,0.00016964998212642968,4.476684352994198e-06,-8.057392120361328,4.825013916783926e-15
48.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.493224620819092,0.000136934409965761,rff,3.0517578125e-05,0.0,srht,5.0,0.003204636974260211,57438.21875,0.00016964998212642968,5.207934464124264e-06,-8.222174644470215,4.21548180815968e-15
48.0,0.0,0.0,0.0,Naval,0.0,"[23, 24]",0.0,0.0,0.0,3.493224620819092,0.000136934409965761,maclaurin,3.0517578125e-05,0.0,rademacher,5.0,0.003904857439920306,81097.9453125,0.00016964998212642968,7.186896255007014e-06,-8.059283256530762,4.589464218547872e-15
48.0,0.0,0.0,0.0,Naval,0.0,"[16, 16, 15]",0.0,0.0,0.0,3.493224620819092,0.000136934409965761,maclaurin,3.0517578125e-05,0.0,srht,5.0,0.0031736858654767275,62678.4921875,0.00016964998212642968,5.9872518249903806e-06,-8.22862720489502,4.202063535725751e-15
48.0,0.0,0.0,0.0,Naval,0.0,"[23, 12, 6, 4, 2]",0.0,0.0,0.0,3.493224620819092,0.000136934409965761,maclaurin,3.0517578125e-05,0.0,countsketch_scatter,5.0,0.0031996658071875572,63845.2421875,0.00016964998212642968,6.089810540288454e-06,-8.2232084274292,4.259735044488981e-15
64.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.493224620819092,0.000136934409965761,rff,3.0517578125e-05,0.0,gaussian,5.0,0.003720211796462536,47300.16015625,0.00016964998212642968,4.362377694633324e-06,-8.105331420898438,4.3810166100086406e-15
64.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.493224620819092,0.000136934409965761,rff,3.0517578125e-05,0.0,srht,5.0,0.003832639195024967,31774.091796875,0.00016964998212642968,3.1630506782676093e-06,-8.077546119689941,4.380690078807474e-15
64.0,0.0,0.0,0.0,Naval,0.0,"[31, 32]",0.0,0.0,0.0,3.493224620819092,0.000136934409965761,maclaurin,3.0517578125e-05,0.0,rademacher,5.0,0.003949697595089674,100060.3125,0.00016964998212642968,8.879434972186573e-06,-8.047767639160156,4.355514989065655e-15
64.0,0.0,0.0,0.0,Naval,0.0,"[16, 22, 25]",0.0,0.0,0.0,3.493224620819092,0.000136934409965761,maclaurin,3.0517578125e-05,0.0,srht,5.0,0.0033377816434949636,63243.25,0.00016964998212642968,5.931563009653473e-06,-8.193652153015137,4.17107102370219e-15
64.0,0.0,0.0,0.0,Naval,0.0,"[29, 16, 8, 5, 3, 2]",0.0,0.0,0.0,3.493224620819092,0.000136934409965761,maclaurin,3.0517578125e-05,0.0,countsketch_scatter,5.0,0.0031630208250135183,69797.6015625,0.00016964998212642968,6.8735807872144505e-06,-8.23083209991455,4.388060112481534e-15
80.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.493224620819092,0.000136934409965761,rff,3.0517578125e-05,0.0,gaussian,5.0,0.003548405598849058,62199.41796875,0.00016964998212642968,5.4257825468084775e-06,-8.14615535736084,3.9443452911941575e-15
80.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.493224620819092,0.000136934409965761,rff,3.0517578125e-05,0.0,srht,5.0,0.0035486428532749414,41686.7578125,0.00016964998212642968,3.940892383980099e-06,-8.146114349365234,4.042221642315286e-15
80.0,0.0,0.0,0.0,Naval,0.0,"[27, 27, 25]",0.0,0.0,0.0,3.493224620819092,0.000136934409965761,maclaurin,3.0517578125e-05,0.0,rademacher,5.0,0.004480262286961079,32265.3984375,0.00016964998212642968,3.1434494758286746e-06,-7.90132474899292,4.295567502773153e-15
80.0,0.0,0.0,0.0,Naval,0.0,"[16, 30, 33]",0.0,0.0,0.0,3.493224620819092,0.000136934409965761,maclaurin,3.0517578125e-05,0.0,srht,5.0,0.0032593398354947567,57289.67578125,0.00016964998212642968,5.362803221942158e-06,-8.210566520690918,4.052840047342066e-15
80.0,0.0,0.0,0.0,Naval,0.0,"[37, 20, 10, 6, 4, 2]",0.0,0.0,0.0,3.493224620819092,0.000136934409965761,maclaurin,3.0517578125e-05,0.0,countsketch_scatter,5.0,0.0030791095923632383,67795.640625,0.00016964998212642968,6.163723810459487e-06,-8.2479829788208,4.185390539191997e-15
16.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,rff,3.0517578125e-05,0.0,gaussian,6.0,0.007112907245755196,154945.09375,0.00017243906040675938,1.5091911336639896e-05,-6.902073860168457,5.561343469480352e-15
16.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,rff,3.0517578125e-05,0.0,srht,6.0,0.004540657624602318,67411.4296875,0.00017243906040675938,5.925821824348532e-06,-7.8835577964782715,3.941321807088933e-15
16.0,0.0,0.0,0.0,Naval,0.0,"[7, 8]",0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,maclaurin,3.0517578125e-05,0.0,rademacher,6.0,0.005643353331834078,129984.40625,0.00017243906040675938,1.1416685993026476e-05,-7.515944004058838,4.900500646010282e-15
16.0,0.0,0.0,0.0,Naval,0.0,"[7, 8]",0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,maclaurin,3.0517578125e-05,0.0,srht,6.0,0.006631824653595686,97305.09375,0.00017243906040675938,9.671661246102303e-06,-7.118654251098633,5.0176796074499156e-15
16.0,0.0,0.0,0.0,Naval,0.0,"[8, 5, 2]",0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,maclaurin,3.0517578125e-05,0.0,countsketch_scatter,6.0,0.006920614279806614,146053.546875,0.00017243906040675938,1.1397652997402474e-05,-6.990334510803223,4.868859730265598e-15
32.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,rff,3.0517578125e-05,0.0,gaussian,6.0,0.00443857628852129,80945.4296875,0.00017243906040675938,6.906233465997502e-06,-7.913583278656006,4.608758782053378e-15
32.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,rff,3.0517578125e-05,0.0,srht,6.0,0.0035855781752616167,55241.1640625,0.00017243906040675938,5.097684152133297e-06,-8.137566566467285,4.3517503511315836e-15
32.0,0.0,0.0,0.0,Naval,0.0,"[15, 16]",0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,maclaurin,3.0517578125e-05,0.0,rademacher,6.0,0.004154630471020937,92382.0546875,0.00017243906040675938,7.849673238524701e-06,-7.993437767028809,4.4737883170731414e-15
32.0,0.0,0.0,0.0,Naval,0.0,"[15, 16]",0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,maclaurin,3.0517578125e-05,0.0,srht,6.0,0.003417571075260639,117062.5078125,0.00017243906040675938,9.960952411347535e-06,-8.1760892868042,4.183593558794397e-15
32.0,0.0,0.0,0.0,Naval,0.0,"[16, 9, 4, 2]",0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,maclaurin,3.0517578125e-05,0.0,countsketch_scatter,6.0,0.003395253326743841,105510.75,0.00017243906040675938,9.140416295849718e-06,-8.181063652038574,4.281545295847832e-15
48.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,rff,3.0517578125e-05,0.0,gaussian,6.0,0.0036490289494395256,43126.34375,0.00017243906040675938,4.069899205205729e-06,-8.12255573272705,4.702252584705413e-15
48.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,rff,3.0517578125e-05,0.0,srht,6.0,0.0029468697030097246,82144.15625,0.00017243906040675938,6.818901965743862e-06,-8.274093627929688,3.906312664829492e-15
48.0,0.0,0.0,0.0,Naval,0.0,"[23, 24]",0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,maclaurin,3.0517578125e-05,0.0,rademacher,6.0,0.0036652320995926857,93743.4921875,0.00017243906040675938,7.993516192073002e-06,-8.11867904663086,4.254875616470583e-15
48.0,0.0,0.0,0.0,Naval,0.0,"[16, 16, 15]",0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,maclaurin,3.0517578125e-05,0.0,srht,6.0,0.0031715671066194773,73200.71875,0.00017243906040675938,6.107410627009813e-06,-8.229095458984375,3.8755352991745335e-15
48.0,0.0,0.0,0.0,Naval,0.0,"[23, 12, 6, 4, 2]",0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,maclaurin,3.0517578125e-05,0.0,countsketch_scatter,6.0,0.0032798771280795336,71807.8984375,0.00017243906040675938,6.316683993645711e-06,-8.206225395202637,4.066674636469571e-15
64.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,rff,3.0517578125e-05,0.0,gaussian,6.0,0.004222682677209377,38104.390625,0.00017243906040675938,3.365041493452736e-06,-7.9747185707092285,4.179651043941402e-15
64.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,rff,3.0517578125e-05,0.0,srht,6.0,0.0032693808898329735,55795.703125,0.00017243906040675938,4.886321676167427e-06,-8.208503723144531,4.134097188521592e-15
64.0,0.0,0.0,0.0,Naval,0.0,"[31, 32]",0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,maclaurin,3.0517578125e-05,0.0,rademacher,6.0,0.0036521442234516144,93366.6015625,0.00017243906040675938,8.086139132501557e-06,-8.121789932250977,4.159392980458395e-15
64.0,0.0,0.0,0.0,Naval,0.0,"[16, 22, 25]",0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,maclaurin,3.0517578125e-05,0.0,srht,6.0,0.003081203205510974,75230.828125,0.00017243906040675938,6.3870188569126185e-06,-8.247605323791504,3.931637255886501e-15
64.0,0.0,0.0,0.0,Naval,0.0,"[30, 16, 8, 4, 3, 2]",0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,maclaurin,3.0517578125e-05,0.0,countsketch_scatter,6.0,0.004155565984547138,59176.8671875,0.00017243906040675938,4.930401246383553e-06,-7.993134498596191,4.331971708296722e-15
80.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,rff,3.0517578125e-05,0.0,gaussian,6.0,0.003447597846388817,55848.453125,0.00017243906040675938,4.884978352492908e-06,-8.169331550598145,4.149223926410133e-15
80.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,rff,3.0517578125e-05,0.0,srht,6.0,0.003142185742035508,63603.75,0.00017243906040675938,5.31971272721421e-06,-8.235170364379883,3.8950805844324265e-15
80.0,0.0,0.0,0.0,Naval,0.0,"[26, 28, 25]",0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,maclaurin,3.0517578125e-05,0.0,rademacher,6.0,0.003683050163090229,53187.51953125,0.00017243906040675938,4.577443178277463e-06,-8.1143798828125,3.999296977163754e-15
80.0,0.0,0.0,0.0,Naval,0.0,"[16, 30, 33]",0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,maclaurin,3.0517578125e-05,0.0,srht,6.0,0.003341386327520013,60753.8359375,0.00017243906040675938,5.0694616220425814e-06,-8.192912101745605,3.839440684193186e-15
80.0,0.0,0.0,0.0,Naval,0.0,"[38, 20, 10, 6, 3, 2]",0.0,0.0,0.0,3.5035715103149414,0.00013667465827893466,maclaurin,3.0517578125e-05,0.0,countsketch_scatter,6.0,0.0030496781691908836,67266.203125,0.00017243906040675938,5.736560979130445e-06,-8.253894805908203,3.806585123202139e-15
16.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,rff,3.0517578125e-05,0.0,gaussian,7.0,0.007240497972816229,191573.265625,0.00018108820950146765,1.5401476048282348e-05,-6.842036724090576,5.898273694140326e-15
16.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,rff,3.0517578125e-05,0.0,srht,7.0,0.003208709415048361,81746.3046875,0.00018108820950146765,7.290597750397865e-06,-8.221349716186523,4.349495549425993e-15
16.0,0.0,0.0,0.0,Naval,0.0,"[7, 8]",0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,maclaurin,3.0517578125e-05,0.0,rademacher,7.0,0.006512799765914679,147168.890625,0.00018108820950146765,1.1372168046364095e-05,-7.169703960418701,5.299458669881215e-15
16.0,0.0,0.0,0.0,Naval,0.0,"[7, 8]",0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,maclaurin,3.0517578125e-05,0.0,srht,7.0,0.004942028317600489,131120.03125,0.00018108820950146765,1.162262287834892e-05,-7.759039878845215,5.144152214386823e-15
16.0,0.0,0.0,0.0,Naval,0.0,"[8, 5, 2]",0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,maclaurin,3.0517578125e-05,0.0,countsketch_scatter,7.0,0.004214736633002758,118932.609375,0.00018108820950146765,1.0139307960344013e-05,-7.9770188331604,5.080111017860241e-15
32.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,rff,3.0517578125e-05,0.0,gaussian,7.0,0.004875836428254843,45225.3671875,0.00018108820950146765,3.9006013139442075e-06,-7.780206680297852,4.9735038746352885e-15
32.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,rff,3.0517578125e-05,0.0,srht,7.0,0.004441610537469387,56254.75390625,0.00018108820950146765,4.976176114723785e-06,-7.912714004516602,4.985643974351811e-15
32.0,0.0,0.0,0.0,Naval,0.0,"[15, 16]",0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,maclaurin,3.0517578125e-05,0.0,rademacher,7.0,0.004043314140290022,109803.8046875,0.00018108820950146765,8.765442544245161e-06,-8.023308753967285,4.7271587414864785e-15
32.0,0.0,0.0,0.0,Naval,0.0,"[15, 16]",0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,maclaurin,3.0517578125e-05,0.0,srht,7.0,0.003676103428006172,119336.6796875,0.00018108820950146765,9.492166100244503e-06,-8.116106986999512,4.542924416777458e-15
32.0,0.0,0.0,0.0,Naval,0.0,"[15, 8, 4, 2, 2]",0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,maclaurin,3.0517578125e-05,0.0,countsketch_scatter,7.0,0.004287004936486483,66220.96875,0.00018108820950146765,6.432850568671711e-06,-7.956873893737793,4.6921381642822495e-15
48.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,rff,3.0517578125e-05,0.0,gaussian,7.0,0.003917105030268431,62190.8046875,0.00018108820950146765,4.916034868074348e-06,-8.056200981140137,4.897192135318307e-15
48.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,rff,3.0517578125e-05,0.0,srht,7.0,0.0028127192053943872,97578.2421875,0.00018108820950146765,7.797248144925106e-06,-8.299410820007324,4.1048034010737495e-15
48.0,0.0,0.0,0.0,Naval,0.0,"[23, 24]",0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,maclaurin,3.0517578125e-05,0.0,rademacher,7.0,0.0044709620997309685,81483.84375,0.00018108820950146765,6.178324383654399e-06,-7.9041972160339355,4.591393336085244e-15
48.0,0.0,0.0,0.0,Naval,0.0,"[16, 16, 15]",0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,maclaurin,3.0517578125e-05,0.0,srht,7.0,0.0031240428797900677,86336.984375,0.00018108820950146765,7.030030701571377e-06,-8.238924026489258,4.292487267460463e-15
48.0,0.0,0.0,0.0,Naval,0.0,"[23, 12, 6, 4, 2]",0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,maclaurin,3.0517578125e-05,0.0,countsketch_scatter,7.0,0.0029169165063649416,105425.109375,0.00018108820950146765,8.516050002072006e-06,-8.279889106750488,4.403415549265833e-15
64.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,rff,3.0517578125e-05,0.0,gaussian,7.0,0.0037771896459162235,59185.0078125,0.00018108820950146765,4.6572222345275804e-06,-8.0914306640625,4.66976760062879e-15
64.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,rff,3.0517578125e-05,0.0,srht,7.0,0.0036536629777401686,58634.48046875,0.00018108820950146765,4.49059780294192e-06,-8.121459007263184,4.5494304768453186e-15
64.0,0.0,0.0,0.0,Naval,0.0,"[31, 32]",0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,maclaurin,3.0517578125e-05,0.0,rademacher,7.0,0.003553497837856412,116860.40625,0.00018108820950146765,9.174622391583398e-06,-8.145110130310059,4.609037032376551e-15
64.0,0.0,0.0,0.0,Naval,0.0,"[16, 22, 25]",0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,maclaurin,3.0517578125e-05,0.0,srht,7.0,0.00322627741843462,86911.59375,0.00018108820950146765,6.8324425228638574e-06,-8.217681884765625,4.25421323670583e-15
64.0,0.0,0.0,0.0,Naval,0.0,"[29, 16, 8, 5, 3, 2]",0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,maclaurin,3.0517578125e-05,0.0,countsketch_scatter,7.0,0.0031214081682264805,99312.8125,0.00018108820950146765,7.78374305809848e-06,-8.23947811126709,4.2953455801409725e-15
80.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,rff,3.0517578125e-05,0.0,gaussian,7.0,0.0036789418663829565,66398.1484375,0.00018108820950146765,5.378745299822185e-06,-8.115384101867676,4.489236080448692e-15
80.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,rff,3.0517578125e-05,0.0,srht,7.0,0.0030839545652270317,76983.5625,0.00018108820950146765,6.289626526267966e-06,-8.247061729431152,4.15894871167756e-15
80.0,0.0,0.0,0.0,Naval,0.0,"[26, 28, 25]",0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,maclaurin,3.0517578125e-05,0.0,rademacher,7.0,0.0036883538123220205,56498.83984375,0.00018108820950146765,4.716947387350956e-06,-8.113073348999023,4.2388146012412205e-15
80.0,0.0,0.0,0.0,Naval,0.0,"[16, 30, 33]",0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,maclaurin,3.0517578125e-05,0.0,srht,7.0,0.0032110647298395634,76415.6796875,0.00018108820950146765,6.219894203240983e-06,-8.220871925354004,4.1883128028600246e-15
80.0,0.0,0.0,0.0,Naval,0.0,"[37, 20, 10, 6, 4, 2]",0.0,0.0,0.0,3.5166921615600586,0.0001362888579024002,maclaurin,3.0517578125e-05,0.0,countsketch_scatter,7.0,0.0031208652071654797,109294.1015625,0.00018108820950146765,8.77275215316331e-06,-8.239603996276855,4.2540946520932144e-15
16.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.517354965209961,0.00013681745622307062,rff,3.0517578125e-05,0.0,gaussian,8.0,0.006962365470826626,248028.40625,0.0001722306478768587,1.8253454982186668e-05,-6.971287727355957,6.090693745251612e-15
16.0,0.0,0.0,0.0,Naval,0.0,None,0.0,0.0,0.0,3.517354965209961,0.00013681745622307062,rff,3.0517578125e-05,0.0,srht,8.0,0.0036753721069544554,148087.640625,0.0001722306478768587,1.1652647117443848e-05,-8.116215705871582,4.660082625909884e-15
16.0,0.0,0.0,0.0,Naval,0.0,"[7, 8]",0.0,0.0,0.0,3.517354965209961,0.00013681745622307062,maclaurin,3.0517578125e-05,0.0,rademacher,8.0,0.00708666630089283,149067.46875,0.0001722306478768587,1.2350312317721546e-05,-6.914382457733154,5.399541965346415e-15
16.0,0.0,0.0,0.0,Naval,0.0,"[7, 8]",0.0,0.0,0.0,3.517354965209961,0.00013681745622307062,maclaurin,3.0517578125e-05,0.0,srht,8.0,0.005697034765034914,152585.96875,0.0001722306478768587,1.1612082744250074e-05,-7.4958600997924805,5.2874752712599345e-15
16.0,0.0,0.0,0.0,Naval,0.0,"[8, 5, 2]",0.0,0.0,0.0,3.517354965209961,0.00013681745622307062,maclaurin,3.0517578125e-05,0.0,countsketch_scatter,8.0,0.0078002652153372765,239338.578125,0.0001722306478768587,1.7962214769795537e-05,-6.566281318664551,5.680276636153749e-15
