D,alpha,bias,comp,dataset,degree,dist_est_time,dummy_error,dummy_mnll,est_len,feature_dist,hier,k_mean_error,k_mean_rel_error,k_mse,k_rel_frob_error,kernel_len,kernel_var,method,pred_time,proj,seed,test_error,test_kl,test_label_var,test_mean_mse,test_mnll,test_var_mse
64.0,0.001,0.0,0.0,Mocap,4.0,0.0001633167266845703,0.7915493249893188,1.608945369720459,1.0,None,0.0,1.0075496435165405,64129708032.0,1.689137578010559,0.12859821319580078,8.121496200561523,16.053884506225586,rff,0.1433238983154297,gaussian,0.0,0.22074264287948608,65210.26171875,0.1600000411272049,6.609521865844727,0.620430052280426,0.4366070330142975
64.0,0.001,0.0,1.0,Mocap,4.0,0.00018143653869628906,0.7915493249893188,1.608945369720459,1.0,None,0.0,0.6529587507247925,66960564224.0,0.719901442527771,0.08395352959632874,8.121496200561523,16.053884506225586,rff,0.33376407623291016,gaussian,0.0,0.19001281261444092,56329.9140625,0.1600000411272049,5.112771511077881,0.5390233993530273,0.43397536873817444
64.0,0.001,0.0,0.0,Mocap,4.0,0.0001437664031982422,0.7915493249893188,1.608945369720459,1.0,None,0.0,0.7115544080734253,219179614208.0,0.8453390598297119,0.09097412973642349,8.121496200561523,16.053884506225586,rff,0.15469622611999512,srht,0.0,0.1973111480474472,59079.8515625,0.1600000411272049,5.887925624847412,0.5939490795135498,0.4335252344608307
64.0,0.001,0.0,1.0,Mocap,4.0,0.0001323223114013672,0.7915493249893188,1.608945369720459,1.0,None,0.0,0.20609845221042633,54417649664.0,0.0909658819437027,0.02984294667840004,8.121496200561523,16.053884506225586,rff,0.3369712829589844,srht,0.0,0.17810499668121338,52137.43359375,0.1600000411272049,4.838512897491455,0.5213698148727417,0.43433982133865356
64.0,0.001,1.0,0.0,Mocap,4.0,0.00017762184143066406,0.7915493249893188,1.608945369720459,1.0,None,0.0,1.1729977130889893,0.1271243542432785,2.2569000720977783,0.14864784479141235,8.121496200561523,16.053884506225586,n_sketch,0.14305567741394043,rademacher,0.0,0.1866837441921234,49018.25,0.1600000411272049,4.781233310699463,0.5369466543197632,0.4408166706562042
64.0,0.001,1.0,1.0,Mocap,4.0,0.00014972686767578125,0.7915493249893188,1.608945369720459,1.0,None,0.0,0.929930567741394,0.11094588786363602,1.380764365196228,0.11626853793859482,8.121496200561523,16.053884506225586,n_sketch,0.4345860481262207,rademacher,0.0,0.17285531759262085,51031.24609375,0.1600000411272049,4.762896537780762,0.5014885067939758,0.440216988325119
64.0,0.001,1.0,0.0,Mocap,4.0,0.00020503997802734375,0.7915493249893188,1.608945369720459,1.0,None,0.0,0.7172411680221558,0.09275563061237335,0.9639220833778381,0.09714566171169281,8.121496200561523,16.053884506225586,n_sketch,0.1709587574005127,srht,0.0,0.20473752915859222,53519.21484375,0.1600000411272049,5.403514862060547,0.5815500617027283,0.43910539150238037
64.0,0.001,1.0,1.0,Mocap,4.0,0.0001766681671142578,0.7915493249893188,1.608945369720459,1.0,None,0.0,0.454845130443573,0.05983614921569824,0.34500086307525635,0.05811825394630432,8.121496200561523,16.053884506225586,n_sketch,0.5348002910614014,srht,0.0,0.17938540875911713,51058.20703125,0.1600000411272049,4.778650283813477,0.5206853747367859,0.440492182970047
64.0,0.001,1.0,0.0,Mocap,4.0,0.00019431114196777344,0.7915493249893188,1.608945369720459,1.0,None,0.0,1.219818353652954,0.14165376126766205,2.6326842308044434,0.16054686903953552,8.121496200561523,16.053884506225586,n_sketch,0.251798152923584,countsketch_scatter,0.0,0.21024328470230103,59395.53125,0.1600000411272049,5.607664108276367,0.610424280166626,0.43902620673179626
64.0,0.001,0.0,0.0,Mocap,10.0,0.7351388931274414,0.7915493249893188,1.608945369720459,1.0,"[48, 15]",0.0,0.5319925546646118,0.058979060500860214,0.4628649652004242,0.06731775403022766,8.121496200561523,16.053884506225586,maclaurin,0.12798714637756348,rademacher,0.0,0.19935980439186096,57383.09375,0.1600000411272049,5.386623382568359,0.5762086510658264,0.45306771993637085
