name,p,proj,full_cov,complex_weights,complex_real,ahle,tree,mae,mse,abs_err_std,abs_sq_err_std
Gaussian,1,gaussian,False,False,False,False,False,0.036198459565639496,0.0020939945243299007,0.027994045987725258,0.0031319931149482727
Gaussian,2,gaussian,False,False,False,False,False,0.035517849028110504,0.001977011328563094,0.02674872986972332,0.002742970362305641
Gaussian,3,gaussian,False,False,False,False,False,0.03346038982272148,0.0018681453075259924,0.027359608560800552,0.003232591086998582
Gaussian,4,gaussian,False,False,False,False,False,0.03276054561138153,0.0020594594534486532,0.03140393644571304,0.004746230319142342
Gaussian,5,gaussian,False,False,False,False,False,0.026370368897914886,0.0016000219620764256,0.03007700853049755,0.006138453725725412
Gaussian,6,gaussian,False,False,False,False,False,0.023182781413197517,0.001937112770974636,0.03741220012307167,0.011057963594794273
Gaussian,7,gaussian,False,False,False,False,False,0.019273994490504265,0.0016731448704376817,0.03607851639389992,0.010713254101574421
Gaussian,8,gaussian,False,False,False,False,False,0.015358713455498219,0.006345812696963549,0.07816603779792786,0.16969037055969238
Gaussian,9,gaussian,False,False,False,False,False,0.009016662836074829,0.0007769727963022888,0.02637561969459057,0.00991347711533308
Complex Gaussian,1,gaussian,False,True,False,False,False,0.040695320814847946,0.0020633393432945013,0.020179955288767815,0.0019666540902107954
Complex Gaussian,2,gaussian,False,True,False,False,False,0.0396723598241806,0.0020092239137738943,0.02086452580988407,0.0020552806090563536
Complex Gaussian,3,gaussian,False,True,False,False,False,0.03974653035402298,0.002052782801911235,0.02174847573041916,0.0021705373656004667
Complex Gaussian,4,gaussian,False,True,False,False,False,0.0393882654607296,0.002043293323367834,0.02217787876725197,0.002351186703890562
Complex Gaussian,5,gaussian,False,True,False,False,False,0.03789704665541649,0.0019516098545864224,0.02270294912159443,0.002585858339443803
Complex Gaussian,6,gaussian,False,True,False,False,False,0.03557370603084564,0.002026811009272933,0.027592087164521217,0.0057745398953557014
Complex Gaussian,7,gaussian,False,True,False,False,False,0.03397417813539505,0.0020973330829292536,0.030709750950336456,0.00886615552008152
Complex Gaussian,8,gaussian,False,True,False,False,False,0.03101862035691738,0.0022821801248937845,0.03633217141032219,0.017947671934962273
Complex Gaussian,9,gaussian,False,True,False,False,False,0.029203414916992188,0.0024759063962846994,0.040287330746650696,0.025631478056311607
Rademacher,1,rademacher,False,False,False,False,False,0.03481327369809151,0.0018087648786604404,0.02442951314151287,0.00234658969566226
Rademacher,2,rademacher,False,False,False,False,False,0.03541671484708786,0.00201901001855731,0.027652617543935776,0.00309045915491879
Rademacher,3,rademacher,False,False,False,False,False,0.03345143049955368,0.0018364499555900693,0.02678530663251877,0.0028863674961030483
Rademacher,4,rademacher,False,False,False,False,False,0.032047633081674576,0.001862240955233574,0.028899669647216797,0.0038409961853176355
Rademacher,5,rademacher,False,False,False,False,False,0.03088092990219593,0.0020975966472178698,0.03382256627082825,0.008320264518260956
Rademacher,6,rademacher,False,False,False,False,False,0.026675593107938766,0.002292368095368147,0.03975905478000641,0.024659117683768272
Rademacher,7,rademacher,False,False,False,False,False,0.024709558114409447,0.0024041845463216305,0.042351193726062775,0.023639755323529243
Rademacher,8,rademacher,False,False,False,False,False,0.018624503165483475,0.0012240790529176593,0.02961769513785839,0.006449380423873663
Rademacher,9,rademacher,False,False,False,False,False,0.01680012233555317,0.00408626813441515,0.06167680025100708,0.07818277180194855
Complex Rademacher,1,rademacher,False,True,False,False,False,0.038507793098688126,0.0018779000965878367,0.019875874742865562,0.0018080798909068108
Complex Rademacher,2,rademacher,False,True,False,False,False,0.03905678167939186,0.001941862516105175,0.020406628027558327,0.0019384585320949554
Complex Rademacher,3,rademacher,False,True,False,False,False,0.04014797508716583,0.0020600405987352133,0.021170280873775482,0.00214821076951921
Complex Rademacher,4,rademacher,False,True,False,False,False,0.03866821900010109,0.001970249228179455,0.021794922649860382,0.0022385180927813053
Complex Rademacher,5,rademacher,False,True,False,False,False,0.03854953870177269,0.0020320452749729156,0.023366190493106842,0.003485259134322405
Complex Rademacher,6,rademacher,False,True,False,False,False,0.038015466183423996,0.0020905667915940285,0.025404565036296844,0.0037234281189739704
Complex Rademacher,7,rademacher,False,True,False,False,False,0.03651779517531395,0.0020100518595427275,0.026009676977992058,0.0038914342876523733
Complex Rademacher,8,rademacher,False,True,False,False,False,0.03333200141787529,0.0019002585904672742,0.0280933640897274,0.007296567317098379
Complex Rademacher,9,rademacher,False,True,False,False,False,0.03169162943959236,0.001996272476390004,0.03149466961622238,0.010130275972187519
Ahle et al. Tree Rademacher,1,rademacher,False,False,False,True,True,0.03486015275120735,0.001893956563435495,0.026052387431263924,0.0025504373479634523
Ahle et al. Tree Rademacher,2,rademacher,False,False,False,True,True,0.04974354803562164,0.003933617379516363,0.03819945082068443,0.006089136935770512
Ahle et al. Tree Rademacher,3,rademacher,False,False,False,True,True,0.05012195184826851,0.003986095543950796,0.03839123249053955,0.005650975275784731
Ahle et al. Tree Rademacher,4,rademacher,False,False,False,True,True,0.049660876393318176,0.003973136655986309,0.03881927207112312,0.006015983875840902
Ahle et al. Tree Rademacher,5,rademacher,False,False,False,True,True,0.050774846225976944,0.004169877618551254,0.03989729285240173,0.0061492882668972015
Ahle et al. Tree Rademacher,6,rademacher,False,False,False,True,True,0.04936341568827629,0.003982687834650278,0.03931847959756851,0.006870988756418228
Ahle et al. Tree Rademacher,7,rademacher,False,False,False,True,True,0.04811040684580803,0.0038025029934942722,0.03857322409749031,0.005907817278057337
