name,p,proj,full_cov,complex_weights,complex_real,ahle,tree,mae,mse,abs_err_std,abs_sq_err_std
Gaussian,1,gaussian,False,False,False,False,False,0.16906309127807617,0.046018391847610474,0.13204573094844818,0.07472015917301178
Gaussian,2,gaussian,False,False,False,False,False,0.24082712829113007,0.10990970581769943,0.22784216701984406,0.32953721284866333
Gaussian,3,gaussian,False,False,False,False,False,0.2683275640010834,0.18090493977069855,0.3300081491470337,1.0168519020080566
Gaussian,4,gaussian,False,False,False,False,False,0.2785996198654175,0.39905717968940735,0.5669565796852112,6.559415817260742
Gaussian,5,gaussian,False,False,False,False,False,0.24799932539463043,0.5107724666595459,0.6702755093574524,12.683417320251465
Gaussian,6,gaussian,False,False,False,False,False,0.21333430707454681,0.8899290561676025,0.9189224243164062,48.895877838134766
Gaussian,7,gaussian,False,False,False,False,False,0.20307263731956482,2.691135883331299,1.6278513669967651,255.3060302734375
Gaussian,8,gaussian,False,False,False,False,False,0.14307330548763275,3.0574705600738525,1.7427000999450684,696.1345825195312
Gaussian,9,gaussian,False,False,False,False,False,0.1205081045627594,5.307567596435547,2.3006632328033447,1584.871337890625
Complex Gaussian,1,gaussian,False,True,False,False,False,0.153927281498909,0.031122198328375816,0.08618933707475662,0.035326067358255386
Complex Gaussian,2,gaussian,False,True,False,False,False,0.2049357146024704,0.057906560599803925,0.12612660229206085,0.08771870285272598
Complex Gaussian,3,gaussian,False,True,False,False,False,0.2357741892337799,0.08596585690975189,0.17428836226463318,0.1956607550382614
Complex Gaussian,4,gaussian,False,True,False,False,False,0.2501858174800873,0.12224196642637253,0.24423162639141083,0.5366590023040771
Complex Gaussian,5,gaussian,False,True,False,False,False,0.26665735244750977,0.20428220927715302,0.3649331331253052,2.133138418197632
Complex Gaussian,6,gaussian,False,True,False,False,False,0.2462928593158722,0.23751050233840942,0.42053595185279846,4.0783562660217285
Complex Gaussian,7,gaussian,False,True,False,False,False,0.2562739849090576,0.5820772051811218,0.7186106443405151,32.39689254760742
Complex Gaussian,8,gaussian,False,True,False,False,False,0.22941502928733826,0.5551441311836243,0.7088817358016968,38.3161506652832
Complex Gaussian,9,gaussian,False,True,False,False,False,0.2016792744398117,0.5204761028289795,0.6926774382591248,32.3263053894043
Rademacher,1,rademacher,False,False,False,False,False,0.16613274812698364,0.04365178942680359,0.12669534981250763,0.06581438332796097
Rademacher,2,rademacher,False,False,False,False,False,0.23290449380874634,0.09641264379024506,0.2053488940000534,0.2257276028394699
Rademacher,3,rademacher,False,False,False,False,False,0.262055367231369,0.15924172103405,0.30094650387763977,0.7668905854225159
Rademacher,4,rademacher,False,False,False,False,False,0.2798420190811157,0.40955495834350586,0.5755378007888794,7.196686744689941
Rademacher,5,rademacher,False,False,False,False,False,0.24450847506523132,0.4804525375366211,0.6485896706581116,18.177656173706055
Rademacher,6,rademacher,False,False,False,False,False,0.21801212430000305,2.056028127670288,1.4172158241271973,229.14556884765625
Rademacher,7,rademacher,False,False,False,False,False,0.18222114443778992,1.7046043872833252,1.2928270101547241,315.93157958984375
Rademacher,8,rademacher,False,False,False,False,False,0.14469939470291138,1.7621029615402222,1.3195327520370483,259.4123229980469
Rademacher,9,rademacher,False,False,False,False,False,0.12248175591230392,3.2236440181732178,1.7912691831588745,549.261962890625
Complex Rademacher,1,rademacher,False,True,False,False,False,0.1549060344696045,0.031718481332063675,0.08787839114665985,0.03716394677758217
Complex Rademacher,2,rademacher,False,True,False,False,False,0.20345039665699005,0.056209757924079895,0.12172801792621613,0.07973449677228928
Complex Rademacher,3,rademacher,False,True,False,False,False,0.23232199251651764,0.0830746591091156,0.17059065401554108,0.20898251235485077
Complex Rademacher,4,rademacher,False,True,False,False,False,0.2496831864118576,0.1192224994301796,0.2384970784187317,0.5154821872711182
Complex Rademacher,5,rademacher,False,True,False,False,False,0.25664272904396057,0.1668843775987625,0.3178348243236542,1.1892783641815186
Complex Rademacher,6,rademacher,False,True,False,False,False,0.2614394724369049,0.35231757164001465,0.532885730266571,9.806448936462402
Complex Rademacher,7,rademacher,False,True,False,False,False,0.2505035698413849,0.35896724462509155,0.544256865978241,7.7739739418029785
Complex Rademacher,8,rademacher,False,True,False,False,False,0.23346802592277527,0.4485795795917511,0.6277520656585693,25.580970764160156
Complex Rademacher,9,rademacher,False,True,False,False,False,0.2219499945640564,0.5777812600135803,0.7269938588142395,33.38453674316406
Ahle et al. Tree Rademacher,1,rademacher,False,False,False,True,True,0.16796758770942688,0.04429670423269272,0.12682117521762848,0.06459808349609375
Ahle et al. Tree Rademacher,2,rademacher,False,False,False,True,True,0.27000847458839417,0.1325201839208603,0.24416318535804749,0.34766101837158203
Ahle et al. Tree Rademacher,3,rademacher,False,False,False,True,True,0.28389886021614075,0.1751890629529953,0.30755582451820374,0.7118796706199646
Ahle et al. Tree Rademacher,4,rademacher,False,False,False,True,True,0.24209891259670258,0.13815522193908691,0.28203442692756653,0.7550208568572998
Ahle et al. Tree Rademacher,5,rademacher,False,False,False,True,True,0.2396896928548813,0.177229106426239,0.3460896909236908,1.3110836744308472
Ahle et al. Tree Rademacher,6,rademacher,False,False,False,True,True,0.21411769092082977,0.1850811243057251,0.37314191460609436,2.482902765274048
Ahle et al. Tree Rademacher,7,rademacher,False,False,False,True,True,0.19486618041992188,0.15648148953914642,0.34425100684165955,1.8423259258270264
Ahle et al. Tree Rademacher,8,rademacher,False,False,False,True,True,0.17652274668216705,0.12591080367565155,0.30781587958335876,1.2678412199020386
