name,p,proj,full_cov,complex_weights,complex_real,ahle,tree,mae,mse,abs_err_std,abs_sq_err_std
Gaussian,1,gaussian,False,False,False,False,False,0.030261730775237083,0.0014438754878938198,0.02298050746321678,0.002053266391158104
Gaussian,2,gaussian,False,False,False,False,False,0.04717939719557762,0.003638683119788766,0.037587087601423264,0.005865057464689016
Gaussian,3,gaussian,False,False,False,False,False,0.06668556481599808,0.008021280169487,0.05978560447692871,0.018679853528738022
Gaussian,4,gaussian,False,False,False,False,False,0.08838857710361481,0.018088925629854202,0.10137254744768143,0.13784436881542206
Gaussian,5,gaussian,False,False,False,False,False,0.10778480768203735,0.038782164454460144,0.1648169457912445,0.5919000506401062
Gaussian,6,gaussian,False,False,False,False,False,0.12090443074703217,0.06636509299278259,0.22748024761676788,1.1627628803253174
Gaussian,7,gaussian,False,False,False,False,False,0.13217134773731232,0.15833240747451782,0.3753175735473633,7.361051082611084
Gaussian,8,gaussian,False,False,False,False,False,0.1387108415365219,0.2329927384853363,0.4623335003852844,7.51319694519043
Gaussian,9,gaussian,False,False,False,False,False,0.12617227435112,0.36684340238571167,0.5923886895179749,31.261789321899414
Complex Gaussian,1,gaussian,False,True,False,False,False,0.02728143334388733,0.0009840016718953848,0.015483060851693153,0.0011127787875011563
Complex Gaussian,2,gaussian,False,True,False,False,False,0.03828582167625427,0.0019440428586676717,0.02186867967247963,0.0022953851148486137
Complex Gaussian,3,gaussian,False,True,False,False,False,0.04830597713589668,0.0031602478120476007,0.02875380776822567,0.0041464692912995815
Complex Gaussian,4,gaussian,False,True,False,False,False,0.058873500674963,0.004960204940289259,0.038653817027807236,0.008526209741830826
Complex Gaussian,5,gaussian,False,True,False,False,False,0.0709351897239685,0.008182710967957973,0.05613298714160919,0.024314124137163162
Complex Gaussian,6,gaussian,False,True,False,False,False,0.08073977380990982,0.012009120546281338,0.07409597933292389,0.052932869642972946
Complex Gaussian,7,gaussian,False,True,False,False,False,0.09268929809331894,0.021149545907974243,0.11206361651420593,0.24449588358402252
Complex Gaussian,8,gaussian,False,True,False,False,False,0.09978394955396652,0.031704481691122055,0.1474708914756775,0.9189213514328003
Complex Gaussian,9,gaussian,False,True,False,False,False,0.10887748748064041,0.054461829364299774,0.20641599595546722,2.17665433883667
