name,p,proj,full_cov,complex_weights,complex_real,ahle,tree,mae,mse,abs_err_std,abs_sq_err_std
Gaussian,1,gaussian,False,False,False,False,False,0.747308611869812,1.0329285860061646,0.688809871673584,2.66023588180542
Gaussian,2,gaussian,False,False,False,False,False,1.1385892629623413,4.189198017120361,1.700827956199646,24.435779571533203
Gaussian,3,gaussian,False,False,False,False,False,1.3347605466842651,12.65714168548584,3.2978122234344482,135.01904296875
Gaussian,4,gaussian,False,False,False,False,False,1.3242909908294678,11.795948028564453,3.168945074081421,136.90562438964844
Gaussian,5,gaussian,False,False,False,False,False,1.6775734424591064,48.42476272583008,6.75355863571167,728.9694213867188
Gaussian,6,gaussian,False,False,False,False,False,1.6911154985427856,123.02593231201172,10.96203327178955,3373.9599609375
Gaussian,7,gaussian,False,False,False,False,False,1.2307361364364624,7.49165153503418,2.444779396057129,90.39409637451172
Gaussian,8,gaussian,False,False,False,False,False,1.3422930240631104,23.748701095581055,4.684760093688965,421.20147705078125
Gaussian,9,gaussian,False,False,False,False,False,1.653881311416626,210.8290252685547,14.425461769104004,6261.64794921875
Complex Gaussian,1,gaussian,False,True,False,False,False,0.5263452529907227,0.4758823812007904,0.44591838121414185,0.9950268268585205
Complex Gaussian,2,gaussian,False,True,False,False,False,0.7858431339263916,1.4491740465164185,0.911935031414032,6.947019577026367
Complex Gaussian,3,gaussian,False,True,False,False,False,0.995495080947876,2.966196298599243,1.4054137468338013,16.516645431518555
Complex Gaussian,4,gaussian,False,True,False,False,False,1.047533631324768,4.004836082458496,1.705142855644226,29.39497947692871
Complex Gaussian,5,gaussian,False,True,False,False,False,1.5357657670974731,129.36708068847656,11.269810676574707,3909.654296875
Complex Gaussian,6,gaussian,False,True,False,False,False,1.3764925003051758,16.669742584228516,3.84382963180542,263.9700622558594
Complex Gaussian,7,gaussian,False,True,False,False,False,1.7476037740707397,114.19926452636719,10.542545318603516,2933.41552734375
Complex Gaussian,8,gaussian,False,True,False,False,False,1.55319082736969,52.66640090942383,7.0890092849731445,994.6276245117188
Complex Gaussian,9,gaussian,False,True,False,False,False,1.4304742813110352,26.507843017578125,4.945868015289307,471.897705078125
Rademacher,1,rademacher,False,False,False,False,False,0.7303123474121094,1.0067380666732788,0.6880277991294861,2.8019866943359375
Rademacher,2,rademacher,False,False,False,False,False,1.0515857934951782,3.3065872192382812,1.483494758605957,17.49700927734375
Rademacher,3,rademacher,False,False,False,False,False,1.1158454418182373,4.259922981262207,1.7363224029541016,28.04094123840332
Rademacher,4,rademacher,False,False,False,False,False,1.3715966939926147,18.26112937927246,4.047205448150635,268.52532958984375
Rademacher,5,rademacher,False,False,False,False,False,1.3685756921768188,13.072559356689453,3.3465757369995117,147.37039184570312
Rademacher,6,rademacher,False,False,False,False,False,2.3883185386657715,1044.2998046875,32.22726821899414,32338.919921875
Rademacher,7,rademacher,False,False,False,False,False,1.322087049484253,12.013601303100586,3.204012870788574,169.410400390625
Rademacher,8,rademacher,False,False,False,False,False,1.3903549909591675,31.16343116760254,5.4065117835998535,578.9810180664062
Rademacher,9,rademacher,False,False,False,False,False,2.0974228382110596,765.2633056640625,27.583776473999023,23245.6484375
Complex Rademacher,1,rademacher,False,True,False,False,False,0.521937370300293,0.463833749294281,0.43751031160354614,1.0014079809188843
Complex Rademacher,2,rademacher,False,True,False,False,False,0.8201969861984253,1.5426863431930542,0.9327186346054077,6.786398410797119
Complex Rademacher,3,rademacher,False,True,False,False,False,0.923107922077179,2.154733657836914,1.1413179636001587,9.527894973754883
Complex Rademacher,4,rademacher,False,True,False,False,False,1.192549705505371,7.893939971923828,2.5439674854278564,80.2283935546875
Complex Rademacher,5,rademacher,False,True,False,False,False,1.2154672145843506,10.347352981567383,2.978254795074463,133.31951904296875
Complex Rademacher,6,rademacher,False,True,False,False,False,2.0553600788116455,186.03379821777344,13.483674049377441,4320.83642578125
Complex Rademacher,7,rademacher,False,True,False,False,False,1.4822503328323364,41.7406120300293,6.288369655609131,930.4664916992188
Complex Rademacher,8,rademacher,False,True,False,False,False,1.946249008178711,141.77734375,11.746896743774414,3097.036865234375
Complex Rademacher,9,rademacher,False,True,False,False,False,1.9042737483978271,134.28466796875,11.430598258972168,2601.77197265625
Ahle et al. Tree Rademacher,1,rademacher,False,False,False,True,True,0.7332499027252197,0.9798591136932373,0.6649843454360962,2.5444562435150146
Ahle et al. Tree Rademacher,2,rademacher,False,False,False,True,True,1.125905990600586,4.734494686126709,1.8619434833526611,34.2519645690918
Ahle et al. Tree Rademacher,3,rademacher,False,False,False,True,True,1.3184722661972046,14.613319396972656,3.588169813156128,249.61996459960938
Ahle et al. Tree Rademacher,4,rademacher,False,False,False,True,True,1.3056174516677856,9.868497848510742,2.857248306274414,96.38988494873047
Ahle et al. Tree Rademacher,5,rademacher,False,False,False,True,True,1.7610766887664795,118.7502670288086,10.754021644592285,3197.132080078125
Ahle et al. Tree Rademacher,6,rademacher,False,False,False,True,True,1.2771662473678589,11.426604270935059,3.129770278930664,165.75701904296875
Ahle et al. Tree Rademacher,7,rademacher,False,False,False,True,True,1.9502296447753906,244.72540283203125,15.521671295166016,6609.3291015625
Ahle et al. Tree Rademacher,8,rademacher,False,False,False,True,True,1.8230632543563843,117.02424621582031,10.663058280944824,2291.5888671875
Ahle et al. Tree Rademacher,9,rademacher,False,False,False,True,True,1.0526889562606812,2.595268487930298,1.2194734811782837,38.732078552246094
Ahle et al. Tree Rademacher Comp.,1,rademacher,False,True,False,True,True,0.5296873450279236,0.473247766494751,0.43895241618156433,1.0115158557891846
