name,p,proj,full_cov,complex_weights,complex_real,ahle,tree,mae,mse,abs_err_std,abs_sq_err_std
Gaussian,1,gaussian,False,False,False,False,False,0.04979662224650383,0.003831046400591731,0.036760635673999786,0.005426864605396986
Gaussian,2,gaussian,False,False,False,False,False,0.10044249892234802,0.01623172126710415,0.07837748527526855,0.02373078092932701
Gaussian,3,gaussian,False,False,False,False,False,0.17813065648078918,0.05693166330456734,0.15874871611595154,0.12455541640520096
Gaussian,4,gaussian,False,False,False,False,False,0.28614962100982666,0.1552855521440506,0.27093178033828735,0.47352316975593567
Gaussian,5,gaussian,False,False,False,False,False,0.38794243335723877,0.4778333604335785,0.5721313953399658,5.60476541519165
Gaussian,6,gaussian,False,False,False,False,False,0.6082627773284912,3.9349982738494873,1.8881256580352783,78.36703491210938
Gaussian,7,gaussian,False,False,False,False,False,0.6693063974380493,1.7145224809646606,1.1254122257232666,15.551674842834473
Gaussian,8,gaussian,False,False,False,False,False,0.7818971276283264,2.467334032058716,1.3623409271240234,22.45572853088379
Gaussian,9,gaussian,False,False,False,False,False,0.9939635992050171,13.051298141479492,3.4732327461242676,314.4967346191406
Complex Gaussian,1,gaussian,False,True,False,False,False,0.034700047224760056,0.0019277920946478844,0.026901664212346077,0.002990425331518054
Complex Gaussian,2,gaussian,False,True,False,False,False,0.06015745922923088,0.0057595171965658665,0.04626660421490669,0.008561845868825912
Complex Gaussian,3,gaussian,False,True,False,False,False,0.09141865372657776,0.013525806367397308,0.07189186662435532,0.020796403288841248
Complex Gaussian,4,gaussian,False,True,False,False,False,0.13522768020629883,0.030724510550498962,0.1115257516503334,0.05214573070406914
Complex Gaussian,5,gaussian,False,True,False,False,False,0.17577090859413147,0.06272706389427185,0.17841434478759766,0.35000669956207275
Complex Gaussian,6,gaussian,False,True,False,False,False,0.23936879634857178,0.12684817612171173,0.2637248933315277,0.6712421774864197
Complex Gaussian,7,gaussian,False,True,False,False,False,0.3108113706111908,0.34531527757644653,0.49871015548706055,4.495994567871094
Complex Gaussian,8,gaussian,False,True,False,False,False,0.3828001916408539,0.43138450384140015,0.5337122678756714,2.710453510284424
Complex Gaussian,9,gaussian,False,True,False,False,False,0.45130112767219543,0.6713421940803528,0.6838639974594116,4.850187301635742
Rademacher,1,rademacher,False,False,False,False,False,0.05024193599820137,0.004001835361123085,0.038439370691776276,0.005744315218180418
Rademacher,2,rademacher,False,False,False,False,False,0.09140811860561371,0.013496726751327515,0.07170277833938599,0.02015165239572525
Rademacher,3,rademacher,False,False,False,False,False,0.16261978447437286,0.045981891453266144,0.13977380096912384,0.10348740965127945
Rademacher,4,rademacher,False,False,False,False,False,0.2638850510120392,0.12104476243257523,0.22673660516738892,0.2685052454471588
Rademacher,5,rademacher,False,False,False,False,False,0.3689803183078766,0.3578827679157257,0.47088906168937683,2.3102335929870605
Rademacher,6,rademacher,False,False,False,False,False,0.5332071781158447,0.8675519227981567,0.7637032270431519,6.161065101623535
Rademacher,7,rademacher,False,False,False,False,False,0.7044331431388855,3.7383968830108643,1.8006038665771484,62.31116485595703
Rademacher,8,rademacher,False,False,False,False,False,0.8872608542442322,9.683527946472168,2.9826672077178955,148.62890625
Rademacher,9,rademacher,False,False,False,False,False,1.1911381483078003,35.524864196777344,5.8400421142578125,671.2755126953125
Complex Rademacher,1,rademacher,False,True,False,False,False,0.03449741005897522,0.001906459336169064,0.02676544152200222,0.0027380180545151234
Complex Rademacher,2,rademacher,False,True,False,False,False,0.06104912608861923,0.005867698695510626,0.04626775532960892,0.008408332243561745
Complex Rademacher,3,rademacher,False,True,False,False,False,0.0925278440117836,0.013167435303330421,0.06786780059337616,0.017953407019376755
Complex Rademacher,4,rademacher,False,True,False,False,False,0.12936066091060638,0.02701733261346817,0.10140591859817505,0.04836049675941467
Complex Rademacher,5,rademacher,False,True,False,False,False,0.17782209813594818,0.05745555832982063,0.16073234379291534,0.13931486010551453
Complex Rademacher,6,rademacher,False,True,False,False,False,0.22626903653144836,0.10762117058038712,0.23753643035888672,0.5452500581741333
Complex Rademacher,7,rademacher,False,True,False,False,False,0.2904376983642578,0.17474620044231415,0.30065304040908813,0.69345623254776
Complex Rademacher,8,rademacher,False,True,False,False,False,0.35847774147987366,0.38988569378852844,0.5112529993057251,2.7913663387298584
Complex Rademacher,9,rademacher,False,True,False,False,False,0.45463836193084717,0.9490134716033936,0.8615788817405701,11.872308731079102
Ahle et al. Tree Rademacher,1,rademacher,False,False,False,True,True,0.05011473596096039,0.003930278122425079,0.03766687214374542,0.005766990594565868
Ahle et al. Tree Rademacher,2,rademacher,False,False,False,True,True,0.11116782575845718,0.02009185589849949,0.0879407525062561,0.03328776732087135
Ahle et al. Tree Rademacher,3,rademacher,False,False,False,True,True,0.1582164317369461,0.04028584435582161,0.12350472807884216,0.06426475197076797
Ahle et al. Tree Rademacher,4,rademacher,False,False,False,True,True,0.16949675977230072,0.045692287385463715,0.13024266064167023,0.07317628711462021
Ahle et al. Tree Rademacher,5,rademacher,False,False,False,True,True,0.2159823477268219,0.07481731474399567,0.16783612966537476,0.13285036385059357
Ahle et al. Tree Rademacher,6,rademacher,False,False,False,True,True,0.24229681491851807,0.09805172681808472,0.19835330545902252,0.1941552758216858
Ahle et al. Tree Rademacher,7,rademacher,False,False,False,True,True,0.2451169639825821,0.10034766793251038,0.20066234469413757,0.21157971024513245
Ahle et al. Tree Rademacher,8,rademacher,False,False,False,True,True,0.2605941891670227,0.10843762010335922,0.2013164609670639,0.20000042021274567
Ahle et al. Tree Rademacher,9,rademacher,False,False,False,True,True,0.3324315845966339,0.1923966407775879,0.2861572802066803,0.3986619710922241
Ahle et al. Tree Rademacher Comp.,1,rademacher,False,True,False,True,True,0.03580575808882713,0.002034921897575259,0.027438482269644737,0.003003024961799383
Ahle et al. Tree Rademacher Comp.,2,rademacher,False,True,False,True,True,0.07214700430631638,0.008449521847069263,0.05695905536413193,0.014379486441612244
Ahle et al. Tree Rademacher Comp.,3,rademacher,False,True,False,True,True,0.09761865437030792,0.015167581848800182,0.07508785277605057,0.021975234150886536
Ahle et al. Tree Rademacher Comp.,4,rademacher,False,True,False,True,True,0.10991547256708145,0.018584664911031723,0.08064278215169907,0.02576381154358387
Ahle et al. Tree Rademacher Comp.,5,rademacher,False,True,False,True,True,0.13891130685806274,0.030488915741443634,0.10579497367143631,0.047728411853313446
Ahle et al. Tree Rademacher Comp.,6,rademacher,False,True,False,True,True,0.15462437272071838,0.03724924474954605,0.11550135165452957,0.05344310402870178
Ahle et al. Tree Rademacher Comp.,7,rademacher,False,True,False,True,True,0.16029296815395355,0.04115992784500122,0.12436282634735107,0.06588061153888702
Ahle et al. Tree Rademacher Comp.,8,rademacher,False,True,False,True,True,0.1588779091835022,0.0408223420381546,0.12482054531574249,0.06304015964269638
Ahle et al. Tree Rademacher Comp.,9,rademacher,False,True,False,True,True,0.21375824511051178,0.07461309432983398,0.17006038129329681,0.12583892047405243
Ahle et al. Rademacher,1,rademacher,False,False,False,True,False,0.05011473596096039,0.003930278122425079,0.03766687214374542,0.005766990594565868
Ahle et al. Rademacher,2,rademacher,False,False,False,True,False,0.11116782575845718,0.02009185589849949,0.0879407525062561,0.03328776732087135
Ahle et al. Rademacher,3,rademacher,False,False,False,True,False,0.1458750069141388,0.03342874348163605,0.11022358387708664,0.053056005388498306
Ahle et al. Rademacher,4,rademacher,False,False,False,True,False,0.18245132267475128,0.05399913340806961,0.14391200244426727,0.09104786068201065
Ahle et al. Rademacher,5,rademacher,False,False,False,True,False,0.20460237562656403,0.06780964881181717,0.1610824167728424,0.11694922298192978
Ahle et al. Rademacher,6,rademacher,False,False,False,True,False,0.21987396478652954,0.07812923192977905,0.1725824624300003,0.1350366622209549
Ahle et al. Rademacher,7,rademacher,False,False,False,True,False,0.2426966279745102,0.09709040075540543,0.19541950523853302,0.17916354537010193
Ahle et al. Rademacher,8,rademacher,False,False,False,True,False,0.2546093761920929,0.11027417331933975,0.21318605542182922,0.22852449119091034
Ahle et al. Rademacher,9,rademacher,False,False,False,True,False,0.2795960605144501,0.12933628261089325,0.226190984249115,0.23675668239593506
Ahle et al. Rademacher Comp.,1,rademacher,False,True,False,True,False,0.03580575808882713,0.002034921897575259,0.027438482269644737,0.003003024961799383
Ahle et al. Rademacher Comp.,2,rademacher,False,True,False,True,False,0.07214700430631638,0.008449521847069263,0.05695905536413193,0.014379486441612244
Ahle et al. Rademacher Comp.,3,rademacher,False,True,False,True,False,0.09324450045824051,0.013413743115961552,0.0686965137720108,0.018891142681241035
Ahle et al. Rademacher Comp.,4,rademacher,False,True,False,True,False,0.10959616303443909,0.018581511452794075,0.08105677366256714,0.02575061470270157
Ahle et al. Rademacher Comp.,5,rademacher,False,True,False,True,False,0.12035749852657318,0.023334063589572906,0.09406457841396332,0.03481454402208328
Ahle et al. Rademacher Comp.,6,rademacher,False,True,False,True,False,0.13785666227340698,0.03026382066309452,0.10611018538475037,0.04903906211256981
Ahle et al. Rademacher Comp.,7,rademacher,False,True,False,True,False,0.15447835624217987,0.037683144211769104,0.11755675822496414,0.055640168488025665
Ahle et al. Rademacher Comp.,8,rademacher,False,True,False,True,False,0.1571095585823059,0.03860628977417946,0.11799529194831848,0.05679836496710777
Ahle et al. Rademacher Comp.,9,rademacher,False,True,False,True,False,0.17241737246513367,0.048831187188625336,0.13821525871753693,0.08394872397184372
