name,p,proj,full_cov,complex_weights,complex_real,ahle,tree,mae,mse,abs_err_std,abs_sq_err_std
Gaussian,1,gaussian,False,False,False,False,False,0.08334709703922272,0.010917783714830875,0.06301626563072205,0.015625372529029846
Gaussian,2,gaussian,False,False,False,False,False,0.12252023071050644,0.024720489978790283,0.09853573888540268,0.044929806143045425
Gaussian,3,gaussian,False,False,False,False,False,0.15812718868255615,0.05231824889779091,0.16526970267295837,0.22519133985042572
Gaussian,4,gaussian,False,False,False,False,False,0.17441865801811218,0.09455990791320801,0.25325503945350647,1.082202672958374
Gaussian,5,gaussian,False,False,False,False,False,0.17041727900505066,0.13722629845142365,0.3289138972759247,3.239680528640747
Gaussian,6,gaussian,False,False,False,False,False,0.16289114952087402,0.28062140941619873,0.5040715336799622,12.685063362121582
Gaussian,7,gaussian,False,False,False,False,False,0.15310129523277283,0.7058441042900085,0.826077938079834,82.72357177734375
Gaussian,8,gaussian,False,False,False,False,False,0.12074385583400726,0.5545210242271423,0.7348077297210693,56.740692138671875
Gaussian,9,gaussian,False,False,False,False,False,0.10135481506586075,0.7434373497962952,0.8562507629394531,175.8939666748047
Complex Gaussian,1,gaussian,False,True,False,False,False,0.07769756764173508,0.007863246835768223,0.04273565113544464,0.0084982393309474
Complex Gaussian,2,gaussian,False,True,False,False,False,0.10510794073343277,0.014464171603322029,0.058450810611248016,0.016548611223697662
Complex Gaussian,3,gaussian,False,True,False,False,False,0.12489674240350723,0.021449942141771317,0.07649020105600357,0.03231511265039444
Complex Gaussian,4,gaussian,False,True,False,False,False,0.14343340694904327,0.03308088332414627,0.11183806508779526,0.10289241373538971
Complex Gaussian,5,gaussian,False,True,False,False,False,0.15399077534675598,0.04499157518148422,0.14587128162384033,0.21404899656772614
Complex Gaussian,6,gaussian,False,True,False,False,False,0.16047608852386475,0.06332068145275116,0.19382502138614655,0.541851818561554
Complex Gaussian,7,gaussian,False,True,False,False,False,0.1647687405347824,0.09431052953004837,0.25915607810020447,1.6562085151672363
Complex Gaussian,8,gaussian,False,True,False,False,False,0.17315234243869781,0.18109458684921265,0.38873255252838135,5.740896224975586
Complex Gaussian,9,gaussian,False,True,False,False,False,0.1576552838087082,0.2085103690624237,0.4285503327846527,8.894899368286133
Rademacher,1,rademacher,False,False,False,False,False,0.08456332981586456,0.011324689723551273,0.06460446119308472,0.016675837337970734
