dataset,method,degree,bias,proj,comp,comp_real,full_cov,hier,kernel_var,kernel_len,test_error,test_mnll,test_label_var,k_mse,k_mean_error,k_rel_frob_error,test_kl,test_mean_mse,test_var_mse,D,feature_dist,noise_var,feature_time,pred_time,seed
MNIST,srf,3.0,0.5,gaussian,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.09079999476671219,0.2927180826663971,0.09000000357627869,0.26045504212379456,0.40712791681289673,0.1515427827835083,9619.009765625,3.3856024742126465,1.1797432899475098,256.0,None,0.001,0.013884782791137695,0.05561709403991699,1.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,0.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.08259999752044678,0.2777617871761322,0.09000000357627869,1.194610357284546,0.7978307008743286,0.3245503008365631,9291.9521484375,3.1589207649230957,1.1962876319885254,256.0,None,0.001,0.030298709869384766,0.06021475791931152,1.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,1.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.0828000009059906,0.27467578649520874,0.09000000357627869,0.5630655288696289,0.5843853950500488,0.22281700372695923,8789.7294921875,2.9765162467956543,1.1880810260772705,256.0,None,0.001,0.06319928169250488,0.05395650863647461,1.0
MNIST,poly_sketch,3.0,0.5,countsketch_scatter,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.08729999512434006,0.28020229935646057,0.09000000357627869,1.8146178722381592,1.118194341659546,0.4000013470649719,8931.7880859375,3.0313849449157715,1.185555338859558,256.0,None,0.001,0.02800154685974121,0.05540013313293457,1.0
MNIST,srf,3.0,0.5,gaussian,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.06369999796152115,0.20098258554935455,0.09000000357627869,0.14127367734909058,0.30200326442718506,0.1116090714931488,5812.30078125,2.2718892097473145,0.7629305124282837,512.0,None,0.001,0.02066659927368164,0.10729002952575684,1.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,0.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.055799998342990875,0.18002380430698395,0.09000000357627869,0.487091600894928,0.5329471826553345,0.2072402834892273,5284.27294921875,1.9178115129470825,0.8310649991035461,512.0,None,0.001,0.039632558822631836,0.11802220344543457,1.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,1.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.05689999833703041,0.18002690374851227,0.09000000357627869,0.2910534739494324,0.42254191637039185,0.16019733250141144,5159.96728515625,1.875800371170044,0.8224213719367981,512.0,None,0.001,0.06734228134155273,0.10493636131286621,1.0
MNIST,poly_sketch,3.0,0.5,countsketch_scatter,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.058799996972084045,0.18650181591510773,0.09000000357627869,0.24455107748508453,0.39859598875045776,0.14684313535690308,5099.267578125,1.8526027202606201,0.8090623021125793,512.0,None,0.001,0.033594608306884766,0.10745382308959961,1.0
MNIST,srf,3.0,0.5,gaussian,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.046799998730421066,0.1452401876449585,0.09000000357627869,0.07845792174339294,0.22540977597236633,0.08317393809556961,3175.315673828125,1.3850584030151367,0.3074660003185272,1024.0,None,0.001,0.024986743927001953,0.26543712615966797,1.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,0.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.03830000013113022,0.1250632405281067,0.09000000357627869,0.19074703752994537,0.3393199145793915,0.1296873837709427,2866.194091796875,1.1276438236236572,0.4495756924152374,1024.0,None,0.001,0.03868293762207031,0.26088404655456543,1.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,1.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.041600000113248825,0.1302243024110794,0.09000000357627869,0.13917793333530426,0.2917024791240692,0.11077813804149628,2701.402099609375,1.067062497138977,0.4283204674720764,1024.0,None,0.001,0.07532000541687012,0.26677870750427246,1.0
MNIST,poly_sketch,3.0,0.5,countsketch_scatter,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.03999999910593033,0.12659604847431183,0.09000000357627869,0.10915009677410126,0.2605607509613037,0.09810268878936768,2678.55322265625,1.062498927116394,0.43005409836769104,1024.0,None,0.001,0.05030488967895508,0.26227545738220215,1.0
MNIST,srf,3.0,0.5,gaussian,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.03139999881386757,0.10310304909944534,0.09000000357627869,0.06812931597232819,0.2144157588481903,0.07750610262155533,1657.2261962890625,0.7840882539749146,0.040411170572042465,2048.0,None,0.001,0.04228329658508301,0.970224142074585,1.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,0.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.03139999881386757,0.09259653091430664,0.09000000357627869,0.12267659604549408,0.2842693328857422,0.10400392860174179,1430.637939453125,0.6047133207321167,0.19159729778766632,2048.0,None,0.001,0.055275678634643555,0.9875226020812988,1.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,1.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.029899999499320984,0.09009559452533722,0.09000000357627869,0.03929464891552925,0.15671305358409882,0.058862075209617615,1307.4329833984375,0.5592242479324341,0.16816826164722443,2048.0,None,0.001,0.08745145797729492,0.9865670204162598,1.0
MNIST,poly_sketch,3.0,0.5,countsketch_scatter,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.029099998995661736,0.09467978030443192,0.09000000357627869,0.04598980396986008,0.16985635459423065,0.06367950141429901,1334.5699462890625,0.572195291519165,0.16727951169013977,2048.0,None,0.001,0.08157658576965332,0.9695370197296143,1.0
MNIST,srf,3.0,0.5,gaussian,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.026499999687075615,0.08401131629943848,0.09000000357627869,0.03978681564331055,0.16206759214401245,0.05922955274581909,1110.6033935546875,0.534328043460846,0.007904795929789543,3072.0,None,0.001,0.06348371505737305,1.8248257637023926,1.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,0.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.026099998503923416,0.08049638569355011,0.09000000357627869,0.04793208837509155,0.17120686173439026,0.06501027941703796,933.3912963867188,0.40760013461112976,0.10546808689832687,3072.0,None,0.001,0.07047510147094727,1.827263593673706,1.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,1.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.02579999901354313,0.08094993978738785,0.09000000357627869,0.06250161677598953,0.20349176228046417,0.07423599064350128,851.1591186523438,0.3777962327003479,0.08842585980892181,3072.0,None,0.001,0.09885454177856445,1.8243987560272217,1.0
MNIST,poly_sketch,3.0,0.5,countsketch_scatter,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.024699999019503593,0.0805116817355156,0.09000000357627869,0.03487085551023483,0.14967398345470428,0.055449821054935455,847.1611328125,0.3776637315750122,0.08869408071041107,3072.0,None,0.001,0.1223750114440918,1.8244538307189941,1.0
MNIST,srf,3.0,0.5,gaussian,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.024000000208616257,0.07596778124570847,0.09000000357627869,0.03934277966618538,0.16169226169586182,0.058898113667964935,865.8324584960938,0.4083652198314667,0.01624699868261814,4096.0,None,0.001,0.0759880542755127,3.032348394393921,1.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,0.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.023000000044703484,0.07284201681613922,0.09000000357627869,0.06307774782180786,0.20088057219982147,0.07457735389471054,695.6571655273438,0.310197114944458,0.06755200773477554,4096.0,None,0.001,0.07584524154663086,3.0305163860321045,1.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,1.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.022299999371170998,0.07164506614208221,0.09000000357627869,0.021280180662870407,0.11616963148117065,0.04331681504845619,621.6082153320312,0.2799050807952881,0.05408428609371185,4096.0,None,0.001,0.11021780967712402,3.038485050201416,1.0
