dataset,method,degree,bias,proj,comp,comp_real,full_cov,ahle,tree,kernel_var,kernel_len,k_frob_error,k_rel_frob_error,D,E,feature_dist,noise_var,feature_time,maclaurin_time,seed
Boston,maclaurin,0,0,rademacher,False,False,False,False,False,83.35098266601562,171.89100646972656,911.0369262695312,0.32181498408317566,80,0,"[1, 3, 6, 10, 15, 20, 24]",0.001,0.002156972885131836,0.3354160785675049,0
Boston,maclaurin,0,0,rademacher,False,False,False,False,False,87.74114990234375,169.59153747558594,1164.771484375,0.3507944941520691,80,0,"[1, 2, 5, 10, 15, 21, 25]",0.001,0.003590822219848633,0.33899402618408203,1
Boston,maclaurin,0,0,rademacher,False,False,False,False,False,89.41415405273438,166.85743713378906,1649.5189208984375,0.4421255886554718,80,0,"[1, 2, 4, 7, 11, 14, 18, 22]",0.001,0.0018260478973388672,0.38220691680908203,2
Boston,maclaurin,0,0,rademacher,False,False,False,False,False,87.7665023803711,162.4340362548828,1977.3221435546875,0.5211820602416992,80,0,"[1, 1, 3, 6, 10, 15, 19, 24]",0.001,0.002569913864135742,0.3649730682373047,3
Boston,maclaurin,0,0,rademacher,False,False,False,False,False,87.38416290283203,156.8610382080078,1642.087158203125,0.42958390712738037,80,0,"[1, 1, 3, 5, 10, 14, 20, 25]",0.001,0.0023360252380371094,0.4265470504760742,4
Boston,maclaurin,0,0,rademacher,False,False,False,False,False,87.22975158691406,153.4481658935547,2176.95556640625,0.5611287355422974,80,0,"[1, 1, 2, 5, 9, 14, 20, 27]",0.001,0.002275228500366211,0.43050599098205566,5
Boston,maclaurin,0,0,rademacher,False,False,False,False,False,89.0125732421875,155.5470733642578,2888.339599609375,0.6412565112113953,80,0,"[1, 1, 2, 5, 9, 15, 20, 26]",0.001,0.003724813461303711,0.44159841537475586,6
Boston,maclaurin,0,0,rademacher,False,False,False,False,False,88.94010925292969,158.27098083496094,1310.502685546875,0.2497572898864746,80,0,"[1, 1, 3, 5, 10, 14, 20, 25]",0.001,0.0022211074829101562,0.5134172439575195,7
