dataset,kernel,method,degree,bias,proj,comp,comp_real,full_cov,ahle,tree,kernel_var,kernel_len,k_frob_error,k_rel_frob_error,D,E,feature_dist,noise_var,feature_time,maclaurin_time,seed
Energy,polynomial,maclaurin,10,0.5,rademacher,False,False,False,False,False,93.49478912353516,1.4142135381698608,6113.4404296875,0.856654703617096,40,0,"[1, 8, 30]",0.001,0.0015099048614501953,1.5089797973632812,3
Energy,polynomial,maclaurin,10,0.5,rademacher,False,False,False,False,False,93.72493743896484,1.4142135381698608,6373.7919921875,0.8757208585739136,40,0,"[1, 8, 30]",0.001,0.0016129016876220703,1.4466838836669922,4
Energy,polynomial,maclaurin,10,0.5,rademacher,False,False,False,False,False,93.788330078125,1.4142135381698608,5825.83154296875,0.777741014957428,40,0,"[1, 8, 30]",0.001,0.0015370845794677734,1.5478672981262207,5
Energy,polynomial,maclaurin,10,0.5,rademacher,False,False,False,False,False,93.20665740966797,1.4142135381698608,6233.9462890625,0.8281962275505066,40,0,"[1, 8, 30]",0.001,0.00109100341796875,1.5628688335418701,6
Energy,polynomial,maclaurin,10,0.5,rademacher,False,False,False,False,False,93.88726043701172,1.4142135381698608,6369.25,0.8408663272857666,40,0,"[1, 8, 30]",0.001,0.0015511512756347656,1.6485559940338135,7
Energy,polynomial,maclaurin,10,0.5,rademacher,False,False,False,False,False,93.56230926513672,1.4142135381698608,6276.611328125,0.7985368371009827,40,0,"[1, 8, 30]",0.001,0.001956939697265625,1.6556808948516846,8
Energy,polynomial,maclaurin,10,0.5,rademacher,False,False,False,False,False,93.31605529785156,1.4142135381698608,6323.86962890625,0.7926112413406372,40,0,"[1, 8, 30]",0.001,0.002485990524291992,1.7357287406921387,9
Energy,polynomial,maclaurin,10,0.5,rademacher,False,False,False,False,False,92.9740982055664,1.4142135381698608,6679.58935546875,0.8057360053062439,40,0,"[1, 8, 30]",0.001,0.0032651424407958984,1.8089990615844727,10
Energy,polynomial,maclaurin,10,0.5,rademacher,False,False,False,False,False,93.26249694824219,1.4142135381698608,6746.2724609375,0.8341981768608093,40,0,"[1, 8, 30]",0.001,0.00347900390625,1.929372787475586,11
Energy,polynomial,maclaurin,10,0.5,rademacher,False,False,False,False,False,93.4079360961914,1.4142135381698608,6839.259765625,0.8122689723968506,40,0,"[1, 8, 30]",0.001,0.0016739368438720703,1.8940508365631104,12
Energy,polynomial,maclaurin,10,0.5,rademacher,False,False,False,False,False,92.93080139160156,1.4142135381698608,7015.130859375,0.84114670753479,40,0,"[1, 8, 30]",0.001,0.0020439624786376953,1.9399302005767822,13
Energy,polynomial,maclaurin,10,0.5,rademacher,False,False,False,False,False,93.4530258178711,1.4142135381698608,7127.28564453125,0.8257291316986084,40,0,"[1, 8, 30]",0.001,0.001615762710571289,2.109215021133423,14
Energy,polynomial,maclaurin,10,0.5,rademacher,False,False,False,False,False,93.32001495361328,1.4142135381698608,7172.92822265625,0.8227301239967346,40,0,"[1, 8, 30]",0.001,0.0032181739807128906,2.1161139011383057,15
