dataset,kernel,method,degree,bias,proj,comp,comp_real,full_cov,ahle,tree,kernel_var,kernel_len,k_frob_error,k_rel_frob_error,D,E,feature_dist,noise_var,feature_time,maclaurin_time,seed
FashionMNIST,gaussian,maclaurin,0,0,rademacher,False,False,False,False,False,9.030295372009277,37.508399963378906,30.09610939025879,0.010520026087760925,5120,0,"[3477, 1135, 318, 101, 43, 23, 14, 8]",0.001,2.0363242626190186,27.511775970458984,0
FashionMNIST,gaussian,maclaurin,0,0,rademacher,True,False,False,False,False,9.030295372009277,37.508399963378906,26.198379516601562,0.009157583117485046,5120,0,"[3555, 1107, 295, 89, 36, 18, 10, 6, 3]",0.001,12.838641166687012,27.380656242370605,0
FashionMNIST,gaussian,maclaurin,0,0,srht,False,False,False,False,False,9.030295372009277,37.508399963378906,12.11735725402832,0.004235594533383846,5120,0,"[1024, 2748, 838, 266, 112, 61, 36, 22, 12]",0.001,9.131807804107666,27.49708104133606,0
FashionMNIST,gaussian,maclaurin,0,0,srht,True,False,False,False,False,9.030295372009277,37.508399963378906,8.40186882019043,0.002936854027211666,5120,0,"[1024, 2827, 817, 246, 99, 50, 28, 16, 8, 4]",0.001,27.073694944381714,27.41393494606018,0
FashionMNIST,gaussian,maclaurin,0,0,rademacher,False,False,False,False,False,9.030295372009277,37.734703063964844,25.490299224853516,0.008800635114312172,5120,0,"[3496, 1135, 311, 93, 39, 22, 14, 9]",0.001,1.9859492778778076,28.57323908805847,1
FashionMNIST,gaussian,maclaurin,0,0,rademacher,True,False,False,False,False,9.030295372009277,37.734703063964844,25.52579689025879,0.008812891319394112,5120,0,"[3577, 1110, 290, 81, 30, 15, 8, 5, 2, 1]",0.001,14.276433944702148,28.121109008789062,1
FashionMNIST,gaussian,maclaurin,0,0,srht,False,False,False,False,False,9.030295372009277,37.734703063964844,8.923807144165039,0.0030809827148914337,5120,0,"[1024, 2777, 827, 247, 102, 59, 38, 24, 14, 7]",0.001,10.643273115158081,28.510063886642456,1
FashionMNIST,gaussian,maclaurin,0,0,srht,True,False,False,False,False,9.030295372009277,37.734703063964844,7.258035182952881,0.0025058677420020103,5120,0,"[1024, 2881, 813, 228, 84, 42, 23, 13, 7, 3, 1]",0.001,30.564954042434692,28.582913875579834,1
FashionMNIST,gaussian,maclaurin,0,0,rademacher,False,False,False,False,False,9.030295372009277,36.83615493774414,29.161623001098633,0.010517834685742855,5120,0,"[3501, 1124, 297, 86, 38, 24, 18, 14, 10, 7]",0.001,2.2491519451141357,28.63568425178528,2
FashionMNIST,gaussian,maclaurin,0,0,rademacher,True,False,False,False,False,9.030295372009277,36.83615493774414,26.463483810424805,0.009544686414301395,5120,0,"[3589, 1100, 278, 76, 29, 16, 11, 8, 5, 4, 2, 1]",0.001,18.85398507118225,28.447917222976685,2
FashionMNIST,gaussian,maclaurin,0,0,srht,False,False,False,False,False,9.030295372009277,36.83615493774414,13.443029403686523,0.0048485491424798965,5120,0,"[1024, 2757, 791, 229, 100, 64, 48, 37, 28, 20, 13, 8]",0.001,14.576858758926392,28.484825134277344,2
FashionMNIST,gaussian,maclaurin,0,0,srht,True,False,False,False,False,9.030295372009277,36.83615493774414,12.066357612609863,0.0043520196340978146,5120,0,"[1024, 2876, 787, 216, 82, 45, 30, 22, 15, 10, 6, 3, 2, 1]",0.001,47.28426909446716,28.36282181739807,2
FashionMNIST,gaussian,maclaurin,0,0,rademacher,False,False,False,False,False,9.030295372009277,37.39754867553711,30.629703521728516,0.010733507573604584,5120,0,"[3494, 1145, 320, 96, 34, 15, 7, 4, 2, 1, 1]",0.001,2.4272267818450928,28.712841987609863,3
FashionMNIST,gaussian,maclaurin,0,0,rademacher,True,False,False,False,False,9.030295372009277,37.39754867553711,25.27798843383789,0.00885811634361744,5120,0,"[3567, 1116, 297, 85, 29, 12, 6, 3, 2, 1, 1]",0.001,15.919364929199219,28.953946828842163,3
FashionMNIST,gaussian,maclaurin,0,0,srht,False,False,False,False,False,9.030295372009277,37.39754867553711,13.656108856201172,0.004785483703017235,5120,0,"[1024, 2812, 855, 257, 92, 39, 19, 10, 5, 3, 1, 1, 1]",0.001,16.18359923362732,28.7275869846344,3
FashionMNIST,gaussian,maclaurin,0,0,srht,True,False,False,False,False,9.030295372009277,37.39754867553711,11.70004940032959,0.0041000256314873695,5120,0,"[1024, 2876, 829, 237, 82, 35, 17, 9, 5, 2, 1, 1, 1]",0.001,41.059866189956665,28.57457685470581,3
FashionMNIST,gaussian,maclaurin,0,0,rademacher,False,False,False,False,False,9.030295372009277,37.052669525146484,27.98356819152832,0.010067621245980263,5120,0,"[3418, 1142, 331, 110, 50, 27, 16, 10, 6, 5, 4]",0.001,2.6127429008483887,9.518810272216797,4
FashionMNIST,gaussian,maclaurin,0,0,rademacher,True,False,False,False,False,9.030295372009277,37.052669525146484,24.914403915405273,0.008963431231677532,5120,0,"[3508, 1119, 310, 96, 38, 19, 10, 7, 5, 4, 3]",0.001,16.651394605636597,9.506307125091553,4
