dataset,kernel,method,degree,bias,proj,comp,comp_real,full_cov,ahle,tree,kernel_var,kernel_len,k_frob_error,k_rel_frob_error,D,E,feature_dist,noise_var,feature_time,maclaurin_time,seed
Concrete,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,277.7559509277344,1.4142135381698608,4282.43701171875,0.47963353991508484,40,0,"[18, 21]",0.001,0.0007009506225585938,0.044686079025268555,0
Concrete,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,280.63836669921875,1.4142135381698608,3272.05322265625,0.3286740481853485,40,0,"[18, 21]",0.001,0.0009951591491699219,0.05009007453918457,1
Concrete,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,276.90179443359375,1.4142135381698608,3713.704833984375,0.3654858469963074,40,0,"[18, 21]",0.001,0.0008499622344970703,0.04833722114562988,2
Concrete,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,275.24615478515625,1.4142135381698608,5685.6220703125,0.5085417628288269,40,0,"[18, 21]",0.001,0.0008230209350585938,0.08324313163757324,3
Concrete,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,271.6627197265625,1.4142135381698608,7742.71533203125,0.6150864362716675,40,0,"[18, 21]",0.001,0.0006568431854248047,0.0766458511352539,4
Concrete,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,268.760986328125,1.4142135381698608,6540.822265625,0.4951571822166443,40,0,"[18, 21]",0.001,0.0009899139404296875,0.09888982772827148,5
Concrete,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,267.71624755859375,1.4142135381698608,4433.52392578125,0.3317052721977234,40,0,"[18, 21]",0.001,0.0007359981536865234,0.06619119644165039,6
Concrete,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,268.5616455078125,1.4142135381698608,5755.52294921875,0.39549508690834045,40,0,"[18, 21]",0.001,0.0008168220520019531,0.07370400428771973,7
Concrete,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,268.0755920410156,1.4142135381698608,9070.3056640625,0.5822487473487854,40,0,"[18, 21]",0.001,0.0006692409515380859,0.10322690010070801,8
Concrete,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,269.8567810058594,1.4142135381698608,7679.1376953125,0.4714423418045044,40,0,"[18, 21]",0.001,0.0009520053863525391,0.10761713981628418,9
Concrete,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,267.13287353515625,1.4142135381698608,8065.24609375,0.4730590879917145,40,0,"[18, 21]",0.001,0.0013241767883300781,0.11387109756469727,10
Concrete,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,264.9992980957031,1.4142135381698608,8226.1689453125,0.45916852355003357,40,0,"[18, 21]",0.001,0.0013420581817626953,0.12256813049316406,11
Concrete,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,264.7939147949219,1.4142135381698608,7795.1318359375,0.42991727590560913,40,0,"[18, 21]",0.001,0.0007410049438476562,0.15503692626953125,12
Concrete,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,265.7576599121094,1.4142135381698608,8590.431640625,0.44462040066719055,40,0,"[18, 21]",0.001,0.0006418228149414062,0.14400815963745117,13
Concrete,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,266.0328063964844,1.4142135381698608,8381.78515625,0.4135766923427582,40,0,"[18, 21]",0.001,0.0011394023895263672,0.14953088760375977,14
Concrete,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,264.1672668457031,1.4142135381698608,10206.2998046875,0.4895492494106293,40,0,"[18, 21]",0.001,0.0006420612335205078,0.15543222427368164,15
Concrete,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,264.33294677734375,1.4142135381698608,9092.068359375,0.4259392023086548,40,0,"[18, 21]",0.001,0.000988006591796875,0.16921210289001465,16
Concrete,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,262.56207275390625,1.4142135381698608,8292.041015625,0.37677672505378723,40,0,"[18, 21]",0.001,0.0009961128234863281,0.19873785972595215,17
Concrete,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,258.94158935546875,1.4142135381698608,10669.4482421875,0.4639258086681366,40,0,"[18, 21]",0.001,0.0013000965118408203,0.21385693550109863,18
Concrete,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,257.0274658203125,1.4142135381698608,8498.05078125,0.36782121658325195,40,0,"[18, 21]",0.001,0.0012149810791015625,0.22215890884399414,19
Concrete,polynomial,maclaurin,7,0.5,rademacher,False,False,False,False,False,262.18798828125,1.4142135381698608,9805.1357421875,0.6360791325569153,40,0,"[3, 12, 24]",0.001,0.001950979232788086,0.6707351207733154,0
Concrete,polynomial,maclaurin,7,0.5,rademacher,False,False,False,False,False,261.9454345703125,1.4142135381698608,15066.205078125,0.9334322214126587,40,0,"[3, 12, 24]",0.001,0.0012149810791015625,0.634014368057251,1
Concrete,polynomial,maclaurin,7,0.5,rademacher,False,False,False,False,False,263.6106872558594,1.4142135381698608,11708.56640625,0.6819824576377869,40,0,"[3, 12, 24]",0.001,0.002151966094970703,0.6609060764312744,2
Concrete,polynomial,maclaurin,7,0.5,rademacher,False,False,False,False,False,259.25872802734375,1.4142135381698608,11347.0,0.6652742624282837,40,0,"[3, 12, 24]",0.001,0.0014491081237792969,0.6901922225952148,3
Concrete,polynomial,maclaurin,7,0.5,rademacher,False,False,False,False,False,261.7022399902344,1.4142135381698608,12581.0087890625,0.6940976977348328,40,0,"[3, 12, 24]",0.001,0.0013318061828613281,0.7307403087615967,4
