dataset,kernel,method,degree,bias,proj,comp,comp_real,full_cov,ahle,tree,kernel_var,kernel_len,k_frob_error,k_rel_frob_error,D,E,feature_dist,noise_var,feature_time,maclaurin_time,seed
Boston,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,83.35098266601562,1.4142135381698608,334.6947021484375,0.21462678909301758,80,0,"[35, 44]",0.001,0.0005323886871337891,0.026273012161254883,0
Boston,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,87.74114990234375,1.4142135381698608,515.57958984375,0.2799006998538971,80,0,"[35, 44]",0.001,0.0005819797515869141,0.027333974838256836,1
Boston,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,89.41415405273438,1.4142135381698608,606.0445556640625,0.31071195006370544,80,0,"[35, 44]",0.001,0.00086212158203125,0.027240753173828125,2
Boston,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,87.7665023803711,1.4142135381698608,648.9407348632812,0.3272840678691864,80,0,"[35, 44]",0.001,0.0008649826049804688,0.030310869216918945,3
Boston,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,87.38416290283203,1.4142135381698608,522.8889770507812,0.2433890402317047,80,0,"[35, 44]",0.001,0.0008640289306640625,0.03377723693847656,4
Boston,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,87.22975158691406,1.4142135381698608,890.9842529296875,0.3720395565032959,80,0,"[35, 44]",0.001,0.0009679794311523438,0.032389163970947266,5
Boston,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,89.0125732421875,1.4142135381698608,913.2477416992188,0.33580875396728516,80,0,"[35, 44]",0.001,0.0005910396575927734,0.03640484809875488,6
Boston,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,88.94010925292969,1.4142135381698608,936.6693115234375,0.3498673141002655,80,0,"[35, 44]",0.001,0.0006189346313476562,0.04225611686706543,7
Boston,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,90.45372772216797,1.4142135381698608,1113.3931884765625,0.3931749165058136,80,0,"[35, 44]",0.001,0.0007328987121582031,0.040825843811035156,8
Boston,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,87.36924743652344,1.4142135381698608,1025.9337158203125,0.3678513765335083,80,0,"[35, 44]",0.001,0.0006821155548095703,0.04295969009399414,9
Boston,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,88.06494140625,1.4142135381698608,1021.185791015625,0.34317493438720703,80,0,"[35, 44]",0.001,0.0009500980377197266,0.0452580451965332,10
Boston,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,90.4970474243164,1.4142135381698608,1059.176025390625,0.32198238372802734,80,0,"[35, 44]",0.001,0.0013079643249511719,0.05241274833679199,11
Boston,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,91.2292251586914,1.4142135381698608,1275.167236328125,0.3620709180831909,80,0,"[35, 44]",0.001,0.0007100105285644531,0.053025007247924805,12
Boston,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,90.32085418701172,1.4142135381698608,1071.0233154296875,0.2866767942905426,80,0,"[35, 44]",0.001,0.0008270740509033203,0.05716681480407715,13
Boston,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,91.00772094726562,1.4142135381698608,1222.153564453125,0.3320447504520416,80,0,"[35, 44]",0.001,0.0014557838439941406,0.052561044692993164,14
Boston,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,91.45819854736328,1.4142135381698608,1019.8723754882812,0.2580963969230652,80,0,"[34, 45]",0.001,0.0008220672607421875,0.054496049880981445,15
Boston,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,90.7949447631836,1.4142135381698608,1160.7388916015625,0.27782776951789856,80,0,"[35, 44]",0.001,0.0008399486541748047,0.06707406044006348,16
Boston,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,91.01106262207031,1.4142135381698608,1482.399658203125,0.3407893776893616,80,0,"[35, 44]",0.001,0.0009279251098632812,0.0632638931274414,17
Boston,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,88.73101806640625,1.4142135381698608,1297.9385986328125,0.3010648787021637,80,0,"[35, 44]",0.001,0.0009887218475341797,0.0655369758605957,18
Boston,polynomial,maclaurin,3,0.5,rademacher,False,False,False,False,False,91.42405700683594,1.4142135381698608,1376.27490234375,0.29573261737823486,80,0,"[35, 44]",0.001,0.0010769367218017578,0.07287192344665527,19
Boston,polynomial,maclaurin,7,0.5,rademacher,False,False,False,False,False,93.0318832397461,1.4142135381698608,2045.41455078125,0.6179632544517517,80,0,"[6, 23, 50]",0.001,0.0010018348693847656,0.2276170253753662,0
Boston,polynomial,maclaurin,7,0.5,rademacher,False,False,False,False,False,92.24177551269531,1.4142135381698608,1844.0272216796875,0.5698487758636475,80,0,"[6, 23, 50]",0.001,0.0017666816711425781,0.23244476318359375,1
Boston,polynomial,maclaurin,7,0.5,rademacher,False,False,False,False,False,92.0809326171875,1.4142135381698608,1694.1036376953125,0.5080323219299316,80,0,"[6, 23, 50]",0.001,0.0017490386962890625,0.2507479190826416,2
Boston,polynomial,maclaurin,7,0.5,rademacher,False,False,False,False,False,91.6686019897461,1.4142135381698608,2201.173095703125,0.6049362421035767,80,0,"[6, 23, 50]",0.001,0.002549886703491211,0.2280881404876709,3
Boston,polynomial,maclaurin,7,0.5,rademacher,False,False,False,False,False,92.96439361572266,1.4142135381698608,2606.1669921875,0.6769248843193054,80,0,"[6, 23, 50]",0.001,0.0011401176452636719,0.23699212074279785,4
