dataset,kernel,method,degree,bias,proj,comp,comp_real,full_cov,ahle,tree,kernel_var,kernel_len,k_frob_error,k_rel_frob_error,D,E,feature_dist,noise_var,feature_time,maclaurin_time,seed
FashionMNIST,gaussian,maclaurin,0,0,rademacher,False,False,False,False,False,9.030295372009277,37.358070373535156,168.80319213867188,0.010002563707530499,5120,0,"[3622, 1176, 321]",0.001,1.5493359565734863,15.995876789093018,0
FashionMNIST,gaussian,maclaurin,0,0,rademacher,True,False,False,False,False,9.030295372009277,37.358070373535156,151.86329650878906,0.008998777717351913,5120,0,"[3682, 1141, 296]",0.001,5.551969051361084,15.837889671325684,0
FashionMNIST,gaussian,maclaurin,0,0,srht,False,False,False,False,False,9.030295372009277,37.358070373535156,54.680816650390625,0.0032401541247963905,5120,0,"[1024, 2812, 834, 254, 113, 82]",0.001,5.021504878997803,16.530920028686523,0
FashionMNIST,gaussian,maclaurin,0,0,srht,True,False,False,False,False,9.030295372009277,37.358070373535156,49.57767868041992,0.0029377636965364218,5120,0,"[1024, 2853, 803, 228, 89, 52, 39, 31]",0.001,16.93391513824463,16.465187788009644,0
FashionMNIST,gaussian,maclaurin,0,0,rademacher,False,False,False,False,False,9.030295372009277,37.15767288208008,172.85296630859375,0.01026131771504879,5120,0,"[3618, 1175, 326]",0.001,1.5341870784759521,16.385259866714478,1
FashionMNIST,gaussian,maclaurin,0,0,rademacher,True,False,False,False,False,9.030295372009277,37.15767288208008,152.19430541992188,0.009034928865730762,5120,0,"[3677, 1141, 301]",0.001,5.523896932601929,16.39907693862915,1
FashionMNIST,gaussian,maclaurin,0,0,srht,False,False,False,False,False,9.030295372009277,37.15767288208008,58.68983840942383,0.0034840889275074005,5120,0,"[1024, 2763, 833, 272, 134, 93]",0.001,4.948441982269287,17.56993007659912,1
FashionMNIST,gaussian,maclaurin,0,0,srht,True,False,False,False,False,9.030295372009277,37.15767288208008,50.3736686706543,0.0029904041439294815,5120,0,"[1024, 2808, 803, 242, 101, 57, 38, 27, 19]",0.001,20.795110940933228,16.99585795402527,1
FashionMNIST,gaussian,maclaurin,0,0,rademacher,False,False,False,False,False,9.030295372009277,37.08281707763672,154.38702392578125,0.009171532467007637,5120,0,"[3617, 1181, 321]",0.001,1.5587680339813232,25.494231700897217,2
FashionMNIST,gaussian,maclaurin,0,0,rademacher,True,False,False,False,False,9.030295372009277,37.08281707763672,156.80296325683594,0.009315053932368755,5120,0,"[3678, 1145, 296]",0.001,5.48511004447937,25.185017108917236,2
FashionMNIST,gaussian,maclaurin,0,0,srht,False,False,False,False,False,9.030295372009277,37.08281707763672,56.127532958984375,0.003334318520501256,5120,0,"[1024, 2832, 840, 251, 106, 66]",0.001,4.879739046096802,25.798961877822876,2
