dataset,kernel,method,degree,bias,proj,comp,comp_real,full_cov,ahle,tree,kernel_var,kernel_len,k_frob_error,k_rel_frob_error,D,E,feature_dist,noise_var,feature_time,maclaurin_time,seed
Miniboo,gaussian,maclaurin,0,0,rademacher,False,False,False,False,False,0.2018037736415863,2.3776021003723145,5.314327716827393,0.04248269647359848,320,0,"[199, 84, 36]",0.001,0.19060707092285156,0.45700716972351074,0
Miniboo,gaussian,maclaurin,0,0,rademacher,True,False,False,False,False,0.2018037736415863,2.3776021003723145,5.046107769012451,0.04033854603767395,320,0,"[198, 77, 30, 14]",0.001,0.6677677631378174,0.46246910095214844,0
Miniboo,gaussian,maclaurin,0,0,srht,False,False,False,False,False,0.2018037736415863,2.3776021003723145,3.157457113265991,0.025240687653422356,320,0,"[64, 145, 69, 41]",0.001,1.504593849182129,0.5681247711181641,0
Miniboo,gaussian,maclaurin,0,0,srht,True,False,False,False,False,0.2018037736415863,2.3776021003723145,2.6249921321868896,0.020984167233109474,320,0,"[64, 140, 64, 31, 20]",0.001,3.8143680095672607,0.5287518501281738,0
Miniboo,gaussian,maclaurin,0,0,rademacher,False,False,False,False,False,0.20213359594345093,2.2548816204071045,5.466573715209961,0.045349691063165665,320,0,"[195, 85, 39]",0.001,0.2594912052154541,0.5066409111022949,1
Miniboo,gaussian,maclaurin,0,0,rademacher,True,False,False,False,False,0.20213359594345093,2.2548816204071045,4.669132709503174,0.03873426467180252,320,0,"[193, 78, 32, 16]",0.001,0.812391996383667,0.47814393043518066,1
Miniboo,gaussian,maclaurin,0,0,srht,False,False,False,False,False,0.20213359594345093,2.2548816204071045,2.9140021800994873,0.024174025282263756,320,0,"[64, 139, 71, 45]",0.001,1.7320411205291748,0.5520272254943848,1
Miniboo,gaussian,maclaurin,0,0,srht,True,False,False,False,False,0.20213359594345093,2.2548816204071045,2.6820571422576904,0.022249853238463402,320,0,"[64, 135, 64, 34, 22]",0.001,4.14082407951355,0.5578539371490479,1
Miniboo,gaussian,maclaurin,0,0,rademacher,False,False,False,False,False,0.20217658579349518,2.427225112915039,5.022703647613525,0.04013759642839432,320,0,"[182, 77, 37, 23]",0.001,0.28952479362487793,0.5041301250457764,2
Miniboo,gaussian,maclaurin,0,0,rademacher,True,False,False,False,False,0.20217658579349518,2.427225112915039,4.746354579925537,0.0379292257130146,320,0,"[186, 74, 31, 17, 11]",0.001,1.0409519672393799,0.4541809558868408,2
Miniboo,gaussian,maclaurin,0,0,srht,False,False,False,False,False,0.20217658579349518,2.427225112915039,2.840158462524414,0.022696368396282196,320,0,"[64, 116, 64, 42, 33]",0.001,1.8946542739868164,0.577735185623169,2
Miniboo,gaussian,maclaurin,0,0,srht,True,False,False,False,False,0.20217658579349518,2.427225112915039,2.8092219829559326,0.022449148818850517,320,0,"[64, 131, 64, 36, 24]",0.001,4.357188940048218,0.55594801902771,2
Miniboo,gaussian,maclaurin,0,0,rademacher,False,False,False,False,False,0.20246338844299316,2.2959680557250977,6.901493072509766,0.05567838251590729,320,0,"[197, 85, 37]",0.001,0.31286096572875977,0.49556922912597656,3
Miniboo,gaussian,maclaurin,0,0,rademacher,True,False,False,False,False,0.20246338844299316,2.2959680557250977,5.0075483322143555,0.040398821234703064,320,0,"[195, 78, 31, 15]",0.001,0.8675510883331299,0.4680917263031006,3
Miniboo,gaussian,maclaurin,0,0,srht,False,False,False,False,False,0.20246338844299316,2.2959680557250977,2.638770341873169,0.02128850482404232,320,0,"[64, 143, 70, 42]",0.001,1.9741272926330566,0.5913369655609131,3
Miniboo,gaussian,maclaurin,0,0,srht,True,False,False,False,False,0.20246338844299316,2.2959680557250977,2.398599863052368,0.01935090869665146,320,0,"[64, 140, 64, 31, 20]",0.001,4.715687990188599,0.5668289661407471,3
Miniboo,gaussian,maclaurin,0,0,rademacher,False,False,False,False,False,0.20238418877124786,2.3540635108947754,5.370704650878906,0.04361281916499138,320,0,"[183, 78, 36, 22]",0.001,0.30207180976867676,0.5140290260314941,4
Miniboo,gaussian,maclaurin,0,0,rademacher,True,False,False,False,False,0.20238418877124786,2.3540635108947754,4.973257064819336,0.04038534313440323,320,0,"[187, 74, 31, 16, 11]",0.001,1.166968822479248,0.49730491638183594,4
Miniboo,gaussian,maclaurin,0,0,srht,False,False,False,False,False,0.20238418877124786,2.3540635108947754,3.113734245300293,0.025285085663199425,320,0,"[64, 118, 64, 40, 33]",0.001,2.233961820602417,0.5848729610443115,4
Miniboo,gaussian,maclaurin,0,0,srht,True,False,False,False,False,0.20238418877124786,2.3540635108947754,2.4379100799560547,0.019797053188085556,320,0,"[64, 132, 64, 35, 24]",0.001,5.155802011489868,0.6086370944976807,4
Miniboo,gaussian,maclaurin,0,0,rademacher,False,False,False,False,False,0.20278871059417725,2.300229072570801,5.222994804382324,0.042039331048727036,320,0,"[197, 84, 38]",0.001,0.3071010112762451,0.4037189483642578,5
Miniboo,gaussian,maclaurin,0,0,rademacher,True,False,False,False,False,0.20278871059417725,2.300229072570801,4.907690525054932,0.039501480758190155,320,0,"[196, 77, 31, 15]",0.001,0.9588291645050049,0.47212815284729004,5
Miniboo,gaussian,maclaurin,0,0,srht,False,False,False,False,False,0.20278871059417725,2.300229072570801,2.7628822326660156,0.022238144651055336,320,0,"[64, 142, 70, 43]",0.001,2.3580029010772705,0.5938880443572998,5
Miniboo,gaussian,maclaurin,0,0,srht,True,False,False,False,False,0.20278871059417725,2.300229072570801,2.6274943351745605,0.021148422732949257,320,0,"[64, 138, 64, 33, 20]",0.001,5.459740877151489,0.5701370239257812,5
