dataset,kernel,method,degree,bias,proj,comp,comp_real,full_cov,ahle,tree,kernel_var,kernel_len,k_frob_error,k_rel_frob_error,D,E,feature_dist,noise_var,feature_time,maclaurin_time,seed
FashionMNIST,gaussian,maclaurin,0,0,rademacher,False,False,False,False,False,9.030295372009277,37.18647384643555,53.449363708496094,0.009403069503605366,5120,0,"[3511, 1143, 312, 93, 38, 22]",0.001,1.6779708862304688,28.477545976638794,0
FashionMNIST,gaussian,maclaurin,0,0,rademacher,True,False,False,False,False,9.030295372009277,37.18647384643555,49.484107971191406,0.008705481886863708,5120,0,"[3579, 1112, 288, 80, 30, 15, 9, 6]",0.001,10.581684112548828,28.2744779586792,0
FashionMNIST,gaussian,maclaurin,0,0,srht,False,False,False,False,False,9.030295372009277,37.18647384643555,19.639760971069336,0.0034551213029772043,5120,0,"[1024, 2790, 829, 247, 100, 58, 41, 30]",0.001,6.894694805145264,28.576007843017578,0
FashionMNIST,gaussian,maclaurin,0,0,srht,True,False,False,False,False,9.030295372009277,37.18647384643555,16.62398910522461,0.0029245722107589245,5120,0,"[1024, 2881, 810, 226, 83, 42, 26, 17, 10]",0.001,20.105208158493042,28.438348054885864,0
FashionMNIST,gaussian,maclaurin,0,0,rademacher,False,False,False,False,False,9.030295372009277,37.69208526611328,54.64091491699219,0.009523442946374416,5120,0,"[3528, 1151, 328, 112]",0.001,1.5539016723632812,15.309558629989624,1
FashionMNIST,gaussian,maclaurin,0,0,rademacher,True,False,False,False,False,9.030295372009277,37.69208526611328,47.791290283203125,0.008329612202942371,5120,0,"[3545, 1107, 299, 92, 37, 18, 9, 5, 2, 1, 1, 1, 1, 1]",0.001,21.43053412437439,15.166718006134033,1
FashionMNIST,gaussian,maclaurin,0,0,srht,False,False,False,False,False,9.030295372009277,37.69208526611328,17.747163772583008,0.0030931783840060234,5120,0,"[1024, 2675, 825, 282, 137, 80, 46, 25, 13, 6, 3, 1, 1, 1]",0.001,16.4422869682312,15.368570804595947,1
FashionMNIST,gaussian,maclaurin,0,0,srht,True,False,False,False,False,9.030295372009277,37.69208526611328,14.50284194946289,0.002527720993384719,5120,0,"[1024, 2816, 822, 254, 103, 50, 25, 12, 6, 3, 1, 1, 1, 1]",0.001,41.630995988845825,15.32119607925415,1
FashionMNIST,gaussian,maclaurin,0,0,rademacher,False,False,False,False,False,9.030295372009277,37.316383361816406,52.74882507324219,0.009342079982161522,5120,0,"[3504, 1139, 316, 105, 55]",0.001,1.572486162185669,29.56281614303589,2
FashionMNIST,gaussian,maclaurin,0,0,rademacher,True,False,False,False,False,9.030295372009277,37.316383361816406,49.58234405517578,0.008781280368566513,5120,0,"[3542, 1099, 292, 90, 40, 24, 16, 10, 6]",0.001,12.342460870742798,29.4094500541687,2
FashionMNIST,gaussian,maclaurin,0,0,srht,False,False,False,False,False,9.030295372009277,37.316383361816406,20.65472984313965,0.0036580555606633425,5120,0,"[1024, 2645, 799, 265, 139, 103, 82, 62]",0.001,6.840743780136108,29.479856729507446,2
FashionMNIST,gaussian,maclaurin,0,0,srht,True,False,False,False,False,9.030295372009277,37.316383361816406,18.34375,0.0032487695571035147,5120,0,"[1024, 2774, 797, 246, 108, 64, 43, 28, 17, 10, 5, 3]",0.001,32.091667890548706,29.014745950698853,2
FashionMNIST,gaussian,maclaurin,0,0,rademacher,False,False,False,False,False,9.030295372009277,37.508113861083984,50.50963592529297,0.008881375193595886,5120,0,"[3485, 1130, 313, 96, 38, 22, 18, 17]",0.001,2.0036020278930664,29.468556880950928,3
FashionMNIST,gaussian,maclaurin,0,0,rademacher,True,False,False,False,False,9.030295372009277,37.508113861083984,49.66743087768555,0.008733285591006279,5120,0,"[3563, 1106, 291, 83, 30, 15, 11, 8, 7, 5]",0.001,14.210498094558716,29.272859811782837,3
