D,E,bias,comp,comp_real,craft,dataset,degree,feature_dist,feature_time,full_cov,hier,k_frob_error,k_rel_frob_error,k_rel_spec_error,k_spec_error,kernel_len,kernel_var,method,noise_var,pred_time,proj,seed,test_error,test_kl,test_label_var,test_mean_mse,test_mnll,test_var_mse
160.0,160.0,0.5,0.0,0.0,0.0,Letter,3.0,None,0.016612529754638672,0.0,0.0,0.03902055695652962,220.0469970703125,173.41697692871094,0.030818264931440353,1.4142135381698608,3.7109174728393555,srf,0.001,0.5670955181121826,gaussian,0.0,0.2105555534362793,4513.44580078125,0.03698224946856499,0.1877301186323166,0.7427597641944885,3.6368121072882786e-05
160.0,160.0,0.5,0.0,0.0,0.0,Letter,3.0,None,0.016928672790527344,0.0,0.0,0.03465135022997856,84.30690002441406,65.95265197753906,0.027166102081537247,1.4142135381698608,1.6010403633117676,srf,0.01,0.5692989826202393,gaussian,0.0,0.23055554926395416,2056.930908203125,0.03698224946856499,0.05030680447816849,1.030322551727295,1.3054871487838682e-05
160.0,160.0,0.5,0.0,0.0,0.0,Letter,3.0,None,0.01742243766784668,0.0,0.0,0.030015500262379646,18.112852096557617,12.006499290466309,0.019939472898840904,1.4142135381698608,0.39710062742233276,srf,0.1,0.5576231479644775,gaussian,0.0,0.26277777552604675,661.0960693359375,0.03698224946856499,0.006459284573793411,2.005312204360962,1.7202781918967958e-06
160.0,160.0,0.5,0.0,0.0,0.0,Letter,3.0,None,0.015428543090820312,0.0,0.0,0.0360756441950798,1.475104808807373,1.14735746383667,0.02812083624303341,1.4142135381698608,0.02690717950463295,srf,1.0,0.5641913414001465,gaussian,0.0,0.34833332896232605,86.09587097167969,0.03698224946856499,0.0001344461488770321,3.0589439868927,2.9943649337837996e-08
