D,alpha,bias,comp,dataset,degree,dist_est_time,est_len,feature_dist,hier,k_mean_error,k_mean_rel_error,k_mse,k_rel_frob_error,k_rel_frob_error_comp,kernel_len,kernel_var,method,pred_time,proj,seed
16.0,0.1,0.875,0.0,EEG,7.0,0.1509842872619629,2.82842712474619,"[11, 4]",0.0,0.3610071539878845,0.372035413980484,0.20072908699512482,0.3431515395641327,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.08939719200134277,countsketch_scatter,0.0
16.0,0.1,0.875,0.0,EEG,7.0,0.16163158416748047,2.82842712474619,"[10, 5]",1.0,0.2823655605316162,0.3021540343761444,0.12625554203987122,0.2721485495567322,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.06029963493347168,rademacher,0.0
16.0,0.1,0.875,1.0,EEG,7.0,0.18219351768493652,2.82842712474619,"[10, 5]",1.0,0.2126011699438095,0.2006244659423828,0.07397747039794922,0.2083197981119156,0.27917036414146423,2.8284270763397217,2.6790988445281982,maclaurin,0.07152271270751953,rademacher,0.0
16.0,0.1,0.875,0.0,EEG,7.0,0.19731903076171875,2.82842712474619,"[10, 5]",1.0,0.2270127683877945,0.2465217262506485,0.07966921478509903,0.21618524193763733,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.06402969360351562,srht,0.0
16.0,0.1,0.875,1.0,EEG,7.0,0.17899441719055176,2.82842712474619,"[10, 5]",1.0,0.15642814338207245,0.16209062933921814,0.03856063261628151,0.1504017412662506,0.1985931396484375,2.8284270763397217,2.6790988445281982,maclaurin,0.07229948043823242,srht,0.0
16.0,0.1,0.875,0.0,EEG,7.0,0.14682292938232422,2.82842712474619,"[11, 4]",1.0,0.3431311845779419,0.35948365926742554,0.17621295154094696,0.3215138912200928,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.07040953636169434,countsketch_scatter,0.0
16.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.4662216305732727,0.35767441987991333,0.5208789706230164,0.552776038646698,0.0,2.8284270763397217,2.6790988445281982,ts,0.013175010681152344,rademacher,0.0
16.0,0.1,0.875,1.0,EEG,7.0,4.76837158203125e-07,2.82842712474619,None,0.0,0.4203137457370758,0.363870233297348,0.36682799458503723,0.4638868272304535,0.5678584575653076,2.8284270763397217,2.6790988445281982,ts,0.022909879684448242,rademacher,0.0
16.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.35177692770957947,0.2611783444881439,0.23045682907104492,0.3676847219467163,0.0,2.8284270763397217,2.6790988445281982,ts,0.014314651489257812,srht,0.0
16.0,0.1,0.875,1.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.2722611427307129,0.24190865457057953,0.11766588687896729,0.26272785663604736,0.3315642476081848,2.8284270763397217,2.6790988445281982,ts,0.04178214073181152,srht,0.0
16.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.5002126693725586,0.4538479447364807,0.4962873160839081,0.5395694971084595,0.0,2.8284270763397217,2.6790988445281982,ts,0.028977394104003906,countsketch_scatter,0.0
16.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,1.0,1.4001588821411133,1.206441044807434,4.3220014572143555,1.5922940969467163,0.0,2.8284270763397217,2.6790988445281982,ts,0.013764381408691406,rademacher,0.0
16.0,0.1,0.875,0.0,EEG,7.0,4.76837158203125e-07,2.82842712474619,None,1.0,0.6491338610649109,0.5700613856315613,0.6690223217010498,0.6264711618423462,0.0,2.8284270763397217,2.6790988445281982,ts,0.01829385757446289,srht,0.0
16.0,0.1,0.875,1.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,1.0,0.6800894737243652,0.6321055293083191,0.9339520335197449,0.740189790725708,0.8877184391021729,2.8284270763397217,2.6790988445281982,ts,0.06322574615478516,srht,0.0
16.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,1.0,0.8953946828842163,0.8103234767913818,1.612943410873413,0.9727256298065186,0.0,2.8284270763397217,2.6790988445281982,ts,0.036371707916259766,countsketch_scatter,0.0
32.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.23257584869861603,0.25663071870803833,0.08782324194908142,0.22697892785072327,0.0,2.8284270763397217,2.6790988445281982,maclaurin_p,0.021316051483154297,rademacher,0.0
32.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.12100451439619064,0.14653590321540833,0.024591518566012383,0.12010843306779861,0.0,2.8284270763397217,2.6790988445281982,maclaurin_p,0.029938459396362305,srht,0.0
32.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.28268441557884216,0.3234314024448395,0.12400821596384048,0.2697155773639679,0.0,2.8284270763397217,2.6790988445281982,srf,0.012411832809448242,gaussian,0.0
32.0,0.1,0.875,1.0,EEG,7.0,1.430511474609375e-06,2.82842712474619,None,0.0,0.24953113496303558,0.297515869140625,0.09919995814561844,0.24123290181159973,0.3313743472099304,2.8284270763397217,2.6790988445281982,srf,0.015218496322631836,gaussian,0.0
32.0,0.1,0.875,0.0,EEG,7.0,1.430511474609375e-06,2.82842712474619,None,0.0,0.1502193957567215,0.19186820089817047,0.039679285138845444,0.15256774425506592,0.0,2.8284270763397217,2.6790988445281982,srf,0.01685357093811035,srht,0.0
32.0,0.1,0.875,1.0,EEG,7.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.12748350203037262,0.1563817858695984,0.028424201533198357,0.1291293501853943,0.26291826367378235,2.8284270763397217,2.6790988445281982,srf,0.01847696304321289,srht,0.0
32.0,0.1,0.875,0.0,EEG,7.0,0.20765447616577148,2.82842712474619,"[20, 11]",0.0,0.23762212693691254,0.2670975923538208,0.08799532800912857,0.2272011935710907,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.06935644149780273,rademacher,0.0
32.0,0.1,0.875,1.0,EEG,7.0,0.23182964324951172,2.82842712474619,"[21, 10]",0.0,0.19597403705120087,0.25483113527297974,0.06941161304712296,0.20178870856761932,0.24812765419483185,2.8284270763397217,2.6790988445281982,maclaurin,0.07445120811462402,rademacher,0.0
32.0,0.1,0.875,0.0,EEG,7.0,0.2375807762145996,2.82842712474619,"[16, 15]",0.0,0.09294790774583817,0.0941561609506607,0.013762217946350574,0.08985143899917603,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.06770777702331543,srht,0.0
32.0,0.1,0.875,1.0,EEG,7.0,0.2128896713256836,2.82842712474619,"[16, 15]",0.0,0.07196671515703201,0.08618491888046265,0.009026870131492615,0.07276950031518936,0.09103979170322418,2.8284270763397217,2.6790988445281982,maclaurin,0.07274556159973145,srht,0.0
32.0,0.1,0.875,0.0,EEG,7.0,0.17419743537902832,2.82842712474619,"[22, 9]",0.0,0.1518360823392868,0.17126032710075378,0.036844853311777115,0.14701755344867706,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.08873629570007324,countsketch_scatter,0.0
32.0,0.1,0.875,0.0,EEG,7.0,0.18517565727233887,2.82842712474619,"[20, 11]",1.0,0.18244050443172455,0.17489996552467346,0.054806627333164215,0.17930704355239868,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.06039690971374512,rademacher,0.0
32.0,0.1,0.875,1.0,EEG,7.0,0.1875438690185547,2.82842712474619,"[21, 10]",1.0,0.1379375010728836,0.1555967628955841,0.03052375838160515,0.13381347060203552,0.19235458970069885,2.8284270763397217,2.6790988445281982,maclaurin,0.0672140121459961,rademacher,0.0
32.0,0.1,0.875,0.0,EEG,7.0,0.22519421577453613,2.82842712474619,"[16, 15]",1.0,0.1022278293967247,0.113981693983078,0.01826315186917782,0.10350674390792847,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.06776881217956543,srht,0.0
32.0,0.1,0.875,1.0,EEG,7.0,0.23219919204711914,2.82842712474619,"[16, 15]",1.0,0.054896432906389236,0.05900169163942337,0.004829414188861847,0.05322651192545891,0.07163237780332565,2.8284270763397217,2.6790988445281982,maclaurin,0.09427523612976074,srht,0.0
32.0,0.1,0.875,0.0,EEG,7.0,0.17854690551757812,2.82842712474619,"[22, 9]",1.0,0.2112877517938614,0.21933923661708832,0.0709594190120697,0.20402614772319794,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.07383155822753906,countsketch_scatter,0.0
32.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.3525894582271576,0.2670785188674927,0.2888641357421875,0.41164952516555786,0.0,2.8284270763397217,2.6790988445281982,ts,0.013611555099487305,rademacher,0.0
32.0,0.1,0.875,1.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.2439744621515274,0.23359845578670502,0.0911451056599617,0.23123174905776978,0.31413039565086365,2.8284270763397217,2.6790988445281982,ts,0.02398824691772461,rademacher,0.0
32.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.2879142761230469,0.2185959368944168,0.2079811841249466,0.34929537773132324,0.0,2.8284270763397217,2.6790988445281982,ts,0.01484537124633789,srht,0.0
32.0,0.1,0.875,1.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.19042658805847168,0.17129100859165192,0.06075839325785637,0.1887921541929245,0.2580876648426056,2.8284270763397217,2.6790988445281982,ts,0.04049372673034668,srht,0.0
32.0,0.1,0.875,0.0,EEG,7.0,4.76837158203125e-07,2.82842712474619,None,0.0,0.3177638053894043,0.28461673855781555,0.17026594281196594,0.3160419166088104,0.0,2.8284270763397217,2.6790988445281982,ts,0.24005508422851562,countsketch_scatter,0.0
32.0,0.1,0.875,0.0,EEG,7.0,1.430511474609375e-06,2.82842712474619,None,1.0,0.7444140911102295,0.6704580783843994,1.1782084703445435,0.8313652873039246,0.0,2.8284270763397217,2.6790988445281982,ts,0.021120309829711914,rademacher,0.0
32.0,0.1,0.875,0.0,EEG,7.0,9.5367431640625e-07,2.82842712474619,None,1.0,0.8528769016265869,0.8842248320579529,1.4059152603149414,0.9081557989120483,0.0,2.8284270763397217,2.6790988445281982,ts,0.026525259017944336,srht,0.0
32.0,0.1,0.875,1.0,EEG,7.0,9.5367431640625e-07,2.82842712474619,None,1.0,0.42661747336387634,0.41341692209243774,0.28018054366111755,0.40541496872901917,0.5442822575569153,2.8284270763397217,2.6790988445281982,ts,0.08407330513000488,srht,0.0
32.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,1.0,0.36166754364967346,0.34923478960990906,0.20616784691810608,0.3477693200111389,0.0,2.8284270763397217,2.6790988445281982,ts,0.1892704963684082,countsketch_scatter,0.0
48.0,0.1,0.875,0.0,EEG,7.0,1.430511474609375e-06,2.82842712474619,None,0.0,0.17437510192394257,0.1948832869529724,0.04984584078192711,0.1709996610879898,0.0,2.8284270763397217,2.6790988445281982,maclaurin_p,0.026775121688842773,rademacher,0.0
48.0,0.1,0.875,0.0,EEG,7.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.12813788652420044,0.1332768350839615,0.027571920305490494,0.12717868387699127,0.0,2.8284270763397217,2.6790988445281982,maclaurin_p,0.03656172752380371,srht,0.0
48.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.2753622233867645,0.3277641534805298,0.12688444554805756,0.2728255093097687,0.0,2.8284270763397217,2.6790988445281982,srf,0.014190912246704102,gaussian,0.0
48.0,0.1,0.875,1.0,EEG,7.0,1.1920928955078125e-06,2.82842712474619,None,0.0,0.161602184176445,0.19131819903850555,0.04345431551337242,0.15966041386127472,0.2950306534767151,2.8284270763397217,2.6790988445281982,srf,0.01498556137084961,gaussian,0.0
48.0,0.1,0.875,0.0,EEG,7.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.12908852100372314,0.15882104635238647,0.030610378831624985,0.1340031921863556,0.0,2.8284270763397217,2.6790988445281982,srf,0.016520977020263672,srht,0.0
48.0,0.1,0.875,1.0,EEG,7.0,1.1920928955078125e-06,2.82842712474619,None,0.0,0.07004928588867188,0.08999858796596527,0.010031769052147865,0.07671310752630234,0.25876113772392273,2.8284270763397217,2.6790988445281982,srf,0.01578998565673828,srht,0.0
48.0,0.1,0.875,0.0,EEG,7.0,0.25104546546936035,2.82842712474619,"[31, 16]",0.0,0.1457613706588745,0.15410049259662628,0.03407778963446617,0.14138929545879364,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.0694880485534668,rademacher,0.0
48.0,0.1,0.875,1.0,EEG,7.0,0.269864559173584,2.82842712474619,"[32, 15]",0.0,0.1479765623807907,0.1750628799200058,0.03496725857257843,0.1432226151227951,0.19745510816574097,2.8284270763397217,2.6790988445281982,maclaurin,0.06728315353393555,rademacher,0.0
48.0,0.1,0.875,0.0,EEG,7.0,0.2570316791534424,2.82842712474619,"[16, 31]",0.0,0.05905582010746002,0.061753250658512115,0.005666191224008799,0.05765359848737717,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.06539011001586914,srht,0.0
48.0,0.1,0.875,1.0,EEG,7.0,0.2386314868927002,2.82842712474619,"[16, 31]",0.0,0.05078103393316269,0.057852987200021744,0.004219707567244768,0.04975331202149391,0.06234573945403099,2.8284270763397217,2.6790988445281982,maclaurin,0.07564282417297363,srht,0.0
48.0,0.1,0.875,0.0,EEG,7.0,0.2068018913269043,2.82842712474619,"[33, 14]",0.0,0.1683957576751709,0.17067082226276398,0.04494662582874298,0.16237880289554596,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.1818828582763672,countsketch_scatter,0.0
48.0,0.1,0.875,0.0,EEG,7.0,0.24610018730163574,2.82842712474619,"[31, 16]",1.0,0.12706387042999268,0.12660756707191467,0.026110393926501274,0.12376205623149872,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.06347966194152832,rademacher,0.0
48.0,0.1,0.875,1.0,EEG,7.0,0.2277383804321289,2.82842712474619,"[32, 15]",1.0,0.12467234581708908,0.1254262924194336,0.02509399689733982,0.12132930755615234,0.16981445252895355,2.8284270763397217,2.6790988445281982,maclaurin,0.06720519065856934,rademacher,0.0
48.0,0.1,0.875,0.0,EEG,7.0,0.2481250762939453,2.82842712474619,"[16, 31]",1.0,0.06706193834543228,0.07591170817613602,0.007410313468426466,0.06593243777751923,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.06386303901672363,srht,0.0
48.0,0.1,0.875,1.0,EEG,7.0,0.23871064186096191,2.82842712474619,"[16, 31]",1.0,0.043036121875047684,0.04108043760061264,0.0031713456846773624,0.04313230141997337,0.05828673765063286,2.8284270763397217,2.6790988445281982,maclaurin,0.07285928726196289,srht,0.0
48.0,0.1,0.875,0.0,EEG,7.0,0.2068026065826416,2.82842712474619,"[33, 14]",1.0,0.15592660009860992,0.1508813351392746,0.04108988121151924,0.15525594353675842,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.09267759323120117,countsketch_scatter,0.0
48.0,0.1,0.875,0.0,EEG,7.0,4.76837158203125e-07,2.82842712474619,None,0.0,0.23214469850063324,0.17568418383598328,0.11651956290006638,0.26144492626190186,0.0,2.8284270763397217,2.6790988445281982,ts,0.014570951461791992,rademacher,0.0
48.0,0.1,0.875,1.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.19859890639781952,0.1839425414800644,0.07374804466962814,0.20799650251865387,0.27030307054519653,2.8284270763397217,2.6790988445281982,ts,0.02349066734313965,rademacher,0.0
48.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.27526408433914185,0.20044952630996704,0.20050960779190063,0.34296390414237976,0.0,2.8284270763397217,2.6790988445281982,ts,0.015030145645141602,srht,0.0
48.0,0.1,0.875,1.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.15144911408424377,0.1390799880027771,0.039553940296173096,0.1523265838623047,0.19712182879447937,2.8284270763397217,2.6790988445281982,ts,0.07186198234558105,srht,0.0
48.0,0.1,0.875,0.0,EEG,7.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.21408027410507202,0.18577194213867188,0.08186586946249008,0.21914535760879517,0.0,2.8284270763397217,2.6790988445281982,ts,0.2423849105834961,countsketch_scatter,0.0
48.0,0.1,0.875,0.0,EEG,7.0,1.1920928955078125e-06,2.82842712474619,None,1.0,0.7399620413780212,0.6800141334533691,0.703595757484436,0.6424545645713806,0.0,2.8284270763397217,2.6790988445281982,ts,0.022446632385253906,rademacher,0.0
48.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,1.0,0.32601845264434814,0.3002094030380249,0.17291007936000824,0.31848645210266113,0.0,2.8284270763397217,2.6790988445281982,ts,0.02540278434753418,srht,0.0
48.0,0.1,0.875,1.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,1.0,0.25903117656707764,0.2548341453075409,0.102321557700634,0.24499903619289398,0.3201512098312378,2.8284270763397217,2.6790988445281982,ts,0.08178377151489258,srht,0.0
48.0,0.1,0.875,0.0,EEG,7.0,9.5367431640625e-07,2.82842712474619,None,1.0,0.39072731137275696,0.3485743999481201,0.25391891598701477,0.385947585105896,0.0,2.8284270763397217,2.6790988445281982,ts,0.09833526611328125,countsketch_scatter,0.0
64.0,0.1,0.875,0.0,EEG,7.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.1691669076681137,0.19162222743034363,0.04604700952768326,0.16435447335243225,0.0,2.8284270763397217,2.6790988445281982,maclaurin_p,0.026873111724853516,rademacher,0.0
64.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.0983850359916687,0.11304599046707153,0.016441337764263153,0.09820856899023056,0.0,2.8284270763397217,2.6790988445281982,maclaurin_p,0.04246711730957031,srht,0.0
64.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.22104179859161377,0.266854852437973,0.08039531111717224,0.2171681672334671,0.0,2.8284270763397217,2.6790988445281982,srf,0.01531529426574707,gaussian,0.0
64.0,0.1,0.875,1.0,EEG,7.0,1.1920928955078125e-06,2.82842712474619,None,0.0,0.164899080991745,0.19459287822246552,0.042637284845113754,0.15815232694149017,0.19825729727745056,2.8284270763397217,2.6790988445281982,srf,0.013401508331298828,gaussian,0.0
64.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.08102989196777344,0.10186118632555008,0.013512380421161652,0.0890321284532547,0.0,2.8284270763397217,2.6790988445281982,srf,0.020356416702270508,srht,0.0
64.0,0.1,0.875,1.0,EEG,7.0,1.1920928955078125e-06,2.82842712474619,None,0.0,0.12240494042634964,0.1660228669643402,0.026915965601801872,0.12565673887729645,0.23154884576797485,2.8284270763397217,2.6790988445281982,srf,0.01447439193725586,srht,0.0
64.0,0.1,0.875,0.0,EEG,7.0,0.29024481773376465,2.82842712474619,"[41, 22]",0.0,0.13207264244556427,0.1389247179031372,0.02801068313419819,0.12818661332130432,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.07213544845581055,rademacher,0.0
64.0,0.1,0.875,1.0,EEG,7.0,0.3044469356536865,2.82842712474619,"[42, 21]",0.0,0.13742642104625702,0.13420598208904266,0.028612900525331497,0.129557266831398,0.1793467402458191,2.8284270763397217,2.6790988445281982,maclaurin,0.07056450843811035,rademacher,0.0
64.0,0.1,0.875,0.0,EEG,7.0,0.32892847061157227,2.82842712474619,"[16, 47]",0.0,0.05165420472621918,0.06235513463616371,0.004478825256228447,0.0512581430375576,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.07129144668579102,srht,0.0
64.0,0.1,0.875,1.0,EEG,7.0,0.3427391052246094,2.82842712474619,"[16, 47]",0.0,0.043011028319597244,0.04153377190232277,0.002848465694114566,0.04087768867611885,0.04860149323940277,2.8284270763397217,2.6790988445281982,maclaurin,0.09185457229614258,srht,0.0
64.0,0.1,0.875,0.0,EEG,7.0,0.2748446464538574,2.82842712474619,"[45, 18]",0.0,0.18892225623130798,0.21359598636627197,0.05736721679568291,0.18344788253307343,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.14711213111877441,countsketch_scatter,0.0
64.0,0.1,0.875,0.0,EEG,7.0,0.3317751884460449,2.82842712474619,"[41, 22]",1.0,0.19285114109516144,0.20976753532886505,0.05924541503190994,0.18642672896385193,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.07094407081604004,rademacher,0.0
64.0,0.1,0.875,1.0,EEG,7.0,0.32160282135009766,2.82842712474619,"[42, 21]",1.0,0.11351779848337173,0.11722072213888168,0.019875170662999153,0.10797823965549469,0.12950214743614197,2.8284270763397217,2.6790988445281982,maclaurin,0.07010483741760254,rademacher,0.0
64.0,0.1,0.875,0.0,EEG,7.0,0.2787485122680664,2.82842712474619,"[16, 47]",1.0,0.053352415561676025,0.051779404282569885,0.004743205849081278,0.052749309688806534,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.0672459602355957,srht,0.0
64.0,0.1,0.875,1.0,EEG,7.0,0.2626166343688965,2.82842712474619,"[16, 47]",1.0,0.043361350893974304,0.04258916899561882,0.0031263474375009537,0.04282520338892937,0.05384969711303711,2.8284270763397217,2.6790988445281982,maclaurin,0.0748603343963623,srht,0.0
64.0,0.1,0.875,0.0,EEG,7.0,0.22742271423339844,2.82842712474619,"[45, 18]",1.0,0.19630903005599976,0.23140138387680054,0.06310762465000153,0.19240736961364746,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.07976508140563965,countsketch_scatter,0.0
64.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.29496973752975464,0.22627730667591095,0.18014231324195862,0.3250788152217865,0.0,2.8284270763397217,2.6790988445281982,ts,0.013852119445800781,rademacher,0.0
64.0,0.1,0.875,1.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.29395562410354614,0.22285106778144836,0.22509755194187164,0.36338433623313904,0.4020254909992218,2.8284270763397217,2.6790988445281982,ts,0.022825241088867188,rademacher,0.0
64.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.22741277515888214,0.16508768498897552,0.10318481922149658,0.24603037536144257,0.0,2.8284270763397217,2.6790988445281982,ts,0.015758514404296875,srht,0.0
64.0,0.1,0.875,1.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.1512855738401413,0.14033561944961548,0.03860047087073326,0.15047942101955414,0.1816219687461853,2.8284270763397217,2.6790988445281982,ts,0.039775848388671875,srht,0.0
64.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.19249741733074188,0.1927471160888672,0.06205756217241287,0.19079992175102234,0.0,2.8284270763397217,2.6790988445281982,ts,0.07683968544006348,countsketch_scatter,0.0
64.0,0.1,0.875,0.0,EEG,7.0,1.1920928955078125e-06,2.82842712474619,None,1.0,0.5340276956558228,0.49045777320861816,0.5031405687332153,0.5432822108268738,0.0,2.8284270763397217,2.6790988445281982,ts,0.020581960678100586,rademacher,0.0
64.0,0.1,0.875,0.0,EEG,7.0,9.5367431640625e-07,2.82842712474619,None,1.0,0.3582861125469208,0.339290976524353,0.18999385833740234,0.33384940028190613,0.0,2.8284270763397217,2.6790988445281982,ts,0.025662660598754883,srht,0.0
64.0,0.1,0.875,1.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,1.0,0.7662317156791687,0.7499688267707825,0.7098498344421387,0.6453035473823547,0.7249956130981445,2.8284270763397217,2.6790988445281982,ts,0.06408834457397461,srht,0.0
64.0,0.1,0.875,0.0,EEG,7.0,1.430511474609375e-06,2.82842712474619,None,1.0,0.9018679857254028,0.7469116449356079,1.836583137512207,1.0379730463027954,0.0,2.8284270763397217,2.6790988445281982,ts,0.22520875930786133,countsketch_scatter,0.0
80.0,0.1,0.875,0.0,EEG,7.0,1.430511474609375e-06,2.82842712474619,None,0.0,0.17295044660568237,0.17649100720882416,0.05065379664301872,0.1723799705505371,0.0,2.8284270763397217,2.6790988445281982,maclaurin_p,0.03259086608886719,rademacher,0.0
80.0,0.1,0.875,0.0,EEG,7.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.08990682661533356,0.10239255428314209,0.012289127334952354,0.08490657061338425,0.0,2.8284270763397217,2.6790988445281982,maclaurin_p,0.052716732025146484,srht,0.0
80.0,0.1,0.875,0.0,EEG,7.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.15180550515651703,0.16813692450523376,0.037957195192575455,0.1492202877998352,0.0,2.8284270763397217,2.6790988445281982,srf,0.01126408576965332,gaussian,0.0
