D,alpha,bias,comp,dataset,degree,dist_est_time,est_len,feature_dist,hier,k_mean_error,k_mean_rel_error,k_mse,k_rel_frob_error,k_rel_frob_error_comp,kernel_len,kernel_var,method,pred_time,proj,seed
16.0,0.1,0.875,0.0,EEG,7.0,1.6689300537109375e-06,2.82842712474619,None,0.0,0.5178335309028625,0.5740229487419128,0.4998216927051544,0.5414873957633972,0.0,2.8284270763397217,2.6790988445281982,maclaurin_p,0.04514813423156738,rademacher,0.0
16.0,0.1,0.875,0.0,EEG,7.0,1.6689300537109375e-06,2.82842712474619,None,0.0,0.24203671514987946,0.24595068395137787,0.09825360774993896,0.24007949233055115,0.0,2.8284270763397217,2.6790988445281982,maclaurin_p,0.046866655349731445,srht,0.0
16.0,0.1,0.875,0.0,EEG,7.0,1.430511474609375e-06,2.82842712474619,None,0.0,0.41402146220207214,0.4809459447860718,0.29502394795417786,0.4160154163837433,0.0,2.8284270763397217,2.6790988445281982,srf,0.0361788272857666,gaussian,0.0
16.0,0.1,0.875,1.0,EEG,7.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.2147679477930069,0.25492146611213684,0.07447431236505508,0.20901817083358765,0.3758179843425751,2.8284270763397217,2.6790988445281982,srf,0.014606475830078125,gaussian,0.0
16.0,0.1,0.875,0.0,EEG,7.0,1.430511474609375e-06,2.82842712474619,None,0.0,0.2475084662437439,0.2960483133792877,0.10315996408462524,0.2460007220506668,0.0,2.8284270763397217,2.6790988445281982,srf,0.015645980834960938,srht,0.0
16.0,0.1,0.875,1.0,EEG,7.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.1517953723669052,0.2069355994462967,0.04936417564749718,0.17017146944999695,0.525989830493927,2.8284270763397217,2.6790988445281982,srf,0.023899078369140625,srht,0.0
16.0,0.1,0.875,0.0,EEG,7.0,0.17371177673339844,2.82842712474619,"[10, 5]",0.0,0.21574538946151733,0.23279866576194763,0.07635306566953659,0.2116381973028183,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.07052183151245117,rademacher,0.0
16.0,0.1,0.875,1.0,EEG,7.0,0.16789007186889648,2.82842712474619,"[10, 5]",0.0,0.18596017360687256,0.20184504985809326,0.054405879229307175,0.17865028977394104,0.2511499226093292,2.8284270763397217,2.6790988445281982,maclaurin,0.06892251968383789,rademacher,0.0
16.0,0.1,0.875,0.0,EEG,7.0,0.20333385467529297,2.82842712474619,"[10, 5]",0.0,0.2279810756444931,0.23690862953662872,0.08891340345144272,0.22838333249092102,0.0,2.8284270763397217,2.6790988445281982,maclaurin,0.06540417671203613,srht,0.0
16.0,0.1,0.875,1.0,EEG,7.0,0.18811821937561035,2.82842712474619,"[10, 5]",0.0,0.14496520161628723,0.14928662776947021,0.03287322446703911,0.13886791467666626,0.18208880722522736,2.8284270763397217,2.6790988445281982,maclaurin,0.07699275016784668,srht,0.0
