D,alpha,bias,comp,dataset,degree,dist_est_time,dummy_error,dummy_mnll,est_len,feature_dist,hier,k_mean_error,k_mean_rel_error,k_mse,k_rel_frob_error,k_rel_frob_error_comp,kernel_len,kernel_var,method,pred_time,proj,seed,test_error,test_kl,test_label_var,test_mean_mse,test_mnll,test_var_mse
32.0,0.1,0.875,0.0,Magic,7.0,1.1920928955078125e-06,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.12586261332035065,0.16649401187896729,0.03349471464753151,0.14028634130954742,0.0,2.8284270763397217,2.679077625274658,srf,0.04312634468078613,srht,0.0,0.1645636111497879,8049.021484375,0.25,0.255588173866272,0.4014543294906616,0.0009978634770959616
32.0,0.1,0.875,1.0,Magic,7.0,9.5367431640625e-07,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.12133976817131042,0.16329018771648407,0.0341201052069664,0.14158995449543,0.2310498058795929,2.8284270763397217,2.679077625274658,srf,0.14088153839111328,srht,0.0,0.15983174741268158,5509.4052734375,0.25,0.16781748831272125,0.3765285611152649,0.001004473422653973
32.0,0.1,0.875,0.0,Magic,7.0,0.21582531929016113,0.36330175399780273,0.6556615829467773,2.82842712474619,"[20, 11]",0.0,0.218725323677063,0.24446584284305573,0.0766034796833992,0.21215415000915527,0.0,2.8284270763397217,2.679077625274658,maclaurin,0.10567116737365723,rademacher,0.0,0.2024184912443161,12948.7314453125,0.25,0.38278546929359436,0.4386357069015503,0.0011363220401108265
32.0,0.1,0.875,1.0,Magic,7.0,0.20857548713684082,0.36330175399780273,0.6556615829467773,2.82842712474619,"[21, 10]",0.0,0.12371239066123962,0.12130162119865417,0.024415219202637672,0.11977262794971466,0.1885281503200531,2.8284270763397217,2.679077625274658,maclaurin,0.15187811851501465,rademacher,0.0,0.1645636111497879,8799.244140625,0.25,0.2407088726758957,0.39668235182762146,0.0011545977322384715
32.0,0.1,0.875,0.0,Magic,7.0,0.2471940517425537,0.36330175399780273,0.6556615829467773,2.82842712474619,"[16, 15]",0.0,0.08798741549253464,0.08481086045503616,0.01234210655093193,0.08515730500221252,0.0,2.8284270763397217,2.679077625274658,maclaurin,0.10873270034790039,srht,0.0,0.16982123255729675,8197.736328125,0.25,0.23166097700595856,0.39270880818367004,0.001071894890628755
32.0,0.1,0.875,1.0,Magic,7.0,0.2327866554260254,0.36330175399780273,0.6556615829467773,2.82842712474619,"[16, 15]",0.0,0.05946563556790352,0.059733666479587555,0.0057794260792434216,0.058273300528526306,0.08366259932518005,2.8284270763397217,2.679077625274658,maclaurin,0.15942049026489258,srht,0.0,0.15141955018043518,6500.994140625,0.25,0.1782829463481903,0.3760035037994385,0.0010682836873456836
32.0,0.1,0.875,0.0,Magic,7.0,0.1985759735107422,0.36330175399780273,0.6556615829467773,2.82842712474619,"[22, 9]",0.0,0.20163504779338837,0.2094472050666809,0.0629543736577034,0.19232697784900665,0.0,2.8284270763397217,2.679077625274658,maclaurin,0.1279740333557129,countsketch_scatter,0.0,0.17770767211914062,12560.30078125,0.25,0.3326660990715027,0.42228373885154724,0.001200890401378274
32.0,0.1,0.875,0.0,Magic,7.0,9.5367431640625e-07,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.3757818043231964,0.28694966435432434,0.3501974046230316,0.4536111354827881,0.0,2.8284270763397217,2.679077625274658,ts,0.05078530311584473,rademacher,0.0,0.16193479299545288,8837.8671875,0.25,0.2634158432483673,0.3916274607181549,0.0009966513607650995
32.0,0.1,0.875,1.0,Magic,7.0,1.430511474609375e-06,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.21422550082206726,0.19594843685626984,0.07602404803037643,0.2113502472639084,0.2843576669692993,2.8284270763397217,2.679077625274658,ts,0.12435173988342285,rademacher,0.0,0.15983174741268158,7447.517578125,0.25,0.21734178066253662,0.3878353238105774,0.0009811732452362776
32.0,0.1,0.875,0.0,Magic,7.0,1.1920928955078125e-06,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.2738904654979706,0.2072419971227646,0.19891463220119476,0.3418697118759155,0.0,2.8284270763397217,2.679077625274658,ts,0.059317588806152344,srht,0.0,0.1666666567325592,8956.427734375,0.25,0.25506919622421265,0.3937495946884155,0.0009709818987175822
32.0,0.1,0.875,1.0,Magic,7.0,1.430511474609375e-06,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.19207236170768738,0.16589529812335968,0.0738004744052887,0.20823650062084198,0.3172236680984497,2.8284270763397217,2.679077625274658,ts,0.13707995414733887,srht,0.0,0.14879073202610016,6004.8232421875,0.25,0.1875038743019104,0.3782619535923004,0.0009941603057086468
32.0,0.1,0.875,0.0,Magic,7.0,1.1920928955078125e-06,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.37098371982574463,0.30172258615493774,0.3203074336051941,0.4338212013244629,0.0,2.8284270763397217,2.679077625274658,ts,0.3799712657928467,countsketch_scatter,0.0,0.16719241440296173,7821.82666015625,0.25,0.22907188534736633,0.3829828202724457,0.000993453897535801
32.0,0.1,0.875,0.0,Magic,7.0,9.5367431640625e-07,0.36330175399780273,0.6556615829467773,2.82842712474619,None,1.0,0.5033947229385376,0.42202335596084595,0.44663006067276,0.5122727155685425,0.0,2.8284270763397217,2.679077625274658,ts,0.05179738998413086,rademacher,0.0,0.1750788539648056,8316.16796875,0.25,0.28112420439720154,0.4087677001953125,0.0010237516835331917
32.0,0.1,0.875,0.0,Magic,7.0,9.5367431640625e-07,0.36330175399780273,0.6556615829467773,2.82842712474619,None,1.0,0.42204949259757996,0.38647130131721497,0.2825048565864563,0.40741798281669617,0.0,2.8284270763397217,2.679077625274658,ts,0.05505180358886719,srht,0.0,0.17875918745994568,8629.53515625,0.25,0.2676210403442383,0.40071481466293335,0.001006665755994618
32.0,0.1,0.875,1.0,Magic,7.0,9.5367431640625e-07,0.36330175399780273,0.6556615829467773,2.82842712474619,None,1.0,0.7047893404960632,0.6436813473701477,0.5767666697502136,0.5821398496627808,0.605877161026001,2.8284270763397217,2.679077625274658,ts,0.16936326026916504,srht,0.0,0.15457412600517273,5984.8544921875,0.25,0.17742805182933807,0.3742842376232147,0.0010058667976409197
32.0,0.1,0.875,0.0,Magic,7.0,9.5367431640625e-07,0.36330175399780273,0.6556615829467773,2.82842712474619,None,1.0,0.5190849304199219,0.44198837876319885,0.44146865606307983,0.5093041062355042,0.0,2.8284270763397217,2.679077625274658,ts,0.3312399387359619,countsketch_scatter,0.0,0.18033647537231445,10537.7294921875,0.25,0.34698373079299927,0.4289093017578125,0.0010105004766955972
48.0,0.1,0.875,0.0,Magic,7.0,1.1920928955078125e-06,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.21982774138450623,0.25627371668815613,0.07852544635534286,0.21479910612106323,0.0,2.8284270763397217,2.679077625274658,maclaurin_p,0.0627133846282959,rademacher,0.0,0.14826497435569763,6073.85400390625,0.25,0.16829423606395721,0.36543330550193787,0.000941592501476407
48.0,0.1,0.875,0.0,Magic,7.0,9.5367431640625e-07,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.13912194967269897,0.13550831377506256,0.034449219703674316,0.14227119088172913,0.0,2.8284270763397217,2.679077625274658,maclaurin_p,0.09621024131774902,srht,0.0,0.1666666567325592,9910.8134765625,0.25,0.24712404608726501,0.39429426193237305,0.0009563853382132947
48.0,0.1,0.875,0.0,Magic,7.0,1.1920928955078125e-06,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.21542266011238098,0.23318754136562347,0.08010056614875793,0.216942697763443,0.0,2.8284270763397217,2.679077625274658,srf,0.05181765556335449,gaussian,0.0,0.14405888319015503,5383.0361328125,0.25,0.17373524606227875,0.364928662776947,0.0008008261793293059
48.0,0.1,0.875,1.0,Magic,7.0,1.1920928955078125e-06,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.14492903649806976,0.15977121889591217,0.034888722002506256,0.1431758552789688,0.24059833586215973,2.8284270763397217,2.679077625274658,srf,0.07109785079956055,gaussian,0.0,0.14248159527778625,3782.236083984375,0.25,0.11089250445365906,0.3539509177207947,0.0007943043601699173
48.0,0.1,0.875,0.0,Magic,7.0,9.5367431640625e-07,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.14568139612674713,0.1748785674571991,0.03733854368329048,0.14811734855175018,0.0,2.8284270763397217,2.679077625274658,srf,0.04628300666809082,srht,0.0,0.16351208090782166,6240.2529296875,0.25,0.18408361077308655,0.3831266760826111,0.0007803624030202627
48.0,0.1,0.875,1.0,Magic,7.0,9.5367431640625e-07,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.07851645350456238,0.09412835538387299,0.011075273156166077,0.08066859096288681,0.2197076976299286,2.8284270763397217,2.679077625274658,srf,0.07738566398620605,srht,0.0,0.13774973154067993,3152.5400390625,0.25,0.09647386521100998,0.3518404960632324,0.0008040920947678387
48.0,0.1,0.875,0.0,Magic,7.0,0.2526724338531494,0.36330175399780273,0.6556615829467773,2.82842712474619,"[31, 16]",0.0,0.1304275393486023,0.14417573809623718,0.028200998902320862,0.12872399389743805,0.0,2.8284270763397217,2.679077625274658,maclaurin,0.10874485969543457,rademacher,0.0,0.16561512649059296,7509.3828125,0.25,0.2162124663591385,0.3916631042957306,0.001052991021424532
48.0,0.1,0.875,1.0,Magic,7.0,0.25128698348999023,0.36330175399780273,0.6556615829467773,2.82842712474619,"[32, 15]",0.0,0.16011910140514374,0.16022543609142303,0.04049798846244812,0.1542566865682602,0.1847919076681137,2.8284270763397217,2.679077625274658,maclaurin,0.15491271018981934,rademacher,0.0,0.16614089906215668,7997.27734375,0.25,0.22421401739120483,0.39134904742240906,0.0010740229627117515
48.0,0.1,0.875,0.0,Magic,7.0,0.28281688690185547,0.36330175399780273,0.6556615829467773,2.82842712474619,"[16, 31]",0.0,0.0630878284573555,0.06875050812959671,0.006634855177253485,0.062437139451503754,0.0,2.8284270763397217,2.679077625274658,maclaurin,0.11017179489135742,srht,0.0,0.1477392166852951,3182.6484375,0.25,0.08661135286092758,0.3515312373638153,0.0008477820665575564
48.0,0.1,0.875,1.0,Magic,7.0,0.2750241756439209,0.36330175399780273,0.6556615829467773,2.82842712474619,"[16, 31]",0.0,0.043580710887908936,0.04096139222383499,0.0031703601125627756,0.04316001012921333,0.05753150209784508,2.8284270763397217,2.679077625274658,maclaurin,0.1629016399383545,srht,0.0,0.14511039853096008,3882.31494140625,0.25,0.10618723928928375,0.35294824838638306,0.0008391699520871043
48.0,0.1,0.875,0.0,Magic,7.0,0.24178481101989746,0.36330175399780273,0.6556615829467773,2.82842712474619,"[33, 14]",0.0,0.13995808362960815,0.13795353472232819,0.03283471241593361,0.13889731466770172,0.0,2.8284270763397217,2.679077625274658,maclaurin,0.1399531364440918,countsketch_scatter,0.0,0.16561512649059296,7443.11767578125,0.25,0.203466534614563,0.381965309381485,0.0011021089740097523
48.0,0.1,0.875,0.0,Magic,7.0,9.5367431640625e-07,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.3434584140777588,0.2754369378089905,0.26916569471359253,0.3976830542087555,0.0,2.8284270763397217,2.679077625274658,ts,0.048306941986083984,rademacher,0.0,0.15772870182991028,5561.8525390625,0.25,0.17175757884979248,0.37902766466140747,0.0007854655268602073
48.0,0.1,0.875,1.0,Magic,7.0,1.1920928955078125e-06,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.31312647461891174,0.23647449910640717,0.2500614523887634,0.3833104372024536,0.4236736297607422,2.8284270763397217,2.679077625274658,ts,0.08956241607666016,rademacher,0.0,0.14037853479385376,3942.869873046875,0.25,0.12164899706840515,0.3588448762893677,0.0007891253917478025
48.0,0.1,0.875,0.0,Magic,7.0,4.76837158203125e-07,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.2225603610277176,0.17127178609371185,0.12158895283937454,0.2672848105430603,0.0,2.8284270763397217,2.679077625274658,ts,0.051370859146118164,srht,0.0,0.14405888319015503,4044.016845703125,0.25,0.12103885412216187,0.35108840465545654,0.0007887798128649592
48.0,0.1,0.875,1.0,Magic,7.0,7.152557373046875e-07,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.17365103960037231,0.17369261384010315,0.04951415956020355,0.17056581377983093,0.23462623357772827,2.8284270763397217,2.679077625274658,ts,0.1229095458984375,srht,0.0,0.14668768644332886,4190.1083984375,0.25,0.12372114509344101,0.36080193519592285,0.0007701092399656773
48.0,0.1,0.875,0.0,Magic,7.0,9.5367431640625e-07,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.24173963069915771,0.2399470955133438,0.10132703185081482,0.24400004744529724,0.0,2.8284270763397217,2.679077625274658,ts,0.15509247779846191,countsketch_scatter,0.0,0.16614089906215668,5555.5751953125,0.25,0.160941481590271,0.3791241943836212,0.0007737543783150613
48.0,0.1,0.875,0.0,Magic,7.0,9.5367431640625e-07,0.36330175399780273,0.6556615829467773,2.82842712474619,None,1.0,0.8227716088294983,0.73293137550354,0.8210765719413757,0.6945748925209045,0.0,2.8284270763397217,2.679077625274658,ts,0.04961729049682617,rademacher,0.0,0.16140903532505035,6340.634765625,0.25,0.21203604340553284,0.38723695278167725,0.0008065649890340865
48.0,0.1,0.875,0.0,Magic,7.0,9.5367431640625e-07,0.36330175399780273,0.6556615829467773,2.82842712474619,None,1.0,0.5211150646209717,0.46522289514541626,0.423226535320282,0.4986705482006073,0.0,2.8284270763397217,2.679077625274658,ts,0.05402421951293945,srht,0.0,0.1498422622680664,5506.1669921875,0.25,0.17835384607315063,0.3692439794540405,0.000807342876214534
48.0,0.1,0.875,1.0,Magic,7.0,9.5367431640625e-07,0.36330175399780273,0.6556615829467773,2.82842712474619,None,1.0,0.3052595555782318,0.26060914993286133,0.15886572003364563,0.3055219054222107,0.38468363881111145,2.8284270763397217,2.679077625274658,ts,0.1517658233642578,srht,0.0,0.14826497435569763,3731.31640625,0.25,0.11128322035074234,0.35625192523002625,0.0007711034268140793
48.0,0.1,0.875,0.0,Magic,7.0,1.1920928955078125e-06,0.36330175399780273,0.6556615829467773,2.82842712474619,None,1.0,0.40695443749427795,0.33459508419036865,0.2743434011936188,0.401489794254303,0.0,2.8284270763397217,2.679077625274658,ts,0.2480776309967041,countsketch_scatter,0.0,0.15720292925834656,5269.140625,0.25,0.17069345712661743,0.3774365186691284,0.0008041103719733655
64.0,0.1,0.875,0.0,Magic,7.0,9.5367431640625e-07,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.1615018993616104,0.15738268196582794,0.04191802442073822,0.156937837600708,0.0,2.8284270763397217,2.679077625274658,maclaurin_p,0.059595584869384766,rademacher,0.0,0.1561514139175415,6208.86328125,0.25,0.18131102621555328,0.37734872102737427,0.0008443142287433147
64.0,0.1,0.875,0.0,Magic,7.0,7.152557373046875e-07,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.09111683070659637,0.09262432157993317,0.014094571582973003,0.09100247174501419,0.0,2.8284270763397217,2.679077625274658,maclaurin_p,0.0713510513305664,srht,0.0,0.15509988367557526,6894.78125,0.25,0.1971588283777237,0.37615421414375305,0.000884182401932776
64.0,0.1,0.875,0.0,Magic,7.0,1.1920928955078125e-06,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.20796838402748108,0.2405111938714981,0.06915643811225891,0.20157819986343384,0.0,2.8284270763397217,2.679077625274658,srf,0.04670143127441406,gaussian,0.0,0.14458464086055756,2812.8369140625,0.25,0.08563143759965897,0.3476444184780121,0.0006117193261161447
64.0,0.1,0.875,1.0,Magic,7.0,9.5367431640625e-07,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.11544064432382584,0.13321544229984283,0.022054336965084076,0.11383458971977234,0.19235965609550476,2.8284270763397217,2.679077625274658,srf,0.26339006423950195,gaussian,0.0,0.14195582270622253,2339.4697265625,0.25,0.07050812989473343,0.343546599149704,0.0006235606851987541
64.0,0.1,0.875,0.0,Magic,7.0,1.430511474609375e-06,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.14882129430770874,0.1715150773525238,0.03365615755319595,0.1406240314245224,0.0,2.8284270763397217,2.679077625274658,srf,0.04279160499572754,srht,0.0,0.14668768644332886,3884.01318359375,0.25,0.11896354705095291,0.3533526659011841,0.0006771563785150647
64.0,0.1,0.875,1.0,Magic,7.0,1.1920928955078125e-06,0.36330175399780273,0.6556615829467773,2.82842712474619,None,0.0,0.06680131703615189,0.08650176227092743,0.00880533829331398,0.07192838191986084,0.16537922620773315,2.8284270763397217,2.679077625274658,srf,0.20065069198608398,srht,0.0,0.14405888319015503,2554.1474609375,0.25,0.07987935841083527,0.3457382023334503,0.0006154398433864117
64.0,0.1,0.875,0.0,Magic,7.0,0.2959282398223877,0.36330175399780273,0.6556615829467773,2.82842712474619,"[41, 22]",0.0,0.14433607459068298,0.16625458002090454,0.03376966714859009,0.14086095988750458,0.0,2.8284270763397217,2.679077625274658,maclaurin,0.1066746711730957,rademacher,0.0,0.1603575050830841,5711.7490234375,0.25,0.1674221158027649,0.3676159977912903,0.0009605988161638379
64.0,0.1,0.875,1.0,Magic,7.0,0.294022798538208,0.36330175399780273,0.6556615829467773,2.82842712474619,"[42, 21]",0.0,0.13248108327388763,0.12880992889404297,0.027815651148557663,0.1278415024280548,0.1484340876340866,2.8284270763397217,2.679077625274658,maclaurin,0.19597482681274414,rademacher,0.0,0.14931650459766388,4765.2314453125,0.25,0.13732415437698364,0.3632950186729431,0.0009786851005628705
