D,alpha,bias,comp,dataset,degree,dist_est_time,dummy_error,dummy_mnll,est_len,feature_dist,hier,k_mean_error,k_mean_rel_error,k_mse,k_rel_frob_error,k_rel_frob_error_comp,kernel_len,kernel_var,method,pred_time,proj,seed,test_error,test_kl,test_label_var,test_mean_mse,test_mnll,test_var_mse
64.0,0.001,0.875,0.0,Mocap,7.0,9.5367431640625e-07,0.7915493249893188,1.608945369720459,2.82842712474619,None,0.0,1.068406581878662,0.17614661157131195,1.8812313079833984,0.20025625824928284,0.0,2.8284270763397217,16.053884506225586,maclaurin_p,0.15393638610839844,rademacher,0.0,0.18745198845863342,37051.76171875,0.1600000411272049,7.051522254943848,0.5534005165100098,0.5410646796226501
64.0,0.001,0.875,0.0,Mocap,7.0,9.5367431640625e-07,0.7915493249893188,1.608945369720459,2.82842712474619,None,0.0,0.8937598466873169,0.14782004058361053,1.312549114227295,0.16727182269096375,0.0,2.8284270763397217,16.053884506225586,maclaurin_p,0.18499064445495605,srht,0.0,0.20883484184741974,46468.84375,0.1600000411272049,8.567329406738281,0.587461531162262,0.5448148846626282
64.0,0.001,0.875,0.0,Mocap,7.0,1.1920928955078125e-06,0.7915493249893188,1.608945369720459,2.82842712474619,None,0.0,1.2598334550857544,0.21337564289569855,2.5493998527526855,0.23312237858772278,0.0,2.8284270763397217,16.053884506225586,srf,0.13811564445495605,gaussian,0.0,0.19244559109210968,39366.49609375,0.1600000411272049,7.297039031982422,0.5629687309265137,0.5395677089691162
64.0,0.001,0.875,1.0,Mocap,7.0,1.1920928955078125e-06,0.7915493249893188,1.608945369720459,2.82842712474619,None,0.0,0.9493016004562378,0.1601414531469345,1.420857310295105,0.17403645813465118,0.2496916502714157,2.8284270763397217,16.053884506225586,srf,0.47614336013793945,gaussian,0.0,0.18463508784770966,39304.76171875,0.1600000411272049,7.1769185066223145,0.5221288800239563,0.54045569896698
64.0,0.001,0.875,0.0,Mocap,7.0,1.430511474609375e-06,0.7915493249893188,1.608945369720459,2.82842712474619,None,0.0,1.0335896015167236,0.17550265789031982,1.703926920890808,0.19058577716350555,0.0,2.8284270763397217,16.053884506225586,srf,0.14459443092346191,srht,0.0,0.2218950092792511,46245.2109375,0.1600000411272049,8.452390670776367,0.6073821187019348,0.5402082800865173
64.0,0.001,0.875,1.0,Mocap,7.0,9.5367431640625e-07,0.7915493249893188,1.608945369720459,2.82842712474619,None,0.0,0.4673106372356415,0.08238241821527481,0.3694969117641449,0.08875042200088501,0.21057648956775665,2.8284270763397217,16.053884506225586,srf,0.7018485069274902,srht,0.0,0.16517286002635956,36826.46484375,0.1600000411272049,6.736415386199951,0.4733893871307373,0.541024386882782
64.0,0.001,0.875,0.0,Mocap,7.0,0.29426026344299316,0.7915493249893188,1.608945369720459,2.82842712474619,"[43, 20]",0.0,0.9360284209251404,0.15108254551887512,1.4196265935897827,0.1739610731601715,0.0,2.8284270763397217,16.053884506225586,maclaurin,0.1832714080810547,rademacher,0.0,0.1674775928258896,39048.8125,0.1600000411272049,6.798589706420898,0.5159190893173218,0.5433759093284607
64.0,0.001,0.875,1.0,Mocap,7.0,0.2898252010345459,0.7915493249893188,1.608945369720459,2.82842712474619,"[43, 20]",0.0,0.6631954312324524,0.1081928163766861,0.6974359750747681,0.12193185836076736,0.16418592631816864,2.8284270763397217,16.053884506225586,maclaurin,0.4644458293914795,rademacher,0.0,0.16914212703704834,38398.7421875,0.1600000411272049,6.811218738555908,0.5078927874565125,0.5432568788528442
64.0,0.001,0.875,0.0,Mocap,7.0,0.33156919479370117,0.7915493249893188,1.608945369720459,2.82842712474619,"[43, 20]",0.0,0.6683987975120544,0.11020249873399734,0.7566546201705933,0.12700296938419342,0.0,2.8284270763397217,16.053884506225586,maclaurin,0.17390203475952148,srht,0.0,0.17772087454795837,39370.5,0.1600000411272049,7.060301780700684,0.5357797145843506,0.5428445339202881
64.0,0.001,0.875,1.0,Mocap,7.0,0.3190476894378662,0.7915493249893188,1.608945369720459,2.82842712474619,"[43, 20]",0.0,0.489860475063324,0.08035401254892349,0.3827308714389801,0.09032578766345978,0.12418670952320099,2.8284270763397217,16.053884506225586,maclaurin,0.38637328147888184,srht,0.0,0.1752880960702896,39853.12109375,0.1600000411272049,7.078817367553711,0.5217685103416443,0.547094464302063
