D,bias,comp,dataset,degree,feature_dist,hier,k_mean_error,k_mse,k_rel_frob_error,kernel_len,kernel_var,method,noise_var,pred_time,proj,seed,test_error,test_kl,test_label_var,test_mean_mse,test_mnll,test_var_mse
80.0,0.0,0.0,Boston,0.0,None,0.0,3.973559856414795,31.117210388183594,0.10520992428064346,4.658846378326416,84.10760498046875,rff,8.0,0.015113353729248047,gaussian,0.0,17.963306427001953,50.091949462890625,75.76026916503906,5.428629398345947,2.9256598949432373,1.0216261148452759
80.0,0.0,0.0,Boston,0.0,None,0.0,3.921748161315918,27.855932235717773,0.09954403340816498,4.658846378326416,84.10760498046875,rff,16.0,0.012222051620483398,gaussian,0.0,13.093868255615234,18.05005645751953,75.76026916503906,2.16355562210083,2.7023584842681885,1.3241806030273438
80.0,0.0,0.0,Boston,0.0,None,0.0,4.155087947845459,37.132564544677734,0.11493012309074402,4.658846378326416,84.10760498046875,rff,32.0,0.006034135818481445,gaussian,0.0,17.50343894958496,9.363356590270996,75.76026916503906,2.6018543243408203,2.921093463897705,1.4190486669540405
80.0,0.0,0.0,Boston,0.0,None,0.0,3.4348304271698,21.023839950561523,0.08647935092449188,4.658846378326416,84.10760498046875,rff,64.0,0.019547462463378906,gaussian,0.0,14.641670227050781,3.8006138801574707,75.76026916503906,0.5968778133392334,3.1306982040405273,2.0531997680664062
80.0,0.0,0.0,Boston,0.0,None,0.0,5.996976375579834,62.18568420410156,0.1487310230731964,4.658846378326416,84.10760498046875,rff,128.0,0.018800973892211914,gaussian,0.0,17.31529426574707,4.345887184143066,75.76026916503906,1.1910079717636108,3.429929733276367,2.63201904296875
80.0,0.0,0.0,Boston,0.0,None,0.0,7.222898006439209,91.49242401123047,0.1804051548242569,4.658846378326416,84.10760498046875,rff,256.0,0.005012989044189453,gaussian,0.0,24.341934204101562,4.016474723815918,75.76026916503906,2.2222347259521484,3.7532410621643066,2.004415273666382
80.0,0.0,0.0,Boston,0.0,None,0.0,4.264688968658447,33.90874099731445,0.10982778668403625,4.658846378326416,84.10760498046875,rff,512.0,0.00908517837524414,gaussian,0.0,20.50020980834961,1.262859582901001,75.76026916503906,0.629616379737854,4.069766998291016,3.0318491458892822
80.0,0.0,0.0,Boston,0.0,None,0.0,4.491063117980957,38.74720001220703,0.11740227788686752,4.658846378326416,84.10760498046875,rff,1024.0,0.02592778205871582,gaussian,0.0,30.539108276367188,1.1008222103118896,75.76026916503906,0.8956345319747925,4.408345699310303,3.286893367767334
80.0,0.0,0.0,Boston,0.0,None,0.0,4.201250076293945,32.78082275390625,0.1079857125878334,4.658846378326416,84.10760498046875,rff,2048.0,0.005095720291137695,gaussian,0.0,39.862510681152344,0.6798248291015625,75.76026916503906,0.5673306584358215,4.746511936187744,14.421257019042969
80.0,0.0,0.0,Boston,0.0,None,0.0,5.898922443389893,64.18058776855469,0.15109783411026,4.658846378326416,84.10760498046875,rff,4096.0,0.016844749450683594,gaussian,0.0,44.685386657714844,0.26032060384750366,75.76026916503906,0.3390330970287323,5.087296962738037,4.940162181854248
80.0,0.0,0.0,Boston,0.0,None,0.0,3.4679291248321533,20.47414207458496,0.08534129709005356,4.658846378326416,84.10760498046875,rff,8192.0,0.012662410736083984,gaussian,0.0,59.05586624145508,0.12006443738937378,75.76026916503906,0.20144100487232208,5.4304914474487305,3.907179117202759
80.0,0.0,0.0,Boston,0.0,None,0.0,5.479002952575684,55.59346008300781,0.14062683284282684,4.658846378326416,84.10760498046875,rff,16384.0,0.009401321411132812,gaussian,0.0,60.67717361450195,0.07590248435735703,75.76026916503906,0.09941540658473969,5.774378776550293,9.57017993927002
