seed,N,D,num_clusters,lengthscale_mult,lengthscale,kernel_var,noise_var,method,proj,ctr,feature_dist,mse,rmse,smse,test_kl,test_mnll,test_mean_mse,test_var_mse,cluster_time_ms,test_feature_time_ms
0.0,10000.0,1024.0,,0.125,2.150360584259033,0.0696360394358635,0.1353352814912796,rff,srht,0.0,None,0.012067710049450397,0.10985312944768755,0.17682886854350255,3.971569061279297,-0.02408582717180252,0.001367140095680952,3.6105002436670475e-06,0.5160450000403216,0.6935749997865059
0.0,10000.0,1024.0,,0.125,2.150360584259033,0.0696360394358635,0.1353352814912796,maclaurin,rademacher,0.0,"[414, 366, 243]",0.01473974995315075,0.12140737190611924,0.2159824271671572,5.555479049682617,-0.019293220713734627,0.001876216963864863,1.6889747712411918e-05,0.5160450000403216,1.1816989999715588
0.0,10000.0,1024.0,7373,0.125,2.150360584259033,0.0696360394358635,0.1353352814912796,maclaurin,rademacher,0.0,"[414, 366, 243]",0.014620664529502392,0.12091593993143498,0.21423746141661518,11.938945770263672,-0.012308986857533455,0.004174552392214537,8.077460051936214e-07,0.5160450000403216,925.6572359945494
0.0,10000.0,1024.0,,0.125,2.150360584259033,0.0696360394358635,0.1353352814912796,maclaurin,srht,0.0,"[8, 486, 335, 194]",0.012268619611859322,0.11076380099951122,0.17977280823502323,3.148672103881836,-0.023981116712093353,0.0010698552941903472,7.072159405652201e-06,0.5160450000403216,2.550597000208654
0.0,10000.0,1024.0,7373,0.125,2.150360584259033,0.0696360394358635,0.1353352814912796,maclaurin,srht,0.0,"[8, 486, 335, 194]",0.011582530103623867,0.10762216362638259,0.16971949812368453,4.406852722167969,-0.021761605516076088,0.001538568059913814,2.385222614975646e-07,0.5160450000403216,1981.0438939985033
0.0,10000.0,32.0,,0.25,2.150360584259033,0.0696360394358635,0.1353352814912796,rff,gaussian,0.0,None,0.03435688093304634,0.1853560922469136,0.5034334067672689,53.71949005126953,0.047434281557798386,0.018430320546030998,3.186145477229729e-05,0.503880999985995,0.3565809997780889
0.0,10000.0,32.0,,0.25,2.150360584259033,0.0696360394358635,0.1353352814912796,rff,srht,0.0,None,0.031737491488456726,0.17815019362452775,0.4650513384325503,49.65314865112305,0.03777569532394409,0.017064077779650688,3.213886884623207e-05,0.503880999985995,0.6481840000560624
0.0,10000.0,32.0,,0.25,2.150360584259033,0.0696360394358635,0.1353352814912796,maclaurin,rademacher,0.0,"[16, 15]",0.034020617604255676,0.18444678800200257,0.49850612033769204,51.13776779174805,0.045847002416849136,0.017538854852318764,3.430878496146761e-05,0.503880999985995,0.9532829999443493
0.0,10000.0,32.0,7337,0.25,2.150360584259033,0.0696360394358635,0.1353352814912796,maclaurin,rademacher,0.0,"[16, 15]",0.04120277613401413,0.20298466970196083,0.6037467137322188,81.57255554199219,0.07644239813089371,0.028224807232618332,1.3702442629437428e-05,0.503880999985995,724.7320720016432
0.0,10000.0,32.0,,0.25,2.150360584259033,0.0696360394358635,0.1353352814912796,maclaurin,srht,0.0,"[8, 23]",0.02854645438492298,0.16895696015530992,0.4182928831675511,36.388309478759766,0.026002174243330956,0.012474584393203259,3.3203858038177714e-05,0.503880999985995,1.3278959995659534
0.0,10000.0,32.0,7337,0.25,2.150360584259033,0.0696360394358635,0.1353352814912796,maclaurin,srht,0.0,"[8, 23]",0.0344984270632267,0.18573752195834503,0.5055074905780284,60.646766662597656,0.05367979779839516,0.021001074463129044,8.588677701482084e-06,0.503880999985995,1035.0171100039915
0.0,10000.0,64.0,,0.25,2.150360584259033,0.0696360394358635,0.1353352814912796,rff,gaussian,0.0,None,0.023099936544895172,0.1519866327835944,0.33848473537417734,29.43651580810547,0.0074651362374424934,0.010115469805896282,2.612161733850371e-05,0.503880999985995,0.4116769996471703
0.0,10000.0,64.0,,0.25,2.150360584259033,0.0696360394358635,0.1353352814912796,rff,srht,0.0,None,0.028182649984955788,0.16787688937121686,0.4129620357943764,36.656471252441406,0.026215635240077972,0.01261848583817482,2.5879046006593853e-05,0.503880999985995,0.6475079999290756
0.0,10000.0,64.0,,0.25,2.150360584259033,0.0696360394358635,0.1353352814912796,maclaurin,rademacher,0.0,"[33, 30]",0.026745114475488663,0.16353933617172556,0.3918977430173258,32.66961669921875,0.019624393433332443,0.011193699203431606,3.2322397601092234e-05,0.503880999985995,0.9867969997685577
0.0,10000.0,64.0,7337,0.25,2.150360584259033,0.0696360394358635,0.1353352814912796,maclaurin,rademacher,0.0,"[33, 30]",0.02669878862798214,0.16339763960345982,0.3912189276360041,37.93772506713867,0.025970645248889923,0.013171332888305187,7.672882929909974e-06,0.503880999985995,728.6428620013794
0.0,10000.0,64.0,,0.25,2.150360584259033,0.0696360394358635,0.1353352814912796,maclaurin,srht,0.0,"[8, 55]",0.02463231049478054,0.15694683970943965,0.3609387014235281,26.49808120727539,0.012240550480782986,0.009081951342523098,3.1064704671734944e-05,0.503880999985995,1.3254000000415544
0.0,10000.0,64.0,7337,0.25,2.150360584259033,0.0696360394358635,0.1353352814912796,maclaurin,srht,0.0,"[8, 55]",0.022510826587677002,0.15003608428533785,0.32985247235528387,29.97136116027832,0.01222197711467743,0.010414156131446362,4.8273241191054694e-06,0.503880999985995,1006.939238992345
0.0,10000.0,128.0,,0.25,2.150360584259033,0.0696360394358635,0.1353352814912796,rff,gaussian,0.0,None,0.02285405807197094,0.15117558689143873,0.33488186357926075,24.644207000732422,0.009002826176583767,0.008484095335006714,1.7790838683140464e-05,0.503880999985995,0.37028100041425205
0.0,10000.0,128.0,,0.25,2.150360584259033,0.0696360394358635,0.1353352814912796,rff,srht,0.0,None,0.022126255556941032,0.1487489682550472,0.32421733031416833,21.565044403076172,0.006635597441345453,0.0074249268509447575,1.661074929870665e-05,0.503880999985995,0.6281710002440377
0.0,10000.0,128.0,,0.25,2.150360584259033,0.0696360394358635,0.1353352814912796,maclaurin,rademacher,0.0,"[67, 60]",0.024441346526145935,0.15633728450419604,0.35814049510535656,26.506179809570312,0.011548607610166073,0.009082108736038208,3.1027764634927735e-05,0.503880999985995,1.003956000204198
