D,alpha,bias,comp,dataset,degree,dist_est_time,est_len,feature_dist,hier,k_mean_error,k_mean_rel_error,k_mse,k_rel_frob_error,kernel_len,kernel_var,method,pred_time,proj,seed,test_error,test_kl,test_mean_mse,test_mnll,test_var_mse
16.0,0.1,0.875,0.0,Cod_rna,20.0,0.42800068855285645,2.82842712474619,"[6, 9]",0.0,0.30332350730895996,4.415794372558594,0.15504780411720276,0.6422545313835144,2.8284270763397217,2.6790223121643066,maclaurin,0.5975582599639893,rademacher,2.0,0.08831921964883804,19170.30078125,0.4541727304458618,0.25991398096084595,0.012807183898985386
16.0,0.1,0.875,1.0,Cod_rna,20.0,0.43773674964904785,2.82842712474619,"[6, 9]",0.0,0.23607628047466278,3.095341205596924,0.09223680198192596,0.49536633491516113,2.8284270763397217,2.6790223121643066,maclaurin,0.6736660003662109,rademacher,2.0,0.08041838556528091,16663.71875,0.3694969713687897,0.2447500228881836,0.012819142080843449
16.0,0.1,0.875,0.0,Cod_rna,20.0,0.5368607044219971,2.82842712474619,"[6, 9]",0.0,0.24713575839996338,3.1240670680999756,0.10768523812294006,0.5352448225021362,2.8284270763397217,2.6790223121643066,maclaurin,0.592658519744873,srht,2.0,0.12078405171632767,23414.78125,0.6310147047042847,0.31764551997184753,0.01278818491846323
16.0,0.1,0.875,1.0,Cod_rna,20.0,0.4963712692260742,2.82842712474619,"[7, 8]",0.0,0.1757287234067917,1.9944289922714233,0.0589737705886364,0.3960990607738495,2.8284270763397217,2.6790223121643066,maclaurin,0.6712534427642822,srht,2.0,0.0980866476893425,19331.73828125,0.48454031348228455,0.2796247899532318,0.012820526957511902
16.0,0.1,0.875,0.0,Cod_rna,20.0,0.39160728454589844,2.82842712474619,"[7, 8]",0.0,0.2878519296646118,3.1916911602020264,0.1457938253879547,0.6227932572364807,2.8284270763397217,2.6790223121643066,maclaurin,0.6850314140319824,countsketch_scatter,2.0,0.1972188800573349,39192.890625,1.1562851667404175,0.4336112439632416,0.012969165109097958
16.0,0.1,0.875,0.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.6831270456314087,1.269782304763794,13.215489387512207,5.929471015930176,2.8284270763397217,2.6790223121643066,ts,0.5916950702667236,rademacher,2.0,0.1657223254442215,33495.53515625,0.9114831686019897,0.37311604619026184,0.012766568921506405
16.0,0.1,0.875,1.0,Cod_rna,20.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.7397630214691162,2.5291497707366943,3.914201498031616,3.226977586746216,2.8284270763397217,2.6790223121643066,ts,0.6874969005584717,rademacher,2.0,0.1852056384086609,38605.03125,1.1296178102493286,0.44455486536026,0.012868110090494156
16.0,0.1,0.875,0.0,Cod_rna,20.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.7011824250221252,1.5966076850891113,28.292741775512695,8.675847053527832,2.8284270763397217,2.6790223121643066,ts,0.6089949607849121,srht,2.0,0.16579227149486542,41842.234375,1.1656593084335327,0.42855244874954224,0.012495923787355423
16.0,0.1,0.875,1.0,Cod_rna,20.0,1.1920928955078125e-06,2.82842712474619,None,0.0,0.37775495648384094,1.6262619495391846,1.275467872619629,1.8420826196670532,2.8284270763397217,2.6790223121643066,ts,0.7389569282531738,srht,2.0,0.16247878968715668,31258.49609375,0.8280574083328247,0.37521928548812866,0.012768912129104137
16.0,0.1,0.875,0.0,Cod_rna,20.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.3331640660762787,1.368204951286316,0.29400718212127686,0.8844093084335327,2.8284270763397217,2.6790223121643066,ts,1.4683847427368164,countsketch_scatter,2.0,0.1259862333536148,29115.025390625,0.7646840810775757,0.3231784999370575,0.012733202427625656
16.0,0.1,0.875,0.0,Cod_rna,20.0,7.152557373046875e-07,2.82842712474619,None,1.0,0.3745904266834259,1.2763522863388062,0.33210939168930054,0.9399721026420593,2.8284270763397217,2.6790223121643066,ts,0.6582517623901367,srht,2.0,0.2554994821548462,52720.4453125,1.4312999248504639,0.5287678241729736,0.012948065996170044
16.0,0.1,0.875,1.0,Cod_rna,20.0,7.152557373046875e-07,2.82842712474619,None,1.0,0.31968146562576294,2.903362274169922,0.17701034247875214,0.6862363219261169,2.8284270763397217,2.6790223121643066,ts,0.9571354389190674,srht,2.0,0.1829856038093567,33411.5546875,0.9656628370285034,0.4126020669937134,0.012895328924059868
16.0,0.1,0.875,0.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,1.0,0.8509680032730103,4.0971479415893555,5.777376651763916,3.9204840660095215,2.8284270763397217,2.6790223121643066,ts,3.1361899375915527,countsketch_scatter,2.0,0.196173295378685,52649.49609375,1.3648035526275635,0.5058040022850037,0.012678291648626328
24.0,0.1,0.875,0.0,Cod_rna,20.0,1.1920928955078125e-06,2.82842712474619,None,0.0,0.39193856716156006,5.287003517150879,0.24338211119174957,0.8046716451644897,2.8284270763397217,2.6790223121643066,srf,0.5859208106994629,gaussian,2.0,0.1345018893480301,23507.298828125,0.67340487241745,0.3209589421749115,0.012469461187720299
24.0,0.1,0.875,1.0,Cod_rna,20.0,1.1920928955078125e-06,2.82842712474619,None,0.0,0.2776089906692505,3.513655662536621,0.12095307558774948,0.5672608613967896,2.8284270763397217,2.6790223121643066,srf,0.6878623962402344,gaussian,2.0,0.12463874369859695,22565.36328125,0.6446910500526428,0.3210396468639374,0.012446711771190166
24.0,0.1,0.875,0.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.3563321530818939,4.957366466522217,0.20734359323978424,0.7427106499671936,2.8284270763397217,2.6790223121643066,srf,0.5815958976745605,srht,2.0,0.11078467220067978,19911.4453125,0.5401968359947205,0.2938791811466217,0.012482722289860249
24.0,0.1,0.875,1.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.22810976207256317,3.294534921646118,0.09149651974439621,0.49337443709373474,2.8284270763397217,2.6790223121643066,srf,0.6885645389556885,srht,2.0,0.15554991364479065,27342.580078125,0.8339112997055054,0.3687877953052521,0.012473498471081257
24.0,0.1,0.875,0.0,Cod_rna,20.0,0.5140459537506104,2.82842712474619,"[9, 14]",0.0,0.26174938678741455,3.3725266456604004,0.11758483946323395,0.5593067407608032,2.8284270763397217,2.6790223121643066,maclaurin,0.5680146217346191,rademacher,2.0,0.05953235924243927,12451.443359375,0.26213693618774414,0.21294395625591278,0.012419027276337147
24.0,0.1,0.875,1.0,Cod_rna,20.0,0.567044734954834,2.82842712474619,"[9, 14]",0.0,0.19305865466594696,1.8890835046768188,0.07447998225688934,0.4451374411582947,2.8284270763397217,2.6790223121643066,maclaurin,0.7027692794799805,rademacher,2.0,0.06016192212700844,12561.40625,0.26589858531951904,0.21276797354221344,0.012439398095011711
24.0,0.1,0.875,0.0,Cod_rna,20.0,0.6251115798950195,2.82842712474619,"[8, 15]",0.0,0.21479660272598267,3.2398746013641357,0.08611554652452469,0.47864678502082825,2.8284270763397217,2.6790223121643066,maclaurin,0.6015923023223877,srht,2.0,0.06289371103048325,12850.388671875,0.27395346760749817,0.21921437978744507,0.012364290654659271
24.0,0.1,0.875,1.0,Cod_rna,20.0,0.6331198215484619,2.82842712474619,"[8, 15]",0.0,0.15193718671798706,1.5419408082962036,0.053560901433229446,0.3774837553501129,2.8284270763397217,2.6790223121643066,maclaurin,0.6935939788818359,srht,2.0,0.05863771587610245,12363.142578125,0.25896385312080383,0.21590881049633026,0.012357981875538826
24.0,0.1,0.875,0.0,Cod_rna,20.0,0.4784116744995117,2.82842712474619,"[10, 13]",0.0,0.22231219708919525,2.476367235183716,0.08751454204320908,0.4825190603733063,2.8284270763397217,2.6790223121643066,maclaurin,0.6713411808013916,countsketch_scatter,2.0,0.15899594128131866,30183.908203125,0.9013984203338623,0.37476086616516113,0.012589285150170326
24.0,0.1,0.875,0.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.5458866357803345,1.0004249811172485,9.950681686401367,5.1451826095581055,2.8284270763397217,2.6790223121643066,ts,0.5809400081634521,rademacher,2.0,0.1675926148891449,38247.0625,0.9743953943252563,0.37841472029685974,0.012314528226852417
24.0,0.1,0.875,1.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.22970323264598846,1.1363400220870972,0.13852515816688538,0.6070698499679565,2.8284270763397217,2.6790223121643066,ts,0.7159714698791504,rademacher,2.0,0.14069075882434845,25930.703125,0.7205470204353333,0.34695765376091003,0.012346366420388222
24.0,0.1,0.875,0.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.29641154408454895,0.6345757246017456,0.2677357792854309,0.8439710140228271,2.8284270763397217,2.6790223121643066,ts,0.6391847133636475,srht,2.0,0.15578922629356384,29436.751953125,0.8317493796348572,0.3499334156513214,0.012517883442342281
24.0,0.1,0.875,1.0,Cod_rna,20.0,1.1920928955078125e-06,2.82842712474619,None,0.0,0.2541787326335907,1.2256927490234375,0.24585320055484772,0.8087462186813354,2.8284270763397217,2.6790223121643066,ts,0.8140873908996582,srht,2.0,0.14453808963298798,27652.5859375,0.7919831275939941,0.3584737479686737,0.012352787889540195
24.0,0.1,0.875,0.0,Cod_rna,20.0,1.430511474609375e-06,2.82842712474619,None,0.0,0.3553203046321869,1.3421200513839722,0.6698516011238098,1.3349459171295166,2.8284270763397217,2.6790223121643066,ts,1.4535105228424072,countsketch_scatter,2.0,0.1596660017967224,30823.08984375,0.8462864756584167,0.37030723690986633,0.012449787929654121
24.0,0.1,0.875,0.0,Cod_rna,20.0,7.152557373046875e-07,2.82842712474619,None,1.0,0.36995112895965576,1.3807233572006226,0.32077187299728394,0.9237884283065796,2.8284270763397217,2.6790223121643066,ts,0.6738722324371338,srht,2.0,0.21766678988933563,46249.40625,1.281036376953125,0.4765110909938812,0.012557879090309143
24.0,0.1,0.875,1.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,1.0,0.3434867262840271,1.9898678064346313,0.24576227366924286,0.8085967302322388,2.8284270763397217,2.6790223121643066,ts,1.2166614532470703,srht,2.0,0.1844877153635025,30956.12890625,0.890071451663971,0.39576414227485657,0.012588011100888252
24.0,0.1,0.875,0.0,Cod_rna,20.0,7.152557373046875e-07,2.82842712474619,None,1.0,0.6135796308517456,3.417825937271118,2.5429623126983643,2.6010236740112305,2.8284270763397217,2.6790223121643066,ts,3.2114174365997314,countsketch_scatter,2.0,0.29298239946365356,50091.1953125,1.3872714042663574,0.4998052418231964,0.012208232656121254
32.0,0.1,0.875,0.0,Cod_rna,20.0,1.1920928955078125e-06,2.82842712474619,None,0.0,0.3858502507209778,4.75433874130249,0.22975954413414001,0.7818278074264526,2.8284270763397217,2.6790223121643066,srf,0.5932037830352783,gaussian,2.0,0.24084649980068207,37468.26171875,1.214226245880127,0.4823848009109497,0.012120179831981659
32.0,0.1,0.875,1.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.23274017870426178,2.960556983947754,0.08464527875185013,0.47454318404197693,2.8284270763397217,2.6790223121643066,srf,0.6779849529266357,gaussian,2.0,0.10931937396526337,17984.796875,0.506073534488678,0.29095420241355896,0.012065382674336433
32.0,0.1,0.875,0.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.286741703748703,4.343853950500488,0.14094914495944977,0.6123582124710083,2.8284270763397217,2.6790223121643066,srf,0.5727908611297607,srht,2.0,0.12922976911067963,22575.205078125,0.6632732152938843,0.313318133354187,0.012062388472259045
32.0,0.1,0.875,1.0,Cod_rna,20.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.2508065402507782,3.529860496520996,0.10617309808731079,0.5314734578132629,2.8284270763397217,2.6790223121643066,srf,0.6738739013671875,srht,2.0,0.16528789699077606,27289.65625,0.865351140499115,0.3773002624511719,0.012067876756191254
32.0,0.1,0.875,0.0,Cod_rna,20.0,0.6226828098297119,2.82842712474619,"[12, 19]",0.0,0.22947949171066284,2.9128780364990234,0.0956016406416893,0.5043209791183472,2.8284270763397217,2.6790223121643066,maclaurin,0.593994140625,rademacher,2.0,0.057724665850400925,12182.84765625,0.2642556428909302,0.21201327443122864,0.01215987280011177
32.0,0.1,0.875,1.0,Cod_rna,20.0,0.6366534233093262,2.82842712474619,"[12, 19]",0.0,0.17561639845371246,2.4612667560577393,0.05982222035527229,0.39893820881843567,2.8284270763397217,2.6790223121643066,maclaurin,0.7008781433105469,rademacher,2.0,0.05961703509092331,11682.7021484375,0.2565441429615021,0.2123960256576538,0.012159482575953007
32.0,0.1,0.875,0.0,Cod_rna,20.0,0.7337713241577148,2.82842712474619,"[8, 23]",0.0,0.16194204986095428,1.4132782220840454,0.06247413903474808,0.4076847732067108,2.8284270763397217,2.6790223121643066,maclaurin,0.578251838684082,srht,2.0,0.060423318296670914,10974.388671875,0.24233481287956238,0.20926187932491302,0.011933133006095886
32.0,0.1,0.875,1.0,Cod_rna,20.0,0.687608003616333,2.82842712474619,"[8, 23]",0.0,0.14066797494888306,1.982141137123108,0.042875491082668304,0.33773717284202576,2.8284270763397217,2.6790223121643066,maclaurin,0.7028412818908691,srht,2.0,0.05839840695261955,10797.81640625,0.22882027924060822,0.2082263082265854,0.011914411559700966
32.0,0.1,0.875,0.0,Cod_rna,20.0,0.5801553726196289,2.82842712474619,"[14, 17]",0.0,0.21084608137607574,3.2354354858398438,0.08330333977937698,0.47076648473739624,2.8284270763397217,2.6790223121643066,maclaurin,0.6881952285766602,countsketch_scatter,2.0,0.07533401995897293,13888.619140625,0.32306748628616333,0.2283310890197754,0.012395299039781094
32.0,0.1,0.875,0.0,Cod_rna,20.0,1.6689300537109375e-06,2.82842712474619,None,0.0,0.2878793179988861,0.6238491535186768,0.2704620659351349,0.8482571244239807,2.8284270763397217,2.6790223121643066,ts,0.6002731323242188,rademacher,2.0,0.10115346312522888,21590.7734375,0.5556538105010986,0.2829848825931549,0.011969024315476418
32.0,0.1,0.875,1.0,Cod_rna,20.0,1.1920928955078125e-06,2.82842712474619,None,0.0,0.3292771279811859,1.4953646659851074,0.6527248620986938,1.3177695274353027,2.8284270763397217,2.6790223121643066,ts,0.7337546348571777,rademacher,2.0,0.10395888984203339,22817.001953125,0.5902834534645081,0.2951315939426422,0.011881672777235508
32.0,0.1,0.875,0.0,Cod_rna,20.0,7.152557373046875e-07,2.82842712474619,None,0.0,1.7167701721191406,2.023519277572632,105.48567962646484,16.75217056274414,2.8284270763397217,2.6790223121643066,ts,0.6114974021911621,srht,2.0,0.1003803163766861,22787.80859375,0.6139864921569824,0.28490468859672546,0.012189991772174835
32.0,0.1,0.875,1.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.2422645390033722,1.3179773092269897,0.12538893520832062,0.5775691270828247,2.8284270763397217,2.6790223121643066,ts,0.820115327835083,srht,2.0,0.1590806245803833,27557.3984375,0.8209275007247925,0.36302122473716736,0.012019889429211617
32.0,0.1,0.875,0.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.4915946424007416,1.7991936206817627,1.368058204650879,1.9077727794647217,2.8284270763397217,2.6790223121643066,ts,1.6562459468841553,countsketch_scatter,2.0,0.17105336487293243,31892.244140625,0.9818238019943237,0.39946526288986206,0.011942134238779545
32.0,0.1,0.875,0.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,1.0,0.49455246329307556,4.18967866897583,0.5024826526641846,1.156205177307129,2.8284270763397217,2.6790223121643066,ts,0.6740128993988037,srht,2.0,0.1642717570066452,29715.49609375,0.8958318829536438,0.38248637318611145,0.012056446634232998
32.0,0.1,0.875,1.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,1.0,0.31504106521606445,1.402654767036438,0.220966175198555,0.7667208313941956,2.8284270763397217,2.6790223121643066,ts,1.1871724128723145,srht,2.0,0.1975465565919876,34574.109375,1.0811450481414795,0.43819403648376465,0.012152430601418018
32.0,0.1,0.875,0.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,1.0,0.6603894829750061,4.037323951721191,1.8316186666488647,2.2074551582336426,2.8284270763397217,2.6790223121643066,ts,3.568013906478882,countsketch_scatter,2.0,0.21420235931873322,42216.671875,1.258275032043457,0.4647091031074524,0.01189257763326168
40.0,0.1,0.875,0.0,Cod_rna,20.0,1.430511474609375e-06,2.82842712474619,None,0.0,0.3370920717716217,4.154618263244629,0.1797063648700714,0.6914424896240234,2.8284270763397217,2.6790223121643066,srf,0.5883209705352783,gaussian,2.0,0.11133692413568497,20331.48046875,0.6099591255187988,0.30307894945144653,0.011629999615252018
40.0,0.1,0.875,1.0,Cod_rna,20.0,1.1920928955078125e-06,2.82842712474619,None,0.0,0.24357667565345764,2.929579496383667,0.09368319809436798,0.49923524260520935,2.8284270763397217,2.6790223121643066,srf,0.7186853885650635,gaussian,2.0,0.1020112931728363,18393.703125,0.5201020240783691,0.29225024580955505,0.011631788685917854
40.0,0.1,0.875,0.0,Cod_rna,20.0,1.1920928955078125e-06,2.82842712474619,None,0.0,0.33922943472862244,4.840421676635742,0.19297939538955688,0.7165224552154541,2.8284270763397217,2.6790223121643066,srf,0.5876364707946777,srht,2.0,0.1009472906589508,20309.162109375,0.5781550407409668,0.28164148330688477,0.011725306510925293
40.0,0.1,0.875,1.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.18413975834846497,2.721997022628784,0.06317096203565598,0.4099520742893219,2.8284270763397217,2.6790223121643066,srf,0.7233717441558838,srht,2.0,0.088842011988163,14699.001953125,0.3848777711391449,0.2559882402420044,0.011637185700237751
40.0,0.1,0.875,0.0,Cod_rna,20.0,0.7545380592346191,2.82842712474619,"[15, 24]",0.0,0.1822718381881714,2.0424811840057373,0.06521064043045044,0.41651782393455505,2.8284270763397217,2.6790223121643066,maclaurin,0.6040177345275879,rademacher,2.0,0.05946608632802963,11226.716796875,0.24900248646736145,0.21076366305351257,0.011883808299899101
40.0,0.1,0.875,1.0,Cod_rna,20.0,0.7385215759277344,2.82842712474619,"[15, 24]",0.0,0.18139444291591644,2.3685991764068604,0.06495717912912369,0.4157075881958008,2.8284270763397217,2.6790223121643066,maclaurin,0.7284939289093018,rademacher,2.0,0.05587279424071312,10772.8505859375,0.23479777574539185,0.20711152255535126,0.011882761493325233
40.0,0.1,0.875,0.0,Cod_rna,20.0,0.8413815498352051,2.82842712474619,"[8, 31]",0.0,0.1557513326406479,2.0028669834136963,0.05221303924918175,0.37270382046699524,2.8284270763397217,2.6790223121643066,maclaurin,0.6109158992767334,srht,2.0,0.05493397265672684,9690.337890625,0.20747904479503632,0.20068280398845673,0.011583682149648666
40.0,0.1,0.875,1.0,Cod_rna,20.0,0.788017749786377,2.82842712474619,"[8, 31]",0.0,0.13680800795555115,1.3692735433578491,0.04768168553709984,0.3561640977859497,2.8284270763397217,2.6790223121643066,maclaurin,0.728609561920166,srht,2.0,0.0559132918715477,9673.3759765625,0.20728068053722382,0.20185871422290802,0.011581216007471085
40.0,0.1,0.875,0.0,Cod_rna,20.0,0.6845057010650635,2.82842712474619,"[17, 22]",0.0,0.24037060141563416,2.8729798793792725,0.11713183671236038,0.5582282543182373,2.8284270763397217,2.6790223121643066,maclaurin,0.7140805721282959,countsketch_scatter,2.0,0.1158984899520874,19713.8984375,0.5745447278022766,0.2980082631111145,0.012219232507050037
40.0,0.1,0.875,0.0,Cod_rna,20.0,1.1920928955078125e-06,2.82842712474619,None,0.0,0.36470311880111694,0.8505826592445374,1.062239646911621,1.681069254875183,2.8284270763397217,2.6790223121643066,ts,0.5965707302093506,rademacher,2.0,0.08978819847106934,17804.453125,0.442550390958786,0.2585328221321106,0.011701244860887527
40.0,0.1,0.875,1.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.2414320409297943,1.0033680200576782,0.19496186077594757,0.7201935052871704,2.8284270763397217,2.6790223121643066,ts,0.7623171806335449,rademacher,2.0,0.10128232091665268,18837.73828125,0.5314286947250366,0.2878071069717407,0.011531530879437923
40.0,0.1,0.875,0.0,Cod_rna,20.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.32143715023994446,0.6415811777114868,1.066643238067627,1.6845500469207764,2.8284270763397217,2.6790223121643066,ts,0.6499497890472412,srht,2.0,0.135032057762146,29251.978515625,0.7832828164100647,0.33039796352386475,0.011745976284146309
40.0,0.1,0.875,1.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.3062649667263031,1.2089084386825562,0.3816234767436981,1.0076087713241577,2.8284270763397217,2.6790223121643066,ts,0.9185957908630371,srht,2.0,0.09651458263397217,17328.6953125,0.4770738184452057,0.27342429757118225,0.011605924926698208
40.0,0.1,0.875,0.0,Cod_rna,20.0,1.1920928955078125e-06,2.82842712474619,None,0.0,0.39255398511886597,1.7210191488265991,0.6748961806297302,1.3399630784988403,2.8284270763397217,2.6790223121643066,ts,1.6589035987854004,countsketch_scatter,2.0,0.10889966785907745,20417.884765625,0.5616762638092041,0.2940312325954437,0.011735256761312485
40.0,0.1,0.875,0.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,1.0,1.9870598316192627,13.583395957946777,14.259592056274414,6.1592512130737305,2.8284270763397217,2.6790223121643066,ts,0.7058930397033691,srht,2.0,0.20172522962093353,36408.515625,1.1336796283721924,0.43556275963783264,0.011524875648319721
40.0,0.1,0.875,1.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,1.0,0.2665483057498932,1.8537652492523193,0.14089754223823547,0.6122461557388306,2.8284270763397217,2.6790223121643066,ts,1.6928660869598389,srht,2.0,0.1440373808145523,25279.91015625,0.7609599828720093,0.3476104438304901,0.011700576171278954
40.0,0.1,0.875,0.0,Cod_rna,20.0,1.1920928955078125e-06,2.82842712474619,None,1.0,0.6553618311882019,4.793614864349365,1.4016425609588623,1.9310476779937744,2.8284270763397217,2.6790223121643066,ts,3.670999050140381,countsketch_scatter,2.0,0.1679423600435257,31435.169921875,0.9848695993423462,0.39368173480033875,0.011647209525108337
8.0,0.1,0.875,0.0,Cod_rna,20.0,1.6689300537109375e-06,2.82842712474619,None,0.0,0.7008867263793945,8.903676986694336,0.7680304050445557,1.4366755485534668,2.8284270763397217,2.6790223121643066,srf,0.5875866413116455,gaussian,3.0,0.28151774406433105,58433.41015625,1.5289020538330078,0.5508791208267212,0.012676884420216084
8.0,0.1,0.875,1.0,Cod_rna,20.0,1.1920928955078125e-06,2.82842712474619,None,0.0,0.5269062519073486,7.123497486114502,0.4336596727371216,1.0795531272888184,2.8284270763397217,2.6790223121643066,srf,0.6621472835540771,gaussian,3.0,0.27607256174087524,56510.9453125,1.5369911193847656,0.5423256158828735,0.012664508074522018
8.0,0.1,0.875,0.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.696204662322998,9.19608211517334,0.7613204717636108,1.4303860664367676,2.8284270763397217,2.6790223121643066,srf,0.5660367012023926,srht,3.0,0.2877875864505768,61160.0703125,1.6557250022888184,0.5777031779289246,0.012675530277192593
8.0,0.1,0.875,1.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,0.0,0.38803520798683167,6.435537338256836,0.2636423408985138,0.8417382836341858,2.8284270763397217,2.6790223121643066,srf,0.6566050052642822,srht,3.0,0.2036949098110199,42382.1015625,1.1638298034667969,0.46064409613609314,0.012669014744460583
8.0,0.1,0.875,0.0,Cod_rna,20.0,0.39446020126342773,2.82842712474619,"[3, 4]",0.0,0.3551257252693176,4.209835529327393,0.21147999167442322,0.7538833022117615,2.8284270763397217,2.6790223121643066,maclaurin,0.5793747901916504,rademacher,3.0,0.29081758856773376,55405.8828125,1.6102216243743896,0.5443003177642822,0.012646717019379139
8.0,0.1,0.875,1.0,Cod_rna,20.0,0.3905510902404785,2.82842712474619,"[3, 4]",0.0,0.277371346950531,3.102065324783325,0.13173328340053558,0.5950003862380981,2.8284270763397217,2.6790223121643066,maclaurin,0.659125566482544,rademacher,3.0,0.2404562383890152,53545.015625,1.5347466468811035,0.5181681513786316,0.012681699357926846
8.0,0.1,0.875,0.0,Cod_rna,20.0,0.49599385261535645,2.82842712474619,"[3, 4]",0.0,0.33396774530410767,3.861152410507202,0.18217405676841736,0.6997014880180359,2.8284270763397217,2.6790223121643066,maclaurin,0.5581626892089844,srht,3.0,0.2645048201084137,53068.859375,1.5756187438964844,0.5422229766845703,0.012649182230234146
8.0,0.1,0.875,1.0,Cod_rna,20.0,0.45979833602905273,2.82842712474619,"[3, 4]",0.0,0.30159077048301697,3.673302412033081,0.15459531545639038,0.6445664167404175,2.8284270763397217,2.6790223121643066,maclaurin,0.6636962890625,srht,3.0,0.1719958633184433,40962.86328125,1.1009167432785034,0.4123808443546295,0.01265508309006691
8.0,0.1,0.875,0.0,Cod_rna,20.0,0.36144208908081055,2.82842712474619,"[3, 4]",0.0,0.3572702705860138,4.3337249755859375,0.22325895726680756,0.774593710899353,2.8284270763397217,2.6790223121643066,maclaurin,0.6151838302612305,countsketch_scatter,3.0,0.2315760850906372,53339.4765625,1.612163782119751,0.5589936971664429,0.01263513695448637
8.0,0.1,0.875,0.0,Cod_rna,20.0,1.430511474609375e-06,2.82842712474619,None,0.0,0.3132421672344208,0.7575254440307617,0.4499035179615021,1.099586009979248,2.8284270763397217,2.6790223121643066,ts,0.5749659538269043,rademacher,3.0,0.26902589201927185,60584.65625,1.5647448301315308,0.5480374097824097,0.012687512673437595
8.0,0.1,0.875,1.0,Cod_rna,20.0,7.152557373046875e-07,2.82842712474619,None,0.0,0.46911290287971497,2.0728812217712402,1.0137102603912354,1.6505413055419922,2.8284270763397217,2.6790223121643066,ts,0.6892094612121582,rademacher,3.0,0.27793917059898376,56322.51953125,1.4594013690948486,0.5458859801292419,0.012652648612856865
8.0,0.1,0.875,0.0,Cod_rna,20.0,1.430511474609375e-06,2.82842712474619,None,0.0,0.32546934485435486,0.7615881562232971,0.2994469106197357,0.8970763683319092,2.8284270763397217,2.6790223121643066,ts,0.6108922958374023,srht,3.0,0.23900935053825378,52026.1484375,1.3749045133590698,0.49957773089408875,0.012610380537807941
8.0,0.1,0.875,1.0,Cod_rna,20.0,1.1920928955078125e-06,2.82842712474619,None,0.0,0.6182260513305664,2.176790475845337,2.6565043926239014,2.6719281673431396,2.8284270763397217,2.6790223121643066,ts,0.7212343215942383,srht,3.0,0.2762603163719177,54390.84765625,1.475463628768921,0.5410364270210266,0.012630167417228222
8.0,0.1,0.875,0.0,Cod_rna,20.0,1.6689300537109375e-06,2.82842712474619,None,0.0,0.41731399297714233,2.007359266281128,0.4529407024383545,1.1032912731170654,2.8284270763397217,2.6790223121643066,ts,1.3620243072509766,countsketch_scatter,3.0,0.22716914117336273,50270.28125,1.296535849571228,0.48756682872772217,0.012560675852000713
8.0,0.1,0.875,0.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,1.0,0.4671417474746704,2.8601760864257812,0.5230441093444824,1.1856012344360352,2.8284270763397217,2.6790223121643066,ts,0.6557817459106445,srht,3.0,0.2912888526916504,71959.828125,1.720089077949524,0.608963668346405,0.012719865888357162
8.0,0.1,0.875,1.0,Cod_rna,20.0,1.1920928955078125e-06,2.82842712474619,None,1.0,0.44789376854896545,3.7685492038726807,0.3642713725566864,0.9894230365753174,2.8284270763397217,2.6790223121643066,ts,0.9410221576690674,srht,3.0,0.2451135367155075,53420.16015625,1.347564458847046,0.5230796337127686,0.012644357047975063
8.0,0.1,0.875,0.0,Cod_rna,20.0,9.5367431640625e-07,2.82842712474619,None,1.0,0.4801817536354065,2.027355432510376,1.1567846536636353,1.763176441192627,2.8284270763397217,2.6790223121643066,ts,2.7293598651885986,countsketch_scatter,3.0,0.29582831263542175,64375.1171875,1.384428858757019,0.531252920627594,0.012521917000412941
