D,alpha,bias,comp,dataset,degree,dist_est_time,est_len,feature_dist,hier,k_mean_error,k_mean_rel_error,k_mse,k_rel_frob_error,kernel_len,kernel_var,method,pred_time,proj,seed,test_error,test_kl,test_mean_mse,test_mnll,test_var_mse
16.0,0.1,0.875,1.0,Cod_rna,20.0,1.9073486328125e-06,2.82842712474619,None,0.0,0.2560763955116272,3.733849048614502,0.11427679657936096,0.5526825189590454,2.8284270763397217,2.6790223121643066,srf,0.6650152206420898,srht,0.0,0.1354738473892212,27288.2109375,0.7621550559997559,0.34925639629364014,0.012619190849363804
16.0,0.1,0.875,0.0,Cod_rna,20.0,0.470900297164917,2.82842712474619,"[6, 9]",0.0,0.4203830063343048,6.739675998687744,0.36156073212623596,0.9830765128135681,2.8284270763397217,2.6790223121643066,maclaurin,0.5854215621948242,rademacher,0.0,0.19673658907413483,40109.3828125,1.2649106979370117,0.458063542842865,0.012574993073940277
16.0,0.1,0.875,1.0,Cod_rna,20.0,0.4502427577972412,2.82842712474619,"[6, 9]",0.0,0.20710819959640503,1.8071101903915405,0.09041795879602432,0.49161380529403687,2.8284270763397217,2.6790223121643066,maclaurin,0.6737475395202637,rademacher,0.0,0.16791659593582153,31576.705078125,0.9676388502120972,0.3871252238750458,0.012557907029986382
16.0,0.1,0.875,0.0,Cod_rna,20.0,0.561025857925415,2.82842712474619,"[6, 9]",0.0,0.24827727675437927,2.5736775398254395,0.11971992254257202,0.5656918287277222,2.8284270763397217,2.6790223121643066,maclaurin,0.5905148983001709,srht,0.0,0.13349680602550507,26070.16015625,0.7397255301475525,0.34145450592041016,0.012563723139464855
16.0,0.1,0.875,1.0,Cod_rna,20.0,0.5247898101806641,2.82842712474619,"[7, 8]",0.0,0.18535815179347992,2.164248466491699,0.06589458882808685,0.41968318819999695,2.8284270763397217,2.6790223121643066,maclaurin,0.6767053604125977,srht,0.0,0.11441478878259659,22649.453125,0.6126400828361511,0.299980103969574,0.012558680959045887
16.0,0.1,0.875,0.0,Cod_rna,20.0,0.42958855628967285,2.82842712474619,"[7, 8]",0.0,0.29329898953437805,3.036043405532837,0.1536240130662918,0.6408055424690247,2.8284270763397217,2.6790223121643066,maclaurin,0.7058942317962646,countsketch_scatter,0.0,0.08513826876878738,17283.37109375,0.40799185633659363,0.2531483471393585,0.012668877840042114
16.0,0.1,0.875,0.0,Cod_rna,20.0,1.6689300537109375e-06,2.82842712474619,None,0.0,0.3428043723106384,0.8319777846336365,0.676637589931488,1.3448529243469238,2.8284270763397217,2.6790223121643066,ts,0.5821149349212646,rademacher,0.0,0.19207561016082764,41089.64453125,1.1995866298675537,0.43287408351898193,0.012595280073583126
16.0,0.1,0.875,1.0,Cod_rna,20.0,1.6689300537109375e-06,2.82842712474619,None,0.0,0.34425175189971924,1.7197446823120117,0.2954137921333313,0.8886118531227112,2.8284270763397217,2.6790223121643066,ts,0.7029001712799072,rademacher,0.0,0.21747535467147827,41061.04296875,1.232075810432434,0.46498051285743713,0.012610814534127712
16.0,0.1,0.875,0.0,Cod_rna,20.0,1.430511474609375e-06,2.82842712474619,None,0.0,0.30294713377952576,0.6654226183891296,0.26503318548202515,0.8416796922683716,2.8284270763397217,2.6790223121643066,ts,0.6241135597229004,srht,0.0,0.18209832906723022,34617.84375,1.044110894203186,0.3962772786617279,0.012537841685116291
16.0,0.1,0.875,1.0,Cod_rna,20.0,1.6689300537109375e-06,2.82842712474619,None,0.0,0.28647926449775696,1.2603700160980225,0.43762022256851196,1.0815470218658447,2.8284270763397217,2.6790223121643066,ts,0.7524268627166748,srht,0.0,0.17944017052650452,36796.20703125,1.0845921039581299,0.4203342795372009,0.012517288327217102
16.0,0.1,0.875,0.0,Cod_rna,20.0,1.430511474609375e-06,2.82842712474619,None,0.0,0.3823605477809906,2.1117091178894043,0.5989671945571899,1.265313744544983,2.8284270763397217,2.6790223121643066,ts,1.5427956581115723,countsketch_scatter,0.0,0.19281931221485138,40104.3515625,1.1550941467285156,0.4353431463241577,0.012645217590034008
16.0,0.1,0.875,0.0,Cod_rna,20.0,2.1457672119140625e-06,2.82842712474619,None,1.0,3.9563820362091064,35.87708282470703,55.27571487426758,12.155250549316406,2.8284270763397217,2.6790223121643066,ts,0.6695032119750977,srht,0.0,0.26585596799850464,53389.7578125,1.549644112586975,0.5393379330635071,0.01265119481831789
16.0,0.1,0.875,1.0,Cod_rna,20.0,1.6689300537109375e-06,2.82842712474619,None,1.0,0.4064018428325653,3.552670478820801,0.2864890396595001,0.8750860095024109,2.8284270763397217,2.6790223121643066,ts,1.080613374710083,srht,0.0,0.17497432231903076,38690.03125,1.0972577333450317,0.4237421154975891,0.01266271062195301
16.0,0.1,0.875,0.0,Cod_rna,20.0,1.9073486328125e-06,2.82842712474619,None,1.0,0.429107666015625,2.5058236122131348,0.4501991868019104,1.0969809293746948,2.8284270763397217,2.6790223121643066,ts,3.59606671333313,countsketch_scatter,0.0,0.2520718574523926,53897.17578125,1.5871555805206299,0.5349094271659851,0.012652634643018246
24.0,0.1,0.875,0.0,Cod_rna,20.0,1.9073486328125e-06,2.82842712474619,None,0.0,0.45836883783340454,5.440652847290039,0.3306172490119934,0.9400684237480164,2.8284270763397217,2.6790223121643066,srf,0.5871834754943848,gaussian,0.0,0.2229536473751068,40218.8125,1.3294495344161987,0.4793708920478821,0.012269501574337482
24.0,0.1,0.875,1.0,Cod_rna,20.0,1.6689300537109375e-06,2.82842712474619,None,0.0,0.28771495819091797,3.560807704925537,0.1286434531211853,0.5863953828811646,2.8284270763397217,2.6790223121643066,srf,0.6846919059753418,gaussian,0.0,0.15386003255844116,26978.47265625,0.8295938372612,0.36168116331100464,0.012200918979942799
24.0,0.1,0.875,0.0,Cod_rna,20.0,1.9073486328125e-06,2.82842712474619,None,0.0,0.416934609413147,5.917994022369385,0.2849715054035187,0.8727652430534363,2.8284270763397217,2.6790223121643066,srf,0.5744493007659912,srht,0.0,0.15758219361305237,30759.880859375,0.9364550709724426,0.3676117956638336,0.012289172038435936
24.0,0.1,0.875,1.0,Cod_rna,20.0,1.6689300537109375e-06,2.82842712474619,None,0.0,0.22523804008960724,3.479579210281372,0.08711577951908112,0.4825531244277954,2.8284270763397217,2.6790223121643066,srf,0.6877706050872803,srht,0.0,0.13689497113227844,27241.435546875,0.8289854526519775,0.3525921106338501,0.012207250110805035
24.0,0.1,0.875,0.0,Cod_rna,20.0,0.6017053127288818,2.82842712474619,"[9, 14]",0.0,0.24184972047805786,2.612682819366455,0.11235833913087845,0.5480237007141113,2.8284270763397217,2.6790223121643066,maclaurin,0.5958843231201172,rademacher,0.0,0.056675393134355545,13207.1767578125,0.27656233310699463,0.21464744210243225,0.012146689929068089
24.0,0.1,0.875,1.0,Cod_rna,20.0,0.609224796295166,2.82842712474619,"[9, 14]",0.0,0.18113891780376434,1.891365885734558,0.06575817614793777,0.4192485511302948,2.8284270763397217,2.6790223121643066,maclaurin,0.6878092288970947,rademacher,0.0,0.061373185366392136,15599.580078125,0.38059237599372864,0.21858476102352142,0.012205326929688454
24.0,0.1,0.875,0.0,Cod_rna,20.0,0.6973412036895752,2.82842712474619,"[8, 15]",0.0,0.18532826006412506,1.9569932222366333,0.0761544480919838,0.4511743187904358,2.8284270763397217,2.6790223121643066,maclaurin,0.5836770534515381,srht,0.0,0.06727487593889236,13421.7890625,0.3093239367008209,0.2252080738544464,0.012098625302314758
24.0,0.1,0.875,1.0,Cod_rna,20.0,0.6610803604125977,2.82842712474619,"[8, 15]",0.0,0.15285368263721466,1.7244842052459717,0.049993306398391724,0.36555489897727966,2.8284270763397217,2.6790223121643066,maclaurin,0.6865177154541016,srht,0.0,0.05999992787837982,11749.8583984375,0.24781937897205353,0.21199370920658112,0.012106018140912056
24.0,0.1,0.875,0.0,Cod_rna,20.0,0.5638449192047119,2.82842712474619,"[10, 13]",0.0,0.24784797430038452,3.051384210586548,0.10725449025630951,0.5354321599006653,2.8284270763397217,2.6790223121643066,maclaurin,0.6982414722442627,countsketch_scatter,0.0,0.14525601267814636,28714.669921875,0.8209043741226196,0.3548409044742584,0.012462341226637363
24.0,0.1,0.875,0.0,Cod_rna,20.0,1.9073486328125e-06,2.82842712474619,None,0.0,0.27394768595695496,0.6075763702392578,0.3332718014717102,0.9438347816467285,2.8284270763397217,2.6790223121643066,ts,0.5873360633850098,rademacher,0.0,0.17238612473011017,32577.125,0.9413431286811829,0.3806866705417633,0.012195735238492489
24.0,0.1,0.875,1.0,Cod_rna,20.0,2.384185791015625e-06,2.82842712474619,None,0.0,0.3085445463657379,1.316007137298584,0.31583112478256226,0.9188067317008972,2.8284270763397217,2.6790223121643066,ts,0.7196865081787109,rademacher,0.0,0.19922906160354614,35368.71484375,1.0720632076263428,0.42847493290901184,0.012121365405619144
24.0,0.1,0.875,0.0,Cod_rna,20.0,1.430511474609375e-06,2.82842712474619,None,0.0,0.4149317443370819,0.7897838950157166,3.07010555267334,2.864661931991577,2.8284270763397217,2.6790223121643066,ts,0.6412196159362793,srht,0.0,0.13126203417778015,30494.74609375,0.8395769596099854,0.3296220600605011,0.012231054715812206
24.0,0.1,0.875,1.0,Cod_rna,20.0,1.430511474609375e-06,2.82842712474619,None,0.0,0.23874320089817047,1.127061128616333,0.16577236354351044,0.6656604409217834,2.8284270763397217,2.6790223121643066,ts,0.8257098197937012,srht,0.0,0.14065761864185333,25662.158203125,0.7328071594238281,0.34501367807388306,0.012181092984974384
24.0,0.1,0.875,0.0,Cod_rna,20.0,1.430511474609375e-06,2.82842712474619,None,0.0,0.6619833707809448,2.1275475025177,7.017973899841309,4.331143856048584,2.8284270763397217,2.6790223121643066,ts,1.630540370941162,countsketch_scatter,0.0,0.1268109232187271,24237.92578125,0.693493664264679,0.3150184750556946,0.012127666734158993
24.0,0.1,0.875,0.0,Cod_rna,20.0,1.6689300537109375e-06,2.82842712474619,None,1.0,1.980826735496521,10.985926628112793,26.3033447265625,8.38498306274414,2.8284270763397217,2.6790223121643066,ts,0.678656816482544,srht,0.0,0.23733051121234894,47192.75,1.2505799531936646,0.45390260219573975,0.012016681022942066
24.0,0.1,0.875,1.0,Cod_rna,20.0,1.430511474609375e-06,2.82842712474619,None,1.0,0.8618833422660828,8.483071327209473,1.5375030040740967,2.027237892150879,2.8284270763397217,2.6790223121643066,ts,1.260883092880249,srht,0.0,0.1659064143896103,32925.7734375,1.019266963005066,0.39717790484428406,0.012222756631672382
24.0,0.1,0.875,0.0,Cod_rna,20.0,1.1920928955078125e-06,2.82842712474619,None,1.0,0.41922736167907715,3.17118239402771,0.3876194357872009,1.017886757850647,2.8284270763397217,2.6790223121643066,ts,3.618861675262451,countsketch_scatter,0.0,0.24702799320220947,48930.41015625,1.4937735795974731,0.519365668296814,0.012183674611151218
32.0,0.1,0.875,0.0,Cod_rna,20.0,2.86102294921875e-06,2.82842712474619,None,0.0,0.34899193048477173,4.5807647705078125,0.19450928270816803,0.7210525274276733,2.8284270763397217,2.6790223121643066,srf,0.57120680809021,gaussian,0.0,0.14214500784873962,25871.71875,0.8110588192939758,0.3486831486225128,0.011804369278252125
32.0,0.1,0.875,1.0,Cod_rna,20.0,1.9073486328125e-06,2.82842712474619,None,0.0,0.2556942105293274,3.0517961978912354,0.10770905017852783,0.5365656018257141,2.8284270763397217,2.6790223121643066,srf,0.6931562423706055,gaussian,0.0,0.08508672565221786,15664.1484375,0.4324703514575958,0.2638793885707855,0.011761882342398167
32.0,0.1,0.875,0.0,Cod_rna,20.0,1.9073486328125e-06,2.82842712474619,None,0.0,0.3451094925403595,5.6336259841918945,0.21449093520641327,0.7571836113929749,2.8284270763397217,2.6790223121643066,srf,0.5812544822692871,srht,0.0,0.15004216134548187,26961.685546875,0.8321125507354736,0.3545462489128113,0.01176383625715971
32.0,0.1,0.875,1.0,Cod_rna,20.0,1.9073486328125e-06,2.82842712474619,None,0.0,0.23230163753032684,2.833484172821045,0.08188728988170624,0.46784818172454834,2.8284270763397217,2.6790223121643066,srf,0.6877219676971436,srht,0.0,0.12403494864702225,23065.17578125,0.6793131828308105,0.32318758964538574,0.011822392232716084
32.0,0.1,0.875,0.0,Cod_rna,20.0,0.776536226272583,2.82842712474619,"[12, 19]",0.0,0.2344229519367218,2.4726641178131104,0.10310184210538864,0.524964451789856,2.8284270763397217,2.6790223121643066,maclaurin,0.5979070663452148,rademacher,0.0,0.058755528181791306,12832.68359375,0.28642141819000244,0.21167808771133423,0.011907624080777168
32.0,0.1,0.875,1.0,Cod_rna,20.0,0.7488672733306885,2.82842712474619,"[12, 19]",0.0,0.15599627792835236,1.277555227279663,0.055865805596113205,0.3864290118217468,2.8284270763397217,2.6790223121643066,maclaurin,0.6989855766296387,rademacher,0.0,0.05750376731157303,11898.5361328125,0.257601261138916,0.21277806162834167,0.011890046298503876
32.0,0.1,0.875,0.0,Cod_rna,20.0,0.8102574348449707,2.82842712474619,"[8, 23]",0.0,0.17811280488967896,1.4392220973968506,0.07075925171375275,0.4348989427089691,2.8284270763397217,2.6790223121643066,maclaurin,0.5955464839935303,srht,0.0,0.056211505085229874,11341.75390625,0.2550922930240631,0.21056005358695984,0.011649221181869507
32.0,0.1,0.875,1.0,Cod_rna,20.0,0.7441771030426025,2.82842712474619,"[8, 23]",0.0,0.14957143366336823,1.7492045164108276,0.04869233816862106,0.3607671856880188,2.8284270763397217,2.6790223121643066,maclaurin,0.7009909152984619,srht,0.0,0.056159961968660355,10245.69140625,0.21802014112472534,0.20577721297740936,0.011673172935843468
32.0,0.1,0.875,0.0,Cod_rna,20.0,0.7106118202209473,2.82842712474619,"[14, 17]",0.0,0.19751563668251038,2.015059232711792,0.08572887629270554,0.4786965250968933,2.8284270763397217,2.6790223121643066,maclaurin,0.6910858154296875,countsketch_scatter,0.0,0.06481921672821045,12645.923828125,0.2785055935382843,0.21690630912780762,0.01208297349512577
32.0,0.1,0.875,0.0,Cod_rna,20.0,2.1457672119140625e-06,2.82842712474619,None,0.0,0.2723296880722046,0.6491858959197998,0.535237193107605,1.1961065530776978,2.8284270763397217,2.6790223121643066,ts,0.5910754203796387,rademacher,0.0,0.13463443517684937,29125.861328125,0.843216598033905,0.3432070314884186,0.011825968511402607
32.0,0.1,0.875,1.0,Cod_rna,20.0,1.430511474609375e-06,2.82842712474619,None,0.0,0.236267551779747,1.0328757762908936,0.1463172435760498,0.6253806352615356,2.8284270763397217,2.6790223121643066,ts,0.7484054565429688,rademacher,0.0,0.11726070195436478,24671.3359375,0.7090140581130981,0.3238721787929535,0.011715758591890335
32.0,0.1,0.875,0.0,Cod_rna,20.0,1.430511474609375e-06,2.82842712474619,None,0.0,0.5791312456130981,0.9626254439353943,11.866634368896484,5.631971836090088,2.8284270763397217,2.6790223121643066,ts,0.6512801647186279,srht,0.0,0.12847134470939636,24304.587890625,0.7050765156745911,0.31245237588882446,0.01185437012463808
32.0,0.1,0.875,1.0,Cod_rna,20.0,1.6689300537109375e-06,2.82842712474619,None,0.0,0.41782447695732117,1.4592665433883667,1.5326787233352661,2.024055004119873,2.8284270763397217,2.6790223121643066,ts,0.8432071208953857,srht,0.0,0.10972435772418976,20543.453125,0.5656031370162964,0.3001921772956848,0.011660287156701088
32.0,0.1,0.875,0.0,Cod_rna,20.0,1.1920928955078125e-06,2.82842712474619,None,0.0,0.27680081129074097,1.2289539575576782,0.2340569943189621,0.7909654974937439,2.8284270763397217,2.6790223121643066,ts,1.6209497451782227,countsketch_scatter,0.0,0.16501544415950775,29790.3046875,0.9084904193878174,0.3753737509250641,0.011777259409427643
32.0,0.1,0.875,0.0,Cod_rna,20.0,1.430511474609375e-06,2.82842712474619,None,1.0,1.133054494857788,10.06403923034668,3.5599801540374756,3.0847537517547607,2.8284270763397217,2.6790223121643066,ts,0.6895625591278076,srht,0.0,0.19049985706806183,36477.3203125,1.1496148109436035,0.4406445026397705,0.01177333202213049
32.0,0.1,0.875,1.0,Cod_rna,20.0,1.1920928955078125e-06,2.82842712474619,None,1.0,0.3805309534072876,3.425258159637451,0.2709648013114929,0.8510462045669556,2.8284270763397217,2.6790223121643066,ts,1.3006486892700195,srht,0.0,0.14635682106018066,28291.908203125,0.8758562207221985,0.365375816822052,0.011804504320025444
32.0,0.1,0.875,0.0,Cod_rna,20.0,1.6689300537109375e-06,2.82842712474619,None,1.0,0.42844104766845703,3.315159559249878,0.4426405429840088,1.0877330303192139,2.8284270763397217,2.6790223121643066,ts,3.722248077392578,countsketch_scatter,0.0,0.19971872866153717,42938.0390625,1.2703615427017212,0.44409701228141785,0.011772430501878262
40.0,0.1,0.875,0.0,Cod_rna,20.0,2.384185791015625e-06,2.82842712474619,None,0.0,0.3055035471916199,3.6869423389434814,0.15079136192798615,0.634870171546936,2.8284270763397217,2.6790223121643066,srf,0.5934126377105713,gaussian,0.0,0.14764171838760376,22502.35546875,0.7032857537269592,0.33158689737319946,0.011398420669138432
40.0,0.1,0.875,1.0,Cod_rna,20.0,1.6689300537109375e-06,2.82842712474619,None,0.0,0.21824225783348083,2.891833543777466,0.07678960263729095,0.4530518651008606,2.8284270763397217,2.6790223121643066,srf,0.721010684967041,gaussian,0.0,0.08457865566015244,13980.716796875,0.3924168348312378,0.25018754601478577,0.011386956088244915
40.0,0.1,0.875,0.0,Cod_rna,20.0,1.9073486328125e-06,2.82842712474619,None,0.0,0.24489322304725647,3.4755656719207764,0.09969762712717056,0.5162250995635986,2.8284270763397217,2.6790223121643066,srf,0.5942933559417725,srht,0.0,0.09221808612346649,15765.1708984375,0.4478908181190491,0.262724906206131,0.011381207033991814
40.0,0.1,0.875,1.0,Cod_rna,20.0,1.6689300537109375e-06,2.82842712474619,None,0.0,0.16933919489383698,2.484469175338745,0.04998854920268059,0.36553755402565,2.8284270763397217,2.6790223121643066,srf,0.7161533832550049,srht,0.0,0.08575678616762161,14054.2763671875,0.39062201976776123,0.25171154737472534,0.011399907059967518
40.0,0.1,0.875,0.0,Cod_rna,20.0,0.8617889881134033,2.82842712474619,"[15, 24]",0.0,0.19042807817459106,2.550842523574829,0.06987059861421585,0.4321593642234802,2.8284270763397217,2.6790223121643066,maclaurin,0.5978901386260986,rademacher,0.0,0.05952499434351921,10666.84375,0.2355870008468628,0.2065965235233307,0.011654067784547806
40.0,0.1,0.875,1.0,Cod_rna,20.0,0.8762321472167969,2.82842712474619,"[15, 24]",0.0,0.16591018438339233,1.9692904949188232,0.054328788071870804,0.3810761272907257,2.8284270763397217,2.6790223121643066,maclaurin,0.7184197902679443,rademacher,0.0,0.055640850216150284,10330.416015625,0.23006486892700195,0.20684215426445007,0.011630593799054623
40.0,0.1,0.875,0.0,Cod_rna,20.0,0.9275562763214111,2.82842712474619,"[8, 31]",0.0,0.17144742608070374,1.5620564222335815,0.06536456197500229,0.41799190640449524,2.8284270763397217,2.6790223121643066,maclaurin,0.5897996425628662,srht,0.0,0.05487874522805214,9966.248046875,0.22057166695594788,0.2019229382276535,0.011354035697877407
40.0,0.1,0.875,1.0,Cod_rna,20.0,0.9094159603118896,2.82842712474619,"[8, 31]",0.0,0.13662533462047577,1.5751363039016724,0.04440596327185631,0.34452229738235474,2.8284270763397217,2.6790223121643066,maclaurin,0.728111743927002,srht,0.0,0.053450264036655426,9563.791015625,0.20775043964385986,0.20063571631908417,0.01137094758450985
40.0,0.1,0.875,0.0,Cod_rna,20.0,0.9402766227722168,2.82842712474619,"[17, 22]",0.0,0.18293939530849457,1.875686764717102,0.07111101597547531,0.43597859144210815,2.8284270763397217,2.6790223121643066,maclaurin,0.7171437740325928,countsketch_scatter,0.0,0.08619122207164764,14442.833984375,0.3830947279930115,0.24723605811595917,0.011851134710013866
40.0,0.1,0.875,0.0,Cod_rna,20.0,1.430511474609375e-06,2.82842712474619,None,0.0,0.45974695682525635,0.8751192092895508,4.125046730041504,3.320558547973633,2.8284270763397217,2.6790223121643066,ts,0.5848331451416016,rademacher,0.0,0.11157990992069244,21815.853515625,0.62088942527771,0.2824307382106781,0.011566788889467716
40.0,0.1,0.875,1.0,Cod_rna,20.0,1.430511474609375e-06,2.82842712474619,None,0.0,0.2129281461238861,0.963394045829773,0.13469791412353516,0.6000357270240784,2.8284270763397217,2.6790223121643066,ts,0.7648401260375977,rademacher,0.0,0.10697784274816513,19023.990234375,0.5477928519248962,0.2905139923095703,0.011322163976728916
