,Unnamed: 0,D,alpha,bias,comp,dataset,degree,dist_est_time,dummy_error,dummy_mnll,est_len,feature_dist,hier,k_mean_error,k_mean_rel_error,k_mse,k_rel_frob_error,k_rel_frob_error_comp,kernel_len,kernel_var,method,pred_time,proj,seed,test_error,test_kl,test_label_var,test_mean_mse,test_mnll,test_var_mse
12,12,1024.0,0.01,0.875,1.0,FashionMNIST,20.0,9.5367431640625e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.0844377800822258,0.2535194158554077,0.02323419973254204,0.2654885053634644,0.34807026386260986,2.8284270763397217,3.895009994506837,poly_sketch,4.699242353439331,rademacher,0.0,0.14790000021457672,1686.303955078125,0.09000001102685927,0.3899410963058472,0.423512190580368,1.011903166770935
13,13,1024.0,0.01,0.875,0.0,FashionMNIST,20.0,9.5367431640625e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.11155030131340027,0.2371352314949036,0.06509220600128174,0.4443716704845429,0.0,2.8284270763397217,3.895009994506837,poly_sketch,1.5848045349121094,srht,0.0,0.16529999673366547,2929.686767578125,0.09000001102685927,0.7323985695838928,0.4817784130573273,1.2648591995239258
14,14,1024.0,0.01,0.875,1.0,FashionMNIST,20.0,1.1920928955078123e-06,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.07830397039651871,0.24489375948905945,0.0174066461622715,0.2297943979501724,0.3195270001888275,2.8284270763397217,3.895009994506837,poly_sketch,4.86725926399231,srht,0.0,0.14899998903274536,1671.2554931640625,0.09000001102685927,0.3871607184410095,0.4247545897960663,1.0060216188430786
15,15,1024.0,0.01,0.875,0.0,FashionMNIST,20.0,1.1920928955078123e-06,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.11201292276382446,0.3500256836414337,0.036547619849443436,0.3329748511314392,0.0,2.8284270763397217,3.895009994506837,poly_sketch,4.2634334564208975,countsketch_scatter,0.0,0.1599999964237213,2206.333984375,0.09000001102685927,0.6787060499191284,0.4545935392379761,1.0113294124603271
16,16,1024.0,0.01,0.875,0.0,FashionMNIST,20.0,7.152557373046875e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,1.0,0.1789773255586624,0.7248044610023499,0.05958552286028863,0.42515987157821655,0.0,2.8284270763397217,3.895009994506837,poly_sketch,1.9694185256958008,rademacher,0.0,0.16049998998641968,2491.82421875,0.09000001102685927,0.7545189857482909,0.4659964144229889,1.1592634916305542
17,17,1024.0,0.01,0.875,0.0,FashionMNIST,20.0,7.152557373046875e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,1.0,0.1773844063282013,0.7678509354591371,0.056323658674955375,0.4133589267730713,0.0,2.8284270763397217,3.895009994506837,poly_sketch,1.497053861618042,srht,0.0,0.15469999611377716,2167.967529296875,0.09000001102685927,0.7195352911949158,0.4599194228649139,1.008456110954285
18,18,1024.0,0.01,0.875,1.0,FashionMNIST,20.0,1.430511474609375e-06,0.8999999761581421,2.302584886550904,2.82842712474619,None,1.0,0.1084831804037094,0.4685285687446594,0.02101103402674198,0.25246754288673395,0.32642292976379395,2.8284270763397217,3.895009994506837,poly_sketch,6.4720845222473145,srht,0.0,0.14559999108314514,1509.510986328125,0.09000001102685927,0.3933107852935791,0.41881096363067627,0.9631671905517578
19,19,1024.0,0.01,0.875,0.0,FashionMNIST,20.0,1.1920928955078123e-06,0.8999999761581421,2.302584886550904,2.82842712474619,None,1.0,0.12703485786914825,0.5539408922195435,0.0280943550169468,0.29193851351737976,0.0,2.8284270763397217,3.895009994506837,poly_sketch,11.884230613708494,countsketch_scatter,0.0,0.15429998934268951,2208.57666015625,0.09000001102685927,0.7359963655471802,0.4605450034141541,1.0115770101547241
20,20,2048.0,0.01,0.875,0.0,FashionMNIST,20.0,1.430511474609375e-06,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.09157770127058028,0.4454383552074432,0.01862797513604164,0.2377194315195084,0.0,2.8284270763397217,3.895009994506837,maclaurin_p,1.8462786674499512,rademacher,0.0,0.13910000026226044,1631.78369140625,0.09000001102685927,0.4836074113845825,0.4081736207008362,0.8534423708915709
21,21,2048.0,0.01,0.875,0.0,FashionMNIST,20.0,7.152557373046875e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.09458840638399124,0.5169965028762817,0.021701980382204056,0.25658518075942993,0.0,2.8284270763397217,3.895009994506837,maclaurin_p,1.973182678222656,srht,0.0,0.14149999618530273,1546.0302734375,0.09000001102685927,0.4630885720252991,0.41112831234931946,0.8106920123100281
22,22,2048.0,0.01,0.875,0.0,FashionMNIST,20.0,1.430511474609375e-06,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.07555782794952393,0.4090227484703064,0.008934020064771175,0.16462862491607666,0.0,2.8284270763397217,3.895009994506837,srf,1.4579975605010986,gaussian,0.0,0.13570000231266022,1001.9986572265624,0.09000001102685927,0.4228571355342865,0.4026189744472504,0.4235853850841522
23,23,2048.0,0.01,0.875,1.0,FashionMNIST,20.0,7.152557373046875e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.05190256983041763,0.2759479284286499,0.0042025214061141005,0.1129111498594284,0.15262636542320251,2.8284270763397217,3.895009994506837,srf,8.071011066436768,gaussian,0.0,0.13210000097751615,661.5830078125,0.09000001102685927,0.2291886657476425,0.3809029757976532,0.4177458584308624
24,24,2048.0,0.01,0.875,0.0,FashionMNIST,20.0,9.5367431640625e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.060794688761234277,0.3377118408679962,0.005958397407084704,0.13444560766220093,0.0,2.8284270763397217,3.895009994506837,srf,1.9053788185119631,srht,0.0,0.1339000016450882,986.4960327148438,0.09000001102685927,0.4207037687301636,0.4044826626777649,0.406375914812088
25,25,2048.0,0.01,0.875,1.0,FashionMNIST,20.0,9.5367431640625e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.048264529556035995,0.28124919533729553,0.0037618724163621664,0.10682770609855652,0.1511269360780716,2.8284270763397217,3.895009994506837,srf,8.327583789825441,srht,0.0,0.13099999725818634,642.9860229492188,0.09000001102685927,0.2223448008298874,0.38014572858810425,0.41101500391960144
26,26,2048.0,0.01,0.875,0.0,FashionMNIST,20.0,31.180232763290405,0.8999999761581421,2.302584886550904,2.82842712474619,"[501, 780, 766]",0.0,0.06021976470947265,0.2839898765087128,0.00720160361379385,0.14780749380588531,0.0,2.8284270763397217,3.895009994506837,maclaurin,1.738558292388916,rademacher,0.0,0.13570000231266022,1341.0479736328125,0.09000001102685927,0.3172605335712433,0.3877862989902496,0.8392864465713501
27,27,2048.0,0.01,0.875,1.0,FashionMNIST,20.0,31.161279439926147,0.8999999761581421,2.302584886550904,2.82842712474619,"[435, 643, 588, 381]",0.0,0.04744136333465576,0.2501403093338013,0.0037151705473661423,0.10616252571344376,0.14132462441921234,2.8284270763397217,3.895009994506837,maclaurin,9.772449731826784,rademacher,0.0,0.12870000302791595,856.8531494140625,0.09000001102685927,0.2010270208120346,0.3755365014076233,0.6211838722229004
28,28,2048.0,0.01,0.875,0.0,FashionMNIST,20.0,32.01562118530273,0.8999999761581421,2.302584886550904,2.82842712474619,"[501, 780, 766]",0.0,0.057889044284820564,0.27380797266960144,0.006945575587451458,0.14515632390975952,0.0,2.8284270763397217,3.895009994506837,maclaurin,1.8766059875488281,srht,0.0,0.1322999894618988,1315.18603515625,0.09000001102685927,0.31254127621650696,0.3945546448230744,0.827977180480957
29,29,2048.0,0.01,0.875,1.0,FashionMNIST,20.0,30.644922733306885,0.8999999761581421,2.302584886550904,2.82842712474619,"[436, 643, 587, 381]",0.0,0.045299679040908813,0.2311982810497284,0.003560604760423303,0.10393067449331284,0.14136524498462674,2.8284270763397217,3.895009994506837,maclaurin,9.569016218185423,srht,0.0,0.12799999117851255,820.0277709960938,0.09000001102685927,0.1890389770269394,0.3726834058761597,0.6049860119819641
30,30,2048.0,0.01,0.875,0.0,FashionMNIST,20.0,30.77174663543701,0.8999999761581421,2.302584886550904,2.82842712474619,"[499, 654, 557, 337]",0.0,0.06439939886331557,0.3163753151893616,0.007161894813179971,0.14739944040775302,0.0,2.8284270763397217,3.895009994506837,maclaurin,2.4361724853515625,countsketch_scatter,0.0,0.13220000267028809,1167.20703125,0.09000001102685927,0.3666778802871704,0.39720964431762695,0.6449838876724243
31,31,2048.0,0.01,0.875,0.0,FashionMNIST,20.0,9.5367431640625e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.10109218209981916,0.19813209772109985,0.06525994092226027,0.4449438452720642,0.0,2.8284270763397217,3.895009994506837,poly_sketch,2.276371479034424,rademacher,0.0,0.15309999883174896,1814.4129638671875,0.09000001102685927,0.5229434370994568,0.4330625832080841,0.9271612167358398
32,32,2048.0,0.01,0.875,1.0,FashionMNIST,20.0,9.5367431640625e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.06291718780994415,0.18937036395072931,0.011047152802348135,0.183065727353096,0.2414646893739701,2.8284270763397217,3.895009994506837,poly_sketch,12.27695894241333,rademacher,0.0,0.13619999587535858,844.8037109375,0.09000001102685927,0.2390100359916687,0.39093562960624695,0.5480809211730957
33,33,2048.0,0.01,0.875,0.0,FashionMNIST,20.0,9.5367431640625e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.0922851860523224,0.18989865481853485,0.07066246122121811,0.4629949629306793,0.0,2.8284270763397217,3.895009994506837,poly_sketch,1.966700315475464,srht,0.0,0.14710000157356262,1807.891845703125,0.09000001102685927,0.4904800653457642,0.4364481270313263,0.9171688556671144
34,34,2048.0,0.01,0.875,1.0,FashionMNIST,20.0,9.5367431640625e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.05847728997468949,0.17994730174541473,0.008563447743654251,0.16117815673351288,0.21580591797828674,2.8284270763397217,3.895009994506837,poly_sketch,10.65614128112793,srht,0.0,0.1348000019788742,878.1703491210938,0.09000001102685927,0.2384512424468994,0.3881646394729614,0.5552284121513367
35,35,2048.0,0.01,0.875,0.0,FashionMNIST,20.0,1.1920928955078123e-06,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.08157996833324432,0.24971865117549896,0.017698587849736214,0.2317134290933609,0.0,2.8284270763397217,3.895009994506837,poly_sketch,7.764272689819336,countsketch_scatter,0.0,0.14010000228881836,1202.03515625,0.09000001102685927,0.4352620244026184,0.4113584756851196,0.5352497696876526
36,36,2048.0,0.01,0.875,0.0,FashionMNIST,20.0,9.5367431640625e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,1.0,0.15410131216049194,0.6437654495239258,0.0454498790204525,0.3713199198246002,0.0,2.8284270763397217,3.895009994506837,poly_sketch,5.154608726501465,rademacher,0.0,0.1404999941587448,1254.2249755859375,0.09000001102685927,0.4867022931575775,0.4167381823062897,0.5785073041915894
37,37,2048.0,0.01,0.875,0.0,FashionMNIST,20.0,9.5367431640625e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,1.0,0.1309015452861786,0.4383846819400787,0.03405177593231201,0.3214043378829956,0.0,2.8284270763397217,3.895009994506837,poly_sketch,2.9125118255615234,srht,0.0,0.13920000195503235,1323.9468994140625,0.09000001102685927,0.4326947033405304,0.41813191771507263,0.7448511719703674
38,38,2048.0,0.01,0.875,1.0,FashionMNIST,20.0,1.1920928955078123e-06,0.8999999761581421,2.302584886550904,2.82842712474619,None,1.0,0.06954339146614075,0.3054800927639008,0.008070790208876133,0.15647317469120026,0.19878064095973969,2.8284270763397217,3.895009994506837,poly_sketch,17.227411031723022,srht,0.0,0.12999999523162842,766.5596313476562,0.09000001102685927,0.2282836437225341,0.3772571086883545,0.5351324677467346
39,39,2048.0,0.01,0.875,0.0,FashionMNIST,20.0,1.430511474609375e-06,0.8999999761581421,2.302584886550904,2.82842712474619,None,1.0,0.09523575752973557,0.4130906760692597,0.015839451923966408,0.21920575201511386,0.0,2.8284270763397217,3.895009994506837,poly_sketch,18.674578428268433,countsketch_scatter,0.0,0.1379999965429306,1172.3221435546875,0.09000001102685927,0.4656985104084015,0.41199666261672974,0.5210223793983461
40,40,3072.0,0.01,0.875,0.0,FashionMNIST,20.0,9.5367431640625e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.077198326587677,0.3946363627910614,0.01140661258250475,0.18602025508880607,0.0,2.8284270763397217,3.895009994506837,maclaurin_p,4.24226975440979,rademacher,0.0,0.12919999659061432,1201.7054443359375,0.09000001102685927,0.3951193690299988,0.3906582295894623,0.6107375621795654
41,41,3072.0,0.01,0.875,0.0,FashionMNIST,20.0,1.6689300537109375e-06,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.07110109180212021,0.3494783937931061,0.0094975046813488,0.1697409600019455,0.0,2.8284270763397217,3.895009994506837,maclaurin_p,3.714500904083252,srht,0.0,0.13609999418258667,1173.6072998046875,0.09000001102685927,0.3818821907043457,0.3946441411972046,0.61441969871521
42,42,3072.0,0.01,0.875,0.0,FashionMNIST,20.0,1.6689300537109375e-06,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.05672283843159676,0.3039826452732086,0.0050666965544223785,0.1239779144525528,0.0,2.8284270763397217,3.895009994506837,srf,3.966873407363892,gaussian,0.0,0.12839999794960022,666.9638061523438,0.09000001102685927,0.3149488568305969,0.3863047361373901,0.2256177663803101
43,43,3072.0,0.01,0.875,1.0,FashionMNIST,20.0,1.430511474609375e-06,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.04024636372923851,0.2101169973611832,0.0025606958661228427,0.08813752979040146,0.12286043167114258,2.8284270763397217,3.895009994506837,srf,19.446593284606934,gaussian,0.0,0.12280000001192093,395.85205078125,0.09000001102685927,0.15668345987796786,0.3551537394523621,0.2245228141546249
44,44,3072.0,0.01,0.875,0.0,FashionMNIST,20.0,1.430511474609375e-06,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.049508363008499146,0.2717297673225403,0.003905032062903047,0.1088414192199707,0.0,2.8284270763397217,3.895009994506837,srf,3.7764782905578613,srht,0.0,0.1297999918460846,637.1983032226562,0.09000001102685927,0.3008820116519928,0.3840552270412445,0.21644964814186096
45,45,3072.0,0.01,0.875,1.0,FashionMNIST,20.0,9.5367431640625e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.039959561079740524,0.2348376363515854,0.0025636192876845607,0.08818782866001129,0.12520362436771393,2.8284270763397217,3.895009994506837,srf,21.5164258480072,srht,0.0,0.12370000034570695,382.6659240722656,0.09000001102685927,0.15079158544540405,0.3614270091056824,0.2219155728816986
46,46,3072.0,0.01,0.875,0.0,FashionMNIST,20.0,45.43777418136597,0.8999999761581421,2.302584886550904,2.82842712474619,"[593, 924, 907, 647]",0.0,0.056553132832050323,0.2896118760108948,0.005544377956539393,0.12969054281711578,0.0,2.8284270763397217,3.895009994506837,maclaurin,3.1459295749664307,rademacher,0.0,0.12960000336170194,820.0875854492188,0.09000001102685927,0.2726651430130005,0.3774976134300232,0.4484966695308685
47,47,3072.0,0.01,0.875,1.0,FashionMNIST,20.0,45.68484377861023,0.8999999761581421,2.302584886550904,2.82842712474619,"[653, 965, 881, 572]",0.0,0.0376463457942009,0.19313043355941767,0.002356959506869316,0.0845586284995079,0.11440301686525345,2.8284270763397217,3.895009994506837,maclaurin,17.605883121490482,rademacher,0.0,0.12449999898672105,592.0555419921875,0.09000001102685927,0.15091058611869812,0.3612699210643768,0.4369130432605744
48,48,3072.0,0.01,0.875,0.0,FashionMNIST,20.0,47.08007645606994,0.8999999761581421,2.302584886550904,2.82842712474619,"[594, 924, 906, 647]",0.0,0.05259031057357788,0.26193103194236755,0.004907052032649517,0.12200909107923508,0.0,2.8284270763397217,3.895009994506837,maclaurin,3.426988363265991,srht,0.0,0.13009999692440033,794.0639038085938,0.09000001102685927,0.2593385577201843,0.3759484887123108,0.4423393905162811
49,49,3072.0,0.01,0.875,1.0,FashionMNIST,20.0,45.523627758026116,0.8999999761581421,2.302584886550904,2.82842712474619,"[653, 965, 881, 572]",0.0,0.034150205552577965,0.17385639250278473,0.001986818155273795,0.07763560116291046,0.10444598644971848,2.8284270763397217,3.895009994506837,maclaurin,19.84107565879821,srht,0.0,0.1233999952673912,570.6271362304688,0.09000001102685927,0.14187529683113098,0.3581889569759369,0.4249720871448517
50,50,3072.0,0.01,0.875,0.0,FashionMNIST,20.0,44.53500413894653,0.8999999761581421,2.302584886550904,2.82842712474619,"[748, 982, 835, 506]",0.0,0.052446283400058746,0.2649703919887543,0.004605185706168413,0.11819672584533693,0.0,2.8284270763397217,3.895009994506837,maclaurin,4.890662431716919,countsketch_scatter,0.0,0.12610000371932986,820.2455444335938,0.09000001102685927,0.27852603793144226,0.37695562839508057,0.4501450955867767
51,51,3072.0,0.01,0.875,0.0,FashionMNIST,20.0,1.1920928955078123e-06,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.08895929902791977,0.17282900214195251,0.08034133911132812,0.4936866760253906,0.0,2.8284270763397217,3.895009994506837,poly_sketch,4.51861047744751,rademacher,0.0,0.13580000400543213,1437.4859619140625,0.09000001102685927,0.4131529331207275,0.4049188196659088,0.7900425791740417
52,52,3072.0,0.01,0.875,1.0,FashionMNIST,20.0,1.1444091796875e-05,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.05166713893413544,0.1584082543849945,0.007465010974556208,0.15048635005950928,0.1982049643993377,2.8284270763397217,3.895009994506837,poly_sketch,21.838226556777954,rademacher,0.0,0.1232999935746193,573.138671875,0.09000001102685927,0.17613956332206726,0.3671303689479828,0.3593020141124725
53,53,3072.0,0.01,0.875,0.0,FashionMNIST,20.0,9.5367431640625e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.08405613899230957,0.16116826236248016,0.04060248658061028,0.35096046328544617,0.0,2.8284270763397217,3.895009994506837,poly_sketch,3.823714256286621,srht,0.0,0.1371999979019165,1363.052001953125,0.09000001102685927,0.3949334621429443,0.4063211679458618,0.6999401450157166
54,54,3072.0,0.01,0.875,1.0,FashionMNIST,20.0,9.5367431640625e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.04909641295671463,0.1490926742553711,0.0063038887456059465,0.13828852772712708,0.1825798749923706,2.8284270763397217,3.895009994506837,poly_sketch,24.67308735847473,srht,0.0,0.12619999051094055,572.3703002929688,0.09000001102685927,0.17610599100589752,0.3688909709453583,0.3553428053855896
55,55,3072.0,0.01,0.875,0.0,FashionMNIST,20.0,9.5367431640625e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.06424400210380554,0.1997821033000946,0.01034414954483509,0.17714513838291168,0.0,2.8284270763397217,3.895009994506837,poly_sketch,10.9166100025177,countsketch_scatter,0.0,0.1331999897956848,832.1830444335938,0.09000001102685927,0.3281849026679993,0.3948792815208435,0.3578042387962341
56,56,3072.0,0.01,0.875,0.0,FashionMNIST,20.0,7.152557373046875e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,1.0,0.09717872738838196,0.4021404683589935,0.016408270224928856,0.22310703992843628,0.0,2.8284270763397217,3.895009994506837,poly_sketch,9.976101636886595,rademacher,0.0,0.13130000233650208,895.7066650390625,0.09000001102685927,0.3517376184463501,0.3904730975627899,0.4332579672336577
57,57,3072.0,0.01,0.875,0.0,FashionMNIST,20.0,1.430511474609375e-06,0.8999999761581421,2.302584886550904,2.82842712474619,None,1.0,0.09170976281166077,0.3632586300373077,0.015895005315542218,0.21958982944488525,0.0,2.8284270763397217,3.895009994506837,poly_sketch,4.60757303237915,srht,0.0,0.1322999894618988,875.2201538085938,0.09000001102685927,0.331684410572052,0.3880138993263245,0.4549371004104614
58,58,3072.0,0.01,0.875,1.0,FashionMNIST,20.0,9.5367431640625e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,1.0,0.05876947939395905,0.26039862632751465,0.005866057239472866,0.13339975476264954,0.17781096696853638,2.8284270763397217,3.895009994506837,poly_sketch,29.11711549758911,srht,0.0,0.12619999051094055,484.1801452636719,0.09000001102685927,0.1725182980298996,0.3639289140701294,0.3038589358329773
59,59,3072.0,0.01,0.875,0.0,FashionMNIST,20.0,7.152557373046875e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,1.0,0.08375251293182373,0.369352787733078,0.012111694552004336,0.1916833370923996,0.0,2.8284270763397217,3.895009994506837,poly_sketch,25.91063690185547,countsketch_scatter,0.0,0.13199999928474426,762.2801513671875,0.09000001102685927,0.3302506506443024,0.38370898365974426,0.3059053421020508
60,60,4096.0,0.01,0.875,0.0,FashionMNIST,20.0,1.430511474609375e-06,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.06834310293197632,0.3423518240451813,0.00936418678611517,0.1685454100370407,0.0,2.8284270763397217,3.895009994506837,maclaurin_p,6.1871325969696045,rademacher,0.0,0.13089999556541446,967.1481323242188,0.09000001102685927,0.3318515419960022,0.3879537582397461,0.4909244477748871
61,61,4096.0,0.01,0.875,0.0,FashionMNIST,20.0,9.5367431640625e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.06463961303234099,0.3475606441497803,0.01104551088064909,0.1830521374940872,0.0,2.8284270763397217,3.895009994506837,maclaurin_p,6.299149990081787,srht,0.0,0.12680000066757202,961.0069580078124,0.09000001102685927,0.3296741247177124,0.38035908341407776,0.4915373325347901
62,62,4096.0,0.01,0.875,0.0,FashionMNIST,20.0,1.1920928955078123e-06,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.05368049442768097,0.28879404067993164,0.00451543228700757,0.117039255797863,0.0,2.8284270763397217,3.895009994506837,srf,4.6498191356658936,gaussian,0.0,0.1257999986410141,482.261962890625,0.09000001102685927,0.24012431502342224,0.3771083056926727,0.13921348750591278
63,63,4096.0,0.01,0.875,1.0,FashionMNIST,20.0,9.5367431640625e-07,0.8999999761581421,2.302584886550904,2.82842712474619,None,0.0,0.03616948798298837,0.19142547249794006,0.002050949726253748,0.07887863367795944,0.10958144068717957,2.8284270763397217,3.895009994506837,srf,29.86351609230041,gaussian,0.0,0.12289999425411224,282.6800231933594,0.09000001102685927,0.12306441366672514,0.3551228642463684,0.1373962014913559
