D,complex_real,error_prob,error_std,hierarchical,p,proj
64.0,0.0,0.28060001134872437,0.0,0.0,2.0,countsketch_scatter
128.0,0.0,0.13040000200271606,0.0,0.0,2.0,countsketch_scatter
192.0,0.0,0.07029999792575836,0.0,0.0,2.0,countsketch_scatter
256.0,0.0,0.03973333165049553,0.0,0.0,2.0,countsketch_scatter
320.0,0.0,0.025299999862909317,0.0,0.0,2.0,countsketch_scatter
384.0,0.0,0.017266666516661644,0.0,0.0,2.0,countsketch_scatter
448.0,0.0,0.01283333357423544,0.0,0.0,2.0,countsketch_scatter
512.0,0.0,0.009666666388511658,0.0,0.0,2.0,countsketch_scatter
576.0,0.0,0.008100000210106373,0.0,0.0,2.0,countsketch_scatter
640.0,0.0,0.006166666746139526,0.0,0.0,2.0,countsketch_scatter
704.0,0.0,0.005766666494309902,0.0,0.0,2.0,countsketch_scatter
768.0,0.0,0.004466666840016842,0.0,0.0,2.0,countsketch_scatter
832.0,0.0,0.0038666666951030493,0.0,0.0,2.0,countsketch_scatter
896.0,0.0,0.003533333307132125,0.0,0.0,2.0,countsketch_scatter
960.0,0.0,0.0031666667200624943,0.0,0.0,2.0,countsketch_scatter
1024.0,0.0,0.0026666666381061077,0.0,0.0,2.0,countsketch_scatter
1088.0,0.0,0.0023333332501351833,0.0,0.0,2.0,countsketch_scatter
1152.0,0.0,0.002133333357051015,0.0,0.0,2.0,countsketch_scatter
1216.0,0.0,0.0026333334390074015,0.0,0.0,2.0,countsketch_scatter
1280.0,0.0,0.002166666556149721,0.0,0.0,2.0,countsketch_scatter
1344.0,0.0,0.0025333333760499954,0.0,0.0,2.0,countsketch_scatter
1408.0,0.0,0.002133333357051015,0.0,0.0,2.0,countsketch_scatter
1472.0,0.0,0.0017000000225380063,0.0,0.0,2.0,countsketch_scatter
1536.0,0.0,0.0017000000225380063,0.0,0.0,2.0,countsketch_scatter
1600.0,0.0,0.0015666666440665722,0.0,0.0,2.0,countsketch_scatter
1664.0,0.0,0.001366666634567082,0.0,0.0,2.0,countsketch_scatter
1728.0,0.0,0.0015999999595806003,0.0,0.0,2.0,countsketch_scatter
1792.0,0.0,0.0013000000035390258,0.0,0.0,2.0,countsketch_scatter
1856.0,0.0,0.0017999999690800905,0.0,0.0,2.0,countsketch_scatter
64.0,0.0,0.4572666585445404,0.0,0.0,2.0,gaussian
128.0,0.0,0.2993333339691162,0.0,0.0,2.0,gaussian
192.0,0.0,0.20389999449253082,0.0,0.0,2.0,gaussian
256.0,0.0,0.14353333413600922,0.0,0.0,2.0,gaussian
320.0,0.0,0.1049666702747345,0.0,0.0,2.0,gaussian
384.0,0.0,0.08049999922513962,0.0,0.0,2.0,gaussian
448.0,0.0,0.05843333154916763,0.0,0.0,2.0,gaussian
512.0,0.0,0.041733331978321075,0.0,0.0,2.0,gaussian
576.0,0.0,0.033799998462200165,0.0,0.0,2.0,gaussian
640.0,0.0,0.02563333325088024,0.0,0.0,2.0,gaussian
704.0,0.0,0.019600000232458115,0.0,0.0,2.0,gaussian
768.0,0.0,0.015466666780412197,0.0,0.0,2.0,gaussian
832.0,0.0,0.01209999993443489,0.0,0.0,2.0,gaussian
896.0,0.0,0.008799999952316284,0.0,0.0,2.0,gaussian
960.0,0.0,0.006966666784137487,0.0,0.0,2.0,gaussian
1024.0,0.0,0.00559999980032444,0.0,0.0,2.0,gaussian
1088.0,0.0,0.00570000009611249,0.0,0.0,2.0,gaussian
1152.0,0.0,0.0038333332631736994,0.0,0.0,2.0,gaussian
1216.0,0.0,0.0032333333510905504,0.0,0.0,2.0,gaussian
1280.0,0.0,0.002733333269134164,0.0,0.0,2.0,gaussian
1344.0,0.0,0.0019333333475515246,0.0,0.0,2.0,gaussian
1408.0,0.0,0.0017333333380520344,0.0,0.0,2.0,gaussian
1472.0,0.0,0.0012333333725109696,0.0,0.0,2.0,gaussian
1536.0,0.0,0.0009666666737757623,0.0,0.0,2.0,gaussian
1600.0,0.0,0.0007666666642762721,0.0,0.0,2.0,gaussian
1664.0,0.0,0.0006666666595265269,0.0,0.0,2.0,gaussian
1728.0,0.0,0.0003000000142492354,0.0,0.0,2.0,gaussian
1792.0,0.0,0.000366666674381122,0.0,0.0,2.0,gaussian
1856.0,0.0,0.0005333333392627537,0.0,0.0,2.0,gaussian
64.0,1.0,0.39809998869895935,0.0,0.0,2.0,gaussian
128.0,1.0,0.23563332855701447,0.0,0.0,2.0,gaussian
192.0,1.0,0.15016666054725647,0.0,0.0,2.0,gaussian
256.0,1.0,0.09666666388511658,0.0,0.0,2.0,gaussian
320.0,1.0,0.0660666674375534,0.0,0.0,2.0,gaussian
384.0,1.0,0.04436666518449783,0.0,0.0,2.0,gaussian
448.0,1.0,0.030033333227038383,0.0,0.0,2.0,gaussian
512.0,1.0,0.019966667518019676,0.0,0.0,2.0,gaussian
