D,complex_real,error_prob,error_std,hierarchical,p,proj
1664.0,1.0,9.999999747378752e-05,0.0,0.0,2.0,gaussian
1728.0,1.0,3.333333370392211e-05,0.0,0.0,2.0,gaussian
1792.0,1.0,3.333333370392211e-05,0.0,0.0,2.0,gaussian
1856.0,1.0,0.0,0.0,0.0,2.0,gaussian
64.0,0.0,0.3676333427429199,0.0,0.0,2.0,rademacher
128.0,0.0,0.2074333280324936,0.0,0.0,2.0,rademacher
192.0,0.0,0.12383333593606949,0.0,0.0,2.0,rademacher
256.0,0.0,0.07676666975021362,0.0,0.0,2.0,rademacher
320.0,0.0,0.04893333464860916,0.0,0.0,2.0,rademacher
384.0,0.0,0.030533334240317345,0.0,0.0,2.0,rademacher
448.0,0.0,0.02160000056028366,0.0,0.0,2.0,rademacher
512.0,0.0,0.014299999922513962,0.0,0.0,2.0,rademacher
576.0,0.0,0.009499999694526196,0.0,0.0,2.0,rademacher
640.0,0.0,0.005266666878014803,0.0,0.0,2.0,rademacher
704.0,0.0,0.0038666666951030493,0.0,0.0,2.0,rademacher
768.0,0.0,0.0027000000700354576,0.0,0.0,2.0,rademacher
832.0,0.0,0.0019666666630655527,0.0,0.0,2.0,rademacher
896.0,0.0,0.00143333338201046,0.0,0.0,2.0,rademacher
960.0,0.0,0.0008333333535119891,0.0,0.0,2.0,rademacher
1024.0,0.0,0.0005666666547767818,0.0,0.0,2.0,rademacher
1088.0,0.0,0.0004666666791308671,0.0,0.0,2.0,rademacher
1152.0,0.0,0.00026666666963137686,0.0,0.0,2.0,rademacher
1216.0,0.0,0.00013333333481568843,0.0,0.0,2.0,rademacher
1280.0,0.0,0.00023333333956543356,0.0,0.0,2.0,rademacher
1344.0,0.0,0.00013333333481568843,0.0,0.0,2.0,rademacher
1408.0,0.0,3.333333370392211e-05,0.0,0.0,2.0,rademacher
1472.0,0.0,6.666666740784422e-05,0.0,0.0,2.0,rademacher
1536.0,0.0,3.333333370392211e-05,0.0,0.0,2.0,rademacher
1600.0,0.0,6.666666740784422e-05,0.0,0.0,2.0,rademacher
1664.0,0.0,0.0,0.0,0.0,2.0,rademacher
1728.0,0.0,0.0,0.0,0.0,2.0,rademacher
1792.0,0.0,3.333333370392211e-05,0.0,0.0,2.0,rademacher
1856.0,0.0,0.0,0.0,0.0,2.0,rademacher
64.0,1.0,0.3200666606426239,0.0,0.0,2.0,rademacher
128.0,1.0,0.15600000321865082,0.0,0.0,2.0,rademacher
192.0,1.0,0.08429999649524689,0.0,0.0,2.0,rademacher
256.0,1.0,0.045133333653211594,0.0,0.0,2.0,rademacher
320.0,1.0,0.02446666732430458,0.0,0.0,2.0,rademacher
384.0,1.0,0.01549999974668026,0.0,0.0,2.0,rademacher
448.0,1.0,0.008566666394472122,0.0,0.0,2.0,rademacher
512.0,1.0,0.006033333484083414,0.0,0.0,2.0,rademacher
576.0,1.0,0.0030333332251757383,0.0,0.0,2.0,rademacher
640.0,1.0,0.0017999999690800905,0.0,0.0,2.0,rademacher
704.0,1.0,0.001500000013038516,0.0,0.0,2.0,rademacher
768.0,1.0,0.000733333348762244,0.0,0.0,2.0,rademacher
832.0,1.0,0.00039999998989515007,0.0,0.0,2.0,rademacher
896.0,1.0,0.0003000000142492354,0.0,0.0,2.0,rademacher
960.0,1.0,9.999999747378752e-05,0.0,0.0,2.0,rademacher
1024.0,1.0,3.333333370392211e-05,0.0,0.0,2.0,rademacher
1088.0,1.0,0.0,0.0,0.0,2.0,rademacher
1152.0,1.0,3.333333370392211e-05,0.0,0.0,2.0,rademacher
1216.0,1.0,0.0,0.0,0.0,2.0,rademacher
1280.0,1.0,0.0,0.0,0.0,2.0,rademacher
1344.0,1.0,0.0,0.0,0.0,2.0,rademacher
1408.0,1.0,3.333333370392211e-05,0.0,0.0,2.0,rademacher
1472.0,1.0,0.0,0.0,0.0,2.0,rademacher
1536.0,1.0,6.666666740784422e-05,0.0,0.0,2.0,rademacher
1600.0,1.0,0.0,0.0,0.0,2.0,rademacher
1664.0,1.0,3.333333370392211e-05,0.0,0.0,2.0,rademacher
1728.0,1.0,0.0,0.0,0.0,2.0,rademacher
1792.0,1.0,0.0,0.0,0.0,2.0,rademacher
1856.0,1.0,0.0,0.0,0.0,2.0,rademacher
64.0,0.0,0.07863333076238632,0.0,0.0,2.0,srht
128.0,0.0,0.09226666390895844,0.0,0.0,2.0,srht
192.0,0.0,0.06263333559036255,0.0,0.0,2.0,srht
256.0,0.0,0.032499998807907104,0.0,0.0,2.0,srht
320.0,0.0,0.032999999821186066,0.0,0.0,2.0,srht
384.0,0.0,0.024166665971279144,0.0,0.0,2.0,srht
448.0,0.0,0.01993333362042904,0.0,0.0,2.0,srht
512.0,0.0,0.01503333356231451,0.0,0.0,2.0,srht
576.0,0.0,0.008166667073965073,0.0,0.0,2.0,srht
640.0,0.0,0.007266666740179062,0.0,0.0,2.0,srht
704.0,0.0,0.00563333323225379,0.0,0.0,2.0,srht
768.0,0.0,0.005233333446085453,0.0,0.0,2.0,srht
832.0,0.0,0.003566666739061475,0.0,0.0,2.0,srht
896.0,0.0,0.0025333333760499954,0.0,0.0,2.0,srht
960.0,0.0,0.0016666667070239782,0.0,0.0,2.0,srht
1024.0,0.0,0.0015666666440665722,0.0,0.0,2.0,srht
1088.0,0.0,0.0012000000569969416,0.0,0.0,2.0,srht
1152.0,0.0,0.0013333333190530539,0.0,0.0,2.0,srht
1216.0,0.0,0.0007999999797903001,0.0,0.0,2.0,srht
1280.0,0.0,0.0004333333345130086,0.0,0.0,2.0,srht
1344.0,0.0,0.0004666666791308671,0.0,0.0,2.0,srht
1408.0,0.0,0.00039999998989515007,0.0,0.0,2.0,srht
1472.0,0.0,0.00039999998989515007,0.0,0.0,2.0,srht
1536.0,0.0,0.00039999998989515007,0.0,0.0,2.0,srht
1600.0,0.0,0.00026666666963137686,0.0,0.0,2.0,srht
1664.0,0.0,0.0003000000142492354,0.0,0.0,2.0,srht
1728.0,0.0,6.666666740784422e-05,0.0,0.0,2.0,srht
1792.0,0.0,0.00019999999494757503,0.0,0.0,2.0,srht
1856.0,0.0,9.999999747378752e-05,0.0,0.0,2.0,srht
64.0,1.0,0.08703333139419556,0.0,0.0,2.0,srht
128.0,1.0,0.012266666628420353,0.0,0.0,2.0,srht
192.0,1.0,0.012033333070576191,0.0,0.0,2.0,srht
256.0,1.0,0.00839999970048666,0.0,0.0,2.0,srht
320.0,1.0,0.00426666671410203,0.0,0.0,2.0,srht
384.0,1.0,0.0033666666131466627,0.0,0.0,2.0,srht
448.0,1.0,0.0024666667450219393,0.0,0.0,2.0,srht
512.0,1.0,0.0010333333630114794,0.0,0.0,2.0,srht
576.0,1.0,0.0012333333725109696,0.0,0.0,2.0,srht
640.0,1.0,0.0008666666690260172,0.0,0.0,2.0,srht
704.0,1.0,0.000699999975040555,0.0,0.0,2.0,srht
768.0,1.0,0.00039999998989515007,0.0,0.0,2.0,srht
832.0,1.0,0.0005000000237487257,0.0,0.0,2.0,srht
896.0,1.0,0.000366666674381122,0.0,0.0,2.0,srht
960.0,1.0,0.000366666674381122,0.0,0.0,2.0,srht
1024.0,1.0,0.0003000000142492354,0.0,0.0,2.0,srht
1088.0,1.0,0.00013333333481568843,0.0,0.0,2.0,srht
1152.0,1.0,9.999999747378752e-05,0.0,0.0,2.0,srht
1216.0,1.0,6.666666740784422e-05,0.0,0.0,2.0,srht
1280.0,1.0,9.999999747378752e-05,0.0,0.0,2.0,srht
1344.0,1.0,9.999999747378752e-05,0.0,0.0,2.0,srht
1408.0,1.0,6.666666740784422e-05,0.0,0.0,2.0,srht
1472.0,1.0,0.0,0.0,0.0,2.0,srht
1536.0,1.0,0.00013333333481568843,0.0,0.0,2.0,srht
1600.0,1.0,0.00019999999494757503,0.0,0.0,2.0,srht
1664.0,1.0,0.00016666666488163173,0.0,0.0,2.0,srht
1728.0,1.0,3.333333370392211e-05,0.0,0.0,2.0,srht
1792.0,1.0,0.0,0.0,0.0,2.0,srht
1856.0,1.0,0.00013333333481568843,0.0,0.0,2.0,srht
