dataset,method,degree,bias,proj,comp,comp_real,craft,full_cov,ahle,tree,kernel_var,kernel_len,test_error,test_mnll,test_label_var,k_frob_error,k_rel_frob_error,test_kl,test_mean_mse,test_var_mse,D,E,feature_dist,noise_var,feature_time,pred_time,seed
FashionMNIST,srf,7,0.5,gaussian,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.1613999903202057,0.4763656258583069,0.09000000357627869,637.2528686523438,0.39152291417121887,2363.384521484375,0.9633455872535706,2.1151785850524902,1024,10240,None,0.01,0.018959999084472656,0.5337185859680176,0
FashionMNIST,srf,7,0.5,srht,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.15729999542236328,0.4802182614803314,0.09000000357627869,636.037353515625,0.390776127576828,2371.6865234375,0.9750120639801025,2.1131699085235596,1024,10240,None,0.01,0.026712417602539062,0.5317707061767578,0
FashionMNIST,srf,7,0.5,srht,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.1516999900341034,0.4384208023548126,0.09000000357627869,636.3294677734375,0.3909555971622467,1787.8026123046875,0.5309191942214966,2.1136727333068848,1024,10240,None,0.01,0.03334784507751465,0.5684816837310791,0
FashionMNIST,maclaurin,7,0.5,rademacher,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.14959999918937683,0.44315770268440247,0.09000000357627869,637.2155151367188,0.39149996638298035,2734.711669921875,0.5950413346290588,2.759113073348999,1024,10240,"[93, 320, 610]",0.01,0.04603242874145508,0.5330898761749268,0
FashionMNIST,maclaurin,7,0.5,rademacher,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.14319999516010284,0.4181079864501953,0.09000000357627869,583.862060546875,0.3587200343608856,1996.7269287109375,0.43314841389656067,2.3525562286376953,1024,10240,"[63, 205, 365, 390]",0.01,0.1909651756286621,0.5673987865447998,0
FashionMNIST,maclaurin,7,0.5,srht,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.1500999927520752,0.43758830428123474,0.09000000357627869,667.1593017578125,0.40989717841148376,2717.299560546875,0.5831984877586365,2.755934238433838,1024,10240,"[93, 320, 610]",0.01,0.044744014739990234,0.533001184463501,0
FashionMNIST,maclaurin,7,0.5,srht,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.14579999446868896,0.4176287055015564,0.09000000357627869,571.5367431640625,0.35114747285842896,1997.2203369140625,0.42633458971977234,2.359384536743164,1024,10240,"[63, 205, 365, 390]",0.01,0.1495811939239502,0.5633053779602051,0
FashionMNIST,poly_sketch,7,0.5,gaussian,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.21559999883174896,0.6572957634925842,0.09000000357627869,2837.711669921875,1.7434667348861694,4390.74951171875,1.498295545578003,3.015052318572998,1024,10240,None,0.01,0.10379314422607422,0.5349264144897461,0
FashionMNIST,poly_sketch,7,0.5,gaussian,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.16489998996257782,0.4830228388309479,0.09000000357627869,1519.1162109375,0.9333325028419495,2601.879638671875,0.6656384468078613,2.6468939781188965,1024,10240,None,0.01,0.3673732280731201,0.5663278102874756,0
FashionMNIST,poly_sketch,7,0.5,rademacher,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.1793999969959259,0.5518577694892883,0.09000000357627869,1274.00341796875,0.7827371954917908,3043.214111328125,1.112973690032959,2.3856375217437744,1024,10240,None,0.01,0.10160255432128906,0.5382025241851807,0
FashionMNIST,poly_sketch,7,0.5,rademacher,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.15459999442100525,0.45241814851760864,0.09000000357627869,970.4892578125,0.5962606072425842,1949.1434326171875,0.5377588868141174,2.171043634414673,1024,10240,None,0.01,0.3544790744781494,0.5676755905151367,0
FashionMNIST,poly_sketch,7,0.5,rademacher,False,False,False,False,True,True,3.895010232925415,1.4142135381698608,0.16669999063014984,0.496918648481369,0.09000000357627869,1196.1751708984375,0.7349202036857605,3055.05126953125,1.0549650192260742,2.63114857673645,1024,10240,None,0.01,0.2029435634613037,0.5381312370300293,0
FashionMNIST,poly_sketch,7,0.5,rademacher,True,False,False,False,True,True,3.895010232925415,1.4142135381698608,0.14729999005794525,0.4419541358947754,0.09000000357627869,981.5435791015625,0.6030523180961609,2489.528076171875,0.5955498218536377,2.662709951400757,1024,10240,None,0.01,0.7079131603240967,0.5693774223327637,0
FashionMNIST,poly_sketch,7,0.5,srht,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.1824999898672104,0.5490590929985046,0.09000000357627869,2830.620361328125,1.7391098737716675,2997.679443359375,1.0947321653366089,2.35599684715271,1024,10240,None,0.01,0.050716400146484375,0.5396974086761475,0
FashionMNIST,poly_sketch,7,0.5,srht,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.15569999814033508,0.4508126974105835,0.09000000357627869,1005.7714233398438,0.6179376840591431,1963.286376953125,0.5482751131057739,2.1739823818206787,1024,10240,None,0.01,0.12026429176330566,0.5712578296661377,0
FashionMNIST,poly_sketch,7,0.5,srht,False,False,False,False,True,True,3.895010232925415,1.4142135381698608,0.16529999673366547,0.49067479372024536,0.09000000357627869,682.5489501953125,0.4193524420261383,2425.429931640625,0.9942817091941833,2.1117167472839355,1024,10240,None,0.01,0.09699392318725586,0.5415494441986084,0
FashionMNIST,poly_sketch,7,0.5,srht,True,False,False,False,True,True,3.895010232925415,1.4142135381698608,0.15109999477863312,0.43932294845581055,0.09000000357627869,622.378173828125,0.3823840320110321,1829.800048828125,0.5359466075897217,2.1096413135528564,1024,10240,None,0.01,0.23238801956176758,0.5697894096374512,0
FashionMNIST,poly_sketch,7,0.5,countsketch_scatter,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.16669999063014984,0.4992116093635559,0.09000000357627869,896.6806640625,0.5509132146835327,2593.374755859375,1.0099189281463623,2.1932456493377686,1024,10240,None,0.01,0.060721635818481445,0.5399186611175537,0
FashionMNIST,srf,7,0.5,gaussian,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.13429999351501465,0.4072110652923584,0.09000000357627869,413.71893310546875,0.2541854977607727,774.8411254882812,0.4556063115596771,0.6008623242378235,3072,10240,None,0.01,0.04588627815246582,4.4697606563568115,0
FashionMNIST,srf,7,0.5,srht,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.1388999968767166,0.40414246916770935,0.09000000357627869,411.88623046875,0.2530595064163208,761.3803100585938,0.4476415812969208,0.5972239375114441,3072,10240,None,0.01,0.056780338287353516,4.489751100540161,0
FashionMNIST,srf,7,0.5,srht,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.12680000066757202,0.37040355801582336,0.09000000357627869,436.5936279296875,0.2682395279407501,486.0224304199219,0.23340478539466858,0.5982275009155273,3072,10240,None,0.01,0.08766365051269531,4.7946624755859375,0
FashionMNIST,maclaurin,7,0.5,rademacher,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.131400004029274,0.38998791575431824,0.09000000357627869,421.79364013671875,0.2591465413570404,1049.292236328125,0.3636372685432434,1.2429993152618408,3072,10240,"[164, 564, 1077, 1266]",0.01,0.15921854972839355,4.481242418289185,0
FashionMNIST,maclaurin,7,0.5,rademacher,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.12229999899864197,0.36150556802749634,0.09000000357627869,361.39117431640625,0.22203576564788818,786.1370849609375,0.1890030801296234,1.1885228157043457,3072,10240,"[189, 616, 1095, 1171]",0.01,0.5301868915557861,4.810747861862183,0
FashionMNIST,maclaurin,7,0.5,srht,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.12960000336170197,0.38619840145111084,0.09000000357627869,441.4676208496094,0.27123406529426575,1051.7454833984375,0.36094191670417786,1.2554004192352295,3072,10240,"[166, 572, 1063, 1270]",0.01,0.11345148086547852,4.476228952407837,0
FashionMNIST,maclaurin,7,0.5,srht,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.12289999425411224,0.3585330545902252,0.09000000357627869,360.4070129394531,0.22143110632896423,790.9890747070312,0.18819452822208405,1.1955950260162354,3072,10240,"[191, 625, 1081, 1174]",0.01,0.27808547019958496,4.817750692367554,0
FashionMNIST,poly_sketch,7,0.5,gaussian,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.16749998927116394,0.5040512681007385,0.09000000357627869,2831.16943359375,1.7394472360610962,2181.51220703125,0.8297640681266785,1.9975764751434326,3072,10240,None,0.01,0.27901768684387207,4.497359037399292,0
FashionMNIST,poly_sketch,7,0.5,gaussian,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.13580000400543213,0.39934760332107544,0.09000000357627869,1102.8079833984375,0.6775561571121216,1007.6950073242188,0.33269602060317993,1.3235234022140503,3072,10240,None,0.01,1.0931007862091064,4.826355934143066,0
FashionMNIST,poly_sketch,7,0.5,rademacher,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.1451999992132187,0.4326273202896118,0.09000000357627869,863.9534912109375,0.5308058857917786,1224.1298828125,0.5433235764503479,1.1174187660217285,3072,10240,None,0.01,0.2648777961730957,4.525573015213013,0
FashionMNIST,poly_sketch,7,0.5,rademacher,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.1322999894618988,0.3810807168483734,0.09000000357627869,515.6286010742188,0.31679797172546387,630.5042724609375,0.2515026926994324,0.7581499814987183,3072,10240,None,0.01,1.0642688274383545,4.859797716140747,0
FashionMNIST,poly_sketch,7,0.5,rademacher,False,False,False,False,True,True,3.895010232925415,1.4142135381698608,0.13979999721050262,0.4121605455875397,0.09000000357627869,560.5339965820312,0.3443874716758728,1275.2078857421875,0.6003953814506531,1.2072858810424805,3072,10240,None,0.01,1.0227315425872803,4.539961814880371,0
FashionMNIST,poly_sketch,7,0.5,rademacher,True,False,False,False,True,True,3.895010232925415,1.4142135381698608,0.12919999659061432,0.3833950459957123,0.09000000357627869,530.5282592773438,0.3259522020816803,910.14111328125,0.3097187876701355,1.222900629043579,3072,10240,None,0.01,4.2324559688568115,4.869229316711426,0
FashionMNIST,poly_sketch,7,0.5,srht,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.1460999995470047,0.4466601312160492,0.09000000357627869,1105.5853271484375,0.6792625188827515,1244.0169677734375,0.5537859797477722,1.1286990642547607,3072,10240,None,0.01,0.13557004928588867,4.5660505294799805,0
FashionMNIST,poly_sketch,7,0.5,srht,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.13269999623298645,0.382691353559494,0.09000000357627869,523.4617309570312,0.32161056995391846,620.4984741210938,0.2480817586183548,0.7644923329353333,3072,10240,None,0.01,0.33894824981689453,4.872220277786255,0
FashionMNIST,poly_sketch,7,0.5,srht,False,False,False,False,True,True,3.895010232925415,1.4142135381698608,0.13609999418258667,0.4086117148399353,0.09000000357627869,477.6443786621094,0.29346078634262085,951.5639038085938,0.5160858631134033,0.7890779376029968,3072,10240,None,0.01,0.35880398750305176,4.567701101303101,0
FashionMNIST,poly_sketch,7,0.5,srht,True,False,False,False,True,True,3.895010232925415,1.4142135381698608,0.13179999589920044,0.3812374770641327,0.09000000357627869,411.4933166503906,0.25281810760498047,635.1929931640625,0.2606886029243469,0.8119692206382751,3072,10240,None,0.01,0.9325025081634521,4.874977350234985,0
FashionMNIST,poly_sketch,7,0.5,countsketch_scatter,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.14010000228881836,0.41890302300453186,0.09000000357627869,504.94610595703125,0.3102347254753113,918.81982421875,0.47110623121261597,0.7873764038085938,3072,10240,None,0.01,0.15193390846252441,4.5955352783203125,0
FashionMNIST,srf,7,0.5,gaussian,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.12879998981952667,0.3873610496520996,0.09000000357627869,377.81732177734375,0.232127845287323,435.4971618652344,0.29064705967903137,0.25870832800865173,5120,10240,None,0.01,0.07263827323913574,12.543238401412964,0
FashionMNIST,srf,7,0.5,srht,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.12489999830722809,0.3839261531829834,0.09000000357627869,364.2491455078125,0.2237916737794876,428.6651306152344,0.2849646508693695,0.25501662492752075,5120,10240,None,0.01,0.08608388900756836,12.567588806152344,0
FashionMNIST,srf,7,0.5,srht,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.11939999461174011,0.3554724454879761,0.09000000357627869,364.27337646484375,0.22380656003952026,251.60313415527344,0.1461346298456192,0.2565697729587555,5120,10240,None,0.01,0.14228510856628418,13.378661870956421,0
FashionMNIST,maclaurin,7,0.5,rademacher,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.12189999967813492,0.3695395290851593,0.09000000357627869,341.8235168457031,0.21001355350017548,707.463623046875,0.2412858009338379,0.9153806567192078,5120,10240,"[273, 941, 1795, 2110]",0.01,0.2542612552642822,12.473315715789795,0
FashionMNIST,maclaurin,7,0.5,rademacher,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.11559999734163284,0.34705254435539246,0.09000000357627869,309.4460144042969,0.19012108445167542,356.09820556640625,0.13927020132541656,0.4777655005455017,5120,10240,"[252, 825, 1464, 1565, 1013]",0.01,0.9613630771636963,13.211309909820557,0
FashionMNIST,maclaurin,7,0.5,srht,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.1216999962925911,0.36198386549949646,0.09000000357627869,347.3931579589844,0.21343550086021423,695.3795776367188,0.2336442917585373,0.9095723032951355,5120,10240,"[277, 953, 1772, 2117]",0.01,0.15859031677246094,12.337705612182617,0
FashionMNIST,maclaurin,7,0.5,srht,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.11859999597072601,0.34761685132980347,0.09000000357627869,292.9659118652344,0.1799958497285843,348.5741271972656,0.1352250874042511,0.46639546751976013,5120,10240,"[255, 833, 1442, 1565, 1024]",0.01,0.40357017517089844,13.16702938079834,0
FashionMNIST,poly_sketch,7,0.5,gaussian,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.14989998936653137,0.4465946555137634,0.09000000357627869,975.5809936523438,0.5993889570236206,1540.1571044921875,0.6256687045097351,1.497019648551941,5120,10240,None,0.01,0.42027926445007324,12.384490489959717,0
FashionMNIST,poly_sketch,7,0.5,gaussian,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.12479999661445618,0.3708926737308502,0.09000000357627869,726.9812622070312,0.44665130972862244,616.5330200195312,0.24122022092342377,0.8152520060539246,5120,10240,None,0.01,2.0019662380218506,13.274879932403564,0
FashionMNIST,poly_sketch,7,0.5,rademacher,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.13459999859333038,0.4056404232978821,0.09000000357627869,807.699462890625,0.4962438941001892,771.5785522460938,0.37681663036346436,0.676609992980957,5120,10240,None,0.01,0.4224398136138916,12.511515140533447,0
FashionMNIST,poly_sketch,7,0.5,rademacher,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.12189999967813492,0.364979088306427,0.09000000357627869,386.5501708984375,0.23749324679374695,353.1192932128906,0.16258220374584198,0.39328718185424805,5120,10240,None,0.01,1.8978898525238037,13.380432844161987,0
FashionMNIST,poly_sketch,7,0.5,rademacher,False,False,False,False,True,True,3.895010232925415,1.4142135381698608,0.13189999759197235,0.39132457971572876,0.09000000357627869,435.3556823730469,0.26747894287109375,784.9754028320312,0.4259478747844696,0.683704674243927,5120,10240,None,0.01,2.323516368865967,12.5457284450531,0
FashionMNIST,poly_sketch,7,0.5,rademacher,True,False,False,False,True,True,3.895010232925415,1.4142135381698608,0.12289999425411224,0.3621367812156677,0.09000000357627869,408.4974670410156,0.250977486371994,519.8119506835938,0.21823632717132568,0.6771945357322693,5120,10240,None,0.01,10.826257944107056,13.373265743255615,0
FashionMNIST,poly_sketch,7,0.5,srht,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.1347000002861023,0.41455957293510437,0.09000000357627869,742.0733642578125,0.45592376589775085,786.1923217773438,0.3928316831588745,0.6530002951622009,5120,10240,None,0.01,0.22009491920471191,12.63948106765747,0
FashionMNIST,poly_sketch,7,0.5,srht,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.12459999322891235,0.3627762198448181,0.09000000357627869,369.72625732421875,0.22715677320957184,351.5382995605469,0.16029231250286102,0.4012906551361084,5120,10240,None,0.01,0.5633435249328613,13.43015718460083,0
FashionMNIST,poly_sketch,7,0.5,srht,False,False,False,False,True,True,3.895010232925415,1.4142135381698608,0.13300000131130219,0.38753408193588257,0.09000000357627869,356.6393737792969,0.21911630034446716,614.8682861328125,0.3620051145553589,0.46984171867370605,5120,10240,None,0.01,0.7314293384552002,12.598105430603027,0
FashionMNIST,poly_sketch,7,0.5,srht,True,False,False,False,True,True,3.895010232925415,1.4142135381698608,0.12069999426603317,0.36360684037208557,0.09000000357627869,335.77978515625,0.20630033314228058,371.7032165527344,0.1782703399658203,0.44174662232398987,5120,10240,None,0.01,1.8749525547027588,13.400456428527832,0
FashionMNIST,poly_sketch,7,0.5,countsketch_scatter,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.12849999964237213,0.39505311846733093,0.09000000357627869,428.1852111816406,0.26307347416877747,555.0819091796875,0.31597861647605896,0.4232589602470398,5120,10240,None,0.01,0.3063700199127197,12.608208894729614,0
FashionMNIST,srf,7,0.5,gaussian,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.1630999892950058,0.48474255204200745,0.09000000357627869,642.5961303710938,0.3963716924190521,2366.271240234375,0.978216826915741,2.1418232917785645,1024,10240,None,0.01,0.019209623336791992,0.5545248985290527,1
FashionMNIST,srf,7,0.5,srht,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.16120000183582306,0.4788530766963959,0.09000000357627869,633.2261352539062,0.3905920088291168,2357.4404296875,0.9673329591751099,2.1432342529296875,1024,10240,None,0.01,0.026598691940307617,0.552893877029419,1
FashionMNIST,srf,7,0.5,srht,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.1525999903678894,0.4369482398033142,0.09000000357627869,653.141357421875,0.4028762876987457,1792.2596435546875,0.542332112789154,2.1412549018859863,1024,10240,None,0.01,0.03338885307312012,0.5888791084289551,1
FashionMNIST,maclaurin,7,0.5,rademacher,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.14999999105930328,0.44222235679626465,0.09000000357627869,640.9951782226562,0.39538419246673584,2755.411865234375,0.6049065589904785,2.7999143600463867,1024,10240,"[93, 320, 610]",0.01,0.04996132850646973,0.5536134243011475,1
FashionMNIST,maclaurin,7,0.5,rademacher,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.14219999313354492,0.41416922211647034,0.09000000357627869,573.8779296875,0.35398435592651367,1985.548095703125,0.4305494427680969,2.382265567779541,1024,10240,"[63, 205, 365, 390]",0.01,0.19542455673217773,0.5857772827148438,1
FashionMNIST,maclaurin,7,0.5,srht,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.14749999344348907,0.4353773891925812,0.09000000357627869,579.9935913085938,0.357756644487381,2716.037109375,0.5958839058876038,2.7872390747070312,1024,10240,"[93, 320, 610]",0.01,0.044914960861206055,0.5499675273895264,1
FashionMNIST,maclaurin,7,0.5,srht,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.14299999177455902,0.41515955328941345,0.09000000357627869,552.7788696289062,0.34096983075141907,1978.453369140625,0.4264692962169647,2.378024101257324,1024,10240,"[63, 205, 365, 390]",0.01,0.14961695671081543,0.5806624889373779,1
FashionMNIST,poly_sketch,7,0.5,gaussian,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.21559999883174896,0.6596612930297852,0.09000000357627869,4498.3681640625,2.7747223377227783,4495.26708984375,1.5722893476486206,3.055187463760376,1024,10240,None,0.01,0.10601329803466797,0.5528500080108643,1
FashionMNIST,poly_sketch,7,0.5,gaussian,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.16859999299049377,0.48734188079833984,0.09000000357627869,1656.1116943359375,1.0215370655059814,2535.019287109375,0.6569326519966125,2.6483564376831055,1024,10240,None,0.01,0.37386322021484375,0.5809915065765381,1
FashionMNIST,poly_sketch,7,0.5,rademacher,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.17989999055862427,0.5507232546806335,0.09000000357627869,2908.09326171875,1.7937952280044556,2958.543212890625,1.0860568284988403,2.4083662033081055,1024,10240,None,0.01,0.10433125495910645,0.5517871379852295,1
FashionMNIST,poly_sketch,7,0.5,rademacher,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.15369999408721924,0.45028772950172424,0.09000000357627869,843.3507690429688,0.5202029347419739,1972.2105712890625,0.5499742031097412,2.2007298469543457,1024,10240,None,0.01,0.36235499382019043,0.585252046585083,1
FashionMNIST,poly_sketch,7,0.5,rademacher,False,False,False,False,True,True,3.895010232925415,1.4142135381698608,0.1680999994277954,0.5039094686508179,0.09000000357627869,985.3971557617188,0.6078211665153503,3148.453857421875,1.0993108749389648,2.696201801300049,1024,10240,None,0.01,0.20743322372436523,0.5489327907562256,1
FashionMNIST,poly_sketch,7,0.5,rademacher,True,False,False,False,True,True,3.895010232925415,1.4142135381698608,0.15240000188350677,0.4483276307582855,0.09000000357627869,904.73583984375,0.5580669641494751,2505.04931640625,0.6066359281539917,2.7108802795410156,1024,10240,None,0.01,0.7237818241119385,0.5874478816986084,1
FashionMNIST,poly_sketch,7,0.5,srht,False,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.18029999732971191,0.5429319143295288,0.09000000357627869,2019.1943359375,1.2454968690872192,3016.697021484375,1.1205775737762451,2.40061092376709,1024,10240,None,0.01,0.05099821090698242,0.5543420314788818,1
FashionMNIST,poly_sketch,7,0.5,srht,True,False,False,False,False,False,3.895010232925415,1.4142135381698608,0.1533999890089035,0.4481765627861023,0.09000000357627869,844.8135986328125,0.5211052298545837,1975.3433837890625,0.5519940853118896,2.2123968601226807,1024,10240,None,0.01,0.12086009979248047,0.5810573101043701,1
FashionMNIST,poly_sketch,7,0.5,srht,False,False,False,False,True,True,3.895010232925415,1.4142135381698608,0.1639000028371811,0.4849674701690674,0.09000000357627869,690.1307983398438,0.42569243907928467,2424.843017578125,0.9973040223121643,2.154750347137451,1024,10240,None,0.01,0.09634590148925781,0.5514845848083496,1
FashionMNIST,poly_sketch,7,0.5,srht,True,False,False,False,True,True,3.895010232925415,1.4142135381698608,0.15230000019073486,0.4374349117279053,0.09000000357627869,639.8380737304688,0.3946704566478729,1831.3277587890625,0.5473412275314331,2.135441303253174,1024,10240,None,0.01,0.23206353187561035,0.5828151702880859,1
