dataset,method,degree,bias,proj,comp,comp_real,full_cov,hier,kernel_var,kernel_len,test_error,test_mnll,test_label_var,k_mse,k_mean_error,k_rel_frob_error,test_kl,test_mean_mse,test_var_mse,D,feature_dist,noise_var,feature_time,pred_time,seed
MNIST,poly_sketch,20.0,0.875,countsketch_scatter,0.0,0.0,0.0,0.0,9.027409553527832,2.8284270763397217,0.02709999866783619,0.08421745151281357,0.09000000357627869,0.09690012037754059,0.22622543573379517,0.14002926647663116,1252.3035888671875,0.7736505270004272,1.39500093460083,4096.0,None,0.001,0.6661362648010254,3.0384976863861084,3.0
MNIST,srf,20.0,0.875,gaussian,0.0,0.0,0.0,0.0,9.027409553527832,2.8284270763397217,0.023000000044703484,0.07456222176551819,0.09000000357627869,0.015060362406075,0.09786839783191681,0.05520448461174965,490.04742431640625,0.413781076669693,0.27073076367378235,5120.0,None,0.001,0.09634137153625488,4.636295557022095,3.0
MNIST,poly_sketch,20.0,0.875,srht,0.0,0.0,1.0,0.0,9.027409553527832,2.8284270763397217,0.029099998995661736,0.0924520343542099,0.09000000357627869,0.36623647809028625,0.36197003722190857,0.27223092317581177,1977.7176513671875,1.0209569931030273,2.2519171237945557,5120.0,None,0.001,0.42496824264526367,4.635603904724121,3.0
MNIST,poly_sketch,20.0,0.875,srht,0.0,1.0,1.0,0.0,9.027409553527832,2.8284270763397217,0.02499999850988388,0.07714258134365082,0.09000000357627869,0.075722835958004,0.21048609912395477,0.1237855926156044,1046.979248046875,0.6908172965049744,1.0765860080718994,5120.0,None,0.001,0.641218900680542,4.634581565856934,3.0
MNIST,poly_sketch,20.0,0.875,countsketch_scatter,0.0,0.0,0.0,0.0,9.027409553527832,2.8284270763397217,0.021699998527765274,0.07464104145765305,0.09000000357627869,0.08331602811813354,0.21688327193260193,0.12984371185302734,1063.1881103515625,0.6963715553283691,1.0920249223709106,5120.0,None,0.001,0.9538829326629639,4.63418173789978,3.0
MNIST,srf,20.0,0.875,gaussian,0.0,0.0,0.0,0.0,9.027409553527832,2.8284270763397217,0.02239999920129776,0.06982672959566116,0.09000000357627869,0.012265005148947239,0.08830130845308304,0.0498184859752655,413.57696533203125,0.3622647821903229,0.18044413626194,6144.0,None,0.001,0.11034107208251953,6.454784631729126,3.0
MNIST,poly_sketch,20.0,0.875,srht,0.0,0.0,1.0,0.0,9.027409553527832,2.8284270763397217,0.027499999850988388,0.08675141632556915,0.09000000357627869,0.3599432706832886,0.3921350836753845,0.26988184452056885,1750.5093994140625,0.924548864364624,2.005439043045044,6144.0,None,0.001,0.48479509353637695,6.462411165237427,3.0
MNIST,poly_sketch,20.0,0.875,srht,0.0,1.0,1.0,0.0,9.027409553527832,2.8284270763397217,0.023599999025464058,0.07553354650735855,0.09000000357627869,0.08939261734485626,0.2216816395521164,0.13449540734291077,905.4459228515625,0.5895499587059021,0.9755962491035461,6144.0,None,0.001,0.7001757621765137,6.454716920852661,3.0
MNIST,poly_sketch,20.0,0.875,countsketch_scatter,0.0,0.0,0.0,0.0,9.027409553527832,2.8284270763397217,0.02159999869763851,0.07206442952156067,0.09000000357627869,0.1614169478416443,0.28110626339912415,0.180730402469635,905.4591674804688,0.6006742715835571,0.9297500252723694,6144.0,None,0.001,1.1442148685455322,6.451510190963745,3.0
MNIST,srf,20.0,0.875,gaussian,0.0,0.0,0.0,0.0,9.027409553527832,2.8284270763397217,0.021800000220537186,0.0671287253499031,0.09000000357627869,0.010070990771055222,0.08004710078239441,0.0451432429254055,343.5240783691406,0.30524855852127075,0.13114714622497559,7168.0,None,0.001,0.16030311584472656,8.598742723464966,3.0
MNIST,poly_sketch,20.0,0.875,srht,0.0,0.0,1.0,0.0,9.027409553527832,2.8284270763397217,0.02419999986886978,0.0793452039361,0.09000000357627869,0.3703369200229645,0.34478816390037537,0.2737506330013275,1547.5810546875,0.8422170281410217,1.7921050786972046,7168.0,None,0.001,0.5470340251922607,8.595058917999268,3.0
MNIST,poly_sketch,20.0,0.875,srht,0.0,1.0,1.0,0.0,9.027409553527832,2.8284270763397217,0.02239999920129776,0.07267989963293076,0.09000000357627869,0.06747933477163315,0.19880445301532745,0.11685358732938766,817.8463134765625,0.5515337586402893,0.8297291994094849,7168.0,None,0.001,0.7606992721557617,8.603198289871216,3.0
MNIST,poly_sketch,20.0,0.875,countsketch_scatter,0.0,0.0,0.0,0.0,9.027409553527832,2.8284270763397217,0.02149999886751175,0.06961121410131454,0.09000000357627869,0.05508575960993767,0.1748269945383072,0.1055787056684494,812.7763061523438,0.550758421421051,0.8110253214836121,7168.0,None,0.001,1.311492681503296,8.59362530708313,3.0
MNIST,srf,20.0,0.875,gaussian,0.0,0.0,0.0,0.0,9.027409553527832,2.8284270763397217,0.019899999722838402,0.06323757022619247,0.09000000357627869,0.009336758404970169,0.0770905613899231,0.04346650466322899,302.6561279296875,0.27317458391189575,0.09575989097356796,8192.0,None,0.001,0.18737006187438965,11.157723665237427,3.0
MNIST,poly_sketch,20.0,0.875,srht,0.0,0.0,1.0,0.0,9.027409553527832,2.8284270763397217,0.02459999918937683,0.0812055766582489,0.09000000357627869,0.29915717244148254,0.3167332708835602,0.24604034423828125,1417.3485107421875,0.7949872612953186,1.9732532501220703,8192.0,None,0.001,0.6097650527954102,11.166853666305542,3.0
MNIST,poly_sketch,20.0,0.875,srht,0.0,1.0,1.0,0.0,9.027409553527832,2.8284270763397217,0.0210999995470047,0.06865259259939194,0.09000000357627869,0.05682775378227234,0.17129835486412048,0.10723508149385452,697.7196655273438,0.48470139503479004,0.6723951101303101,8192.0,None,0.001,0.8780145645141602,11.164912462234497,3.0
