D,bias,comp,dataset,degree,feature_dist,feature_time,hier,k_mean_error,k_mse,k_rel_frob_error,kernel_len,kernel_var,method,noise_var,pred_time,proj,seed,test_error,test_kl,test_label_var,test_mean_mse,test_mnll,test_var_mse
1024.0,0.875,0.0,FashionMNIST,20.0,None,0.38146424293518066,0.0,0.12316454201936722,0.18055859208106995,0.7401008009910583,2.8284270763397217,3.895010232925415,poly_sketch,0.01,0.25597620010375977,rademacher,0.0,0.16189999878406525,2901.272216796875,0.09000000357627869,0.7260622382164001,0.4743344485759735,1.2580605745315552
1024.0,0.875,1.0,FashionMNIST,20.0,None,1.3955585956573486,0.0,0.08516336232423782,0.02255556546151638,0.26158249378204346,2.8284270763397217,3.895010232925415,poly_sketch,0.01,0.7718982696533203,rademacher,0.0,0.14739999175071716,1681.7254638671875,0.09000000357627869,0.3884724974632263,0.42227381467819214,1.011431097984314
1024.0,0.875,0.0,FashionMNIST,20.0,None,0.17296314239501953,0.0,0.115938201546669,0.08237249404191971,0.49988821148872375,2.8284270763397217,3.895010232925415,poly_sketch,0.01,0.25876760482788086,srht,0.0,0.1662999987602234,2994.701171875,0.09000000357627869,0.7520126104354858,0.4880954921245575,1.319922924041748
1024.0,0.875,1.0,FashionMNIST,20.0,None,0.45729827880859375,0.0,0.07372486591339111,0.012953478842973709,0.19823257625102997,2.8284270763397217,3.895010232925415,poly_sketch,0.01,0.7688858509063721,srht,0.0,0.1485999971628189,1686.427734375,0.09000000357627869,0.39105600118637085,0.42773935198783875,1.005946397781372
1024.0,0.875,0.0,FashionMNIST,20.0,None,0.20073390007019043,0.0,0.3969659209251404,0.3296373188495636,1.0,2.8284270763397217,3.895010232925415,poly_sketch,0.01,0.2941567897796631,countsketch_scatter,0.0,0.8999999761581421,77301.453125,0.09000000357627869,3.4021129608154297,2.3025856018066406,2.4511985778808594
2048.0,0.875,0.0,FashionMNIST,20.0,None,0.7589471340179443,0.0,0.0885249599814415,0.04032041132450104,0.3497391939163208,2.8284270763397217,3.895010232925415,poly_sketch,0.01,0.987849235534668,rademacher,0.0,0.14579999446868896,1818.0023193359375,0.09000000357627869,0.49418678879737854,0.4282962381839752,0.8995956182479858
2048.0,0.875,1.0,FashionMNIST,20.0,None,2.767763376235962,0.0,0.06673622131347656,0.013453108258545399,0.20201942324638367,2.8284270763397217,3.895010232925415,poly_sketch,0.01,2.718315839767456,rademacher,0.0,0.13300000131130219,864.5087280273438,0.09000000357627869,0.23207730054855347,0.3845711946487427,0.5509540438652039
2048.0,0.875,0.0,FashionMNIST,20.0,None,0.35834407806396484,0.0,0.0988146960735321,0.07710272073745728,0.48363378643989563,2.8284270763397217,3.895010232925415,poly_sketch,0.01,0.9877829551696777,srht,0.0,0.1460999995470047,1849.5748291015625,0.09000000357627869,0.5063323974609375,0.4301495850086212,0.9690336585044861
2048.0,0.875,1.0,FashionMNIST,20.0,None,0.9215748310089111,0.0,0.058113519102334976,0.009288479574024677,0.167862668633461,2.8284270763397217,3.895010232925415,poly_sketch,0.01,2.72370982170105,srht,0.0,0.1347000002861023,844.416015625,0.09000000357627869,0.23559528589248657,0.3907029628753662,0.5419759154319763
2048.0,0.875,0.0,FashionMNIST,20.0,None,0.31897854804992676,0.0,0.3969659209251404,0.3296373188495636,1.0,2.8284270763397217,3.895010232925415,poly_sketch,0.01,1.0530762672424316,countsketch_scatter,0.0,0.8999999761581421,77301.453125,0.09000000357627869,3.4021129608154297,2.3025856018066406,2.4511985778808594
3072.0,0.875,0.0,FashionMNIST,20.0,None,1.1319899559020996,0.0,0.093918576836586,0.07283149659633636,0.47004714608192444,2.8284270763397217,3.895010232925415,poly_sketch,0.01,1.8420164585113525,rademacher,0.0,0.13979999721050262,1389.4989013671875,0.09000000357627869,0.40796226263046265,0.4034016728401184,0.7452942728996277
3072.0,0.875,1.0,FashionMNIST,20.0,None,4.151007175445557,0.0,0.048232704401016235,0.006639034487307072,0.14191694557666779,2.8284270763397217,3.895010232925415,poly_sketch,0.01,5.890726089477539,rademacher,0.0,0.1265999972820282,588.9345092773438,0.09000000357627869,0.1778627634048462,0.36823827028274536,0.3671760857105255
3072.0,0.875,0.0,FashionMNIST,20.0,None,0.5314407348632812,0.0,0.07622505724430084,0.038332484662532806,0.34100857377052307,2.8284270763397217,3.895010232925415,poly_sketch,0.01,1.8358068466186523,srht,0.0,0.1388999968767166,1384.7464599609375,0.09000000357627869,0.41318100690841675,0.4105067253112793,0.8652405738830566
3072.0,0.875,1.0,FashionMNIST,20.0,None,1.3771178722381592,0.0,0.05357860401272774,0.009377689100801945,0.16866683959960938,2.8284270763397217,3.895010232925415,poly_sketch,0.01,5.8804237842559814,srht,0.0,0.12619999051094055,560.2084350585938,0.09000000357627869,0.17415499687194824,0.3675540089607239,0.34403663873672485
3072.0,0.875,0.0,FashionMNIST,20.0,None,0.4463686943054199,0.0,0.3969659209251404,0.3296373188495636,1.0,2.8284270763397217,3.895010232925415,poly_sketch,0.01,1.9445841312408447,countsketch_scatter,0.0,0.8999999761581421,77301.453125,0.09000000357627869,3.4021129608154297,2.3025856018066406,2.4511985778808594
4096.0,0.875,0.0,FashionMNIST,20.0,None,1.5024960041046143,0.0,0.07133402675390244,0.030180172994732857,0.30258169770240784,2.8284270763397217,3.895010232925415,poly_sketch,0.01,3.03637433052063,rademacher,0.0,0.13339999318122864,1104.440673828125,0.09000000357627869,0.3374413847923279,0.3984658718109131,0.788666844367981
4096.0,0.875,1.0,FashionMNIST,20.0,None,5.5238471031188965,0.0,0.040654946118593216,0.0042917244136333466,0.11410316824913025,2.8284270763397217,3.895010232925415,poly_sketch,0.01,10.255374908447266,rademacher,0.0,0.12219999730587006,419.4008483886719,0.09000000357627869,0.1403713822364807,0.356512188911438,0.24404001235961914
4096.0,0.875,0.0,FashionMNIST,20.0,None,0.7045769691467285,0.0,0.07013214379549026,0.047890860587358475,0.3811606764793396,2.8284270763397217,3.895010232925415,poly_sketch,0.01,3.0340824127197266,srht,0.0,0.1297999918460846,1117.61328125,0.09000000357627869,0.3411666452884674,0.39143842458724976,0.573779821395874
4096.0,0.875,1.0,FashionMNIST,20.0,None,1.8269102573394775,0.0,0.03924484923481941,0.0038353409618139267,0.10786580294370651,2.8284270763397217,3.895010232925415,poly_sketch,0.01,10.26231837272644,srht,0.0,0.12239999324083328,428.710693359375,0.09000000357627869,0.1403575986623764,0.35818570852279663,0.25791943073272705
4096.0,0.875,0.0,FashionMNIST,20.0,None,0.5651366710662842,0.0,0.3969659209251404,0.3296373188495636,1.0,2.8284270763397217,3.895010232925415,poly_sketch,0.01,3.191835641860962,countsketch_scatter,0.0,0.8999999761581421,77301.453125,0.09000000357627869,3.4021129608154297,2.3025856018066406,2.4511985778808594
5120.0,0.875,0.0,FashionMNIST,20.0,None,1.874990463256836,0.0,0.06664048135280609,0.021220847964286804,0.25372493267059326,2.8284270763397217,3.895010232925415,poly_sketch,0.01,4.634424209594727,rademacher,0.0,0.13179999589920044,967.4649658203125,0.09000000357627869,0.2847161889076233,0.38429489731788635,0.5812248587608337
5120.0,0.875,1.0,FashionMNIST,20.0,None,6.904268980026245,0.0,0.038134895265102386,0.0040871864184737206,0.11135096848011017,2.8284270763397217,3.895010232925415,poly_sketch,0.01,15.898765325546265,rademacher,0.0,0.1168999969959259,332.1952209472656,0.09000000357627869,0.11939697712659836,0.347581148147583,0.17664331197738647
5120.0,0.875,0.0,FashionMNIST,20.0,None,0.8774588108062744,0.0,0.06419239193201065,0.022693229839205742,0.26237952709198,2.8284270763397217,3.895010232925415,poly_sketch,0.01,4.6447155475616455,srht,0.0,0.13339999318122864,976.26953125,0.09000000357627869,0.30206552147865295,0.3897306025028229,0.5398023128509521
5120.0,0.875,1.0,FashionMNIST,20.0,None,2.281217336654663,0.0,0.03951972350478172,0.00431068567559123,0.1143549457192421,2.8284270763397217,3.895010232925415,poly_sketch,0.01,15.906529426574707,srht,0.0,0.12239999324083328,328.2461242675781,0.09000000357627869,0.11612892150878906,0.3535187542438507,0.1823536604642868
5120.0,0.875,0.0,FashionMNIST,20.0,None,0.7122783660888672,0.0,0.3969659209251404,0.3296373188495636,1.0,2.8284270763397217,3.895010232925415,poly_sketch,0.01,4.833668947219849,countsketch_scatter,0.0,0.8999999761581421,77301.453125,0.09000000357627869,3.4021129608154297,2.3025856018066406,2.4511985778808594
6144.0,0.875,0.0,FashionMNIST,20.0,None,2.2364137172698975,0.0,0.0651845633983612,0.032597534358501434,0.31446635723114014,2.8284270763397217,3.895010232925415,poly_sketch,0.01,6.466222286224365,rademacher,0.0,0.1266999989748001,854.8580322265625,0.09000000357627869,0.2716081142425537,0.3818186819553375,0.48775869607925415
6144.0,0.875,0.0,FashionMNIST,20.0,None,1.0408735275268555,0.0,0.06235824525356293,0.023964552208781242,0.2696289122104645,2.8284270763397217,3.895010232925415,poly_sketch,0.01,6.485691785812378,srht,0.0,0.13050000369548798,815.8239135742188,0.09000000357627869,0.2635858952999115,0.38483771681785583,0.43045365810394287
6144.0,0.875,0.0,FashionMNIST,20.0,None,0.7805047035217285,0.0,0.3969659209251404,0.3296373188495636,1.0,2.8284270763397217,3.895010232925415,poly_sketch,0.01,6.703414678573608,countsketch_scatter,0.0,0.8999999761581421,77301.453125,0.09000000357627869,3.4021129608154297,2.3025856018066406,2.4511985778808594
7168.0,0.875,0.0,FashionMNIST,20.0,None,2.624502420425415,0.0,0.06786467134952545,0.058966901153326035,0.4229469895362854,2.8284270763397217,3.895010232925415,poly_sketch,0.01,8.603349447250366,rademacher,0.0,0.12349999696016312,764.54248046875,0.09000000357627869,0.2500135004520416,0.37198200821876526,0.41857460141181946
7168.0,0.875,0.0,FashionMNIST,20.0,None,1.2405622005462646,0.0,0.06853176653385162,0.05944477394223213,0.42465734481811523,2.8284270763397217,3.895010232925415,poly_sketch,0.01,8.603633880615234,srht,0.0,0.12199999392032623,751.418701171875,0.09000000357627869,0.24918001890182495,0.3720553517341614,0.41906100511550903
