dataset,method,degree,bias,proj,comp,comp_real,craft,full_cov,hier,kernel_var,kernel_len,test_error,test_mnll,test_label_var,k_frob_error,k_rel_frob_error,k_spec_error,k_rel_spec_error,test_kl,test_mean_mse,test_var_mse,D,E,feature_dist,noise_var,feature_time,pred_time,seed
Mocap,srf,7.0,0.5,gaussian,0.0,0.0,0.0,0.0,0.0,16.048511505126953,1.4142135381698608,0.12074264138936996,0.37138479948043823,0.15999998152256012,1844.0867919921875,0.02822205051779747,1157.978271484375,0.017750157043337822,17393.515625,0.9221044182777405,0.004820692352950573,256.0,32768.0,None,0.001,0.007080793380737305,0.03132200241088867,0.0
Mocap,poly_sketch,7.0,0.5,gaussian,0.0,0.0,0.0,0.0,0.0,16.048511505126953,1.4142135381698608,0.18309859931468964,0.5273522734642029,0.15999998152256012,21871.392578125,0.33472153544425964,18507.6328125,0.28369563817977905,71722.9375,2.946800470352173,0.019041618332266808,256.0,32768.0,None,0.001,0.015274286270141602,0.030858755111694336,0.0
Mocap,poly_sketch,7.0,0.5,gaussian,0.0,1.0,0.0,0.0,0.0,16.048511505126953,1.4142135381698608,0.13380281627178192,0.41586869955062866,0.15999998152256012,43431.00390625,0.6646715402603149,42768.19140625,0.6555754542350769,33860.53125,1.4862196445465088,0.012092866003513336,256.0,32768.0,None,0.001,0.02174997329711914,0.03133273124694824,0.0
Mocap,poly_sketch,7.0,0.5,rademacher,0.0,0.0,0.0,0.0,0.0,16.048511505126953,1.4142135381698608,0.1668373942375183,0.4865833818912506,0.15999998152256012,34307.296875,0.5250415802001953,33933.23828125,0.5201481580734253,62701.7265625,2.7807724475860596,0.018441826105117798,256.0,32768.0,None,0.001,0.015309333801269531,0.0308992862701416,0.0
Mocap,poly_sketch,7.0,0.5,rademacher,0.0,1.0,0.0,0.0,0.0,16.048511505126953,1.4142135381698608,0.12483995407819748,0.37386202812194824,0.15999998152256012,11179.7412109375,0.17109565436840057,10474.173828125,0.16055415570735931,28794.80078125,1.3145592212677002,0.011286715976893902,256.0,32768.0,None,0.001,0.021666526794433594,0.030210494995117188,0.0
Mocap,poly_sketch,7.0,0.5,srht,0.0,0.0,0.0,1.0,0.0,16.048511505126953,1.4142135381698608,0.1609475165605545,0.4678274393081665,0.15999998152256012,19767.177734375,0.30251845717430115,16346.83984375,0.2505737543106079,53368.4140625,2.3029580116271973,0.017185170203447342,256.0,32768.0,None,0.001,0.018132686614990234,0.03163790702819824,0.0
Mocap,poly_sketch,7.0,0.5,srht,0.0,1.0,0.0,1.0,0.0,16.048511505126953,1.4142135381698608,0.13802817463874817,0.42654260993003845,0.15999998152256012,12959.318359375,0.19833043217658997,12787.296875,0.1960110366344452,32086.224609375,1.4714410305023193,0.010969381779432297,256.0,32768.0,None,0.001,0.028963088989257812,0.030467987060546875,0.0
Mocap,poly_sketch,7.0,0.5,countsketch_scatter,0.0,0.0,0.0,0.0,0.0,16.048511505126953,1.4142135381698608,0.12548016011714935,0.3989187180995941,0.15999998152256012,81910.234375,1.2535607814788818,81588.484375,1.2506351470947266,30954.541015625,1.4839658737182617,0.011541122570633888,256.0,32768.0,None,0.001,0.02813124656677246,0.02982020378112793,0.0
Mocap,poly_sketch,7.0,0.5,srht,0.0,0.0,1.0,1.0,0.0,16.048511505126953,1.4142135381698608,0.11037132143974304,0.3529578447341919,0.15999998152256012,11872.84765625,0.18170300126075745,11802.88671875,0.18092143535614014,16485.685546875,0.8312053084373474,0.005200589541345835,256.0,32768.0,None,0.001,1.7815115451812744,0.030356407165527344,0.0
Mocap,poly_sketch,7.0,0.5,srht,0.0,1.0,1.0,1.0,0.0,16.048511505126953,1.4142135381698608,0.11370038986206055,0.3635922372341156,0.15999998152256012,3073.7119140625,0.04704033210873604,2630.967529296875,0.0403289832174778,16126.9404296875,0.8144944906234741,0.00482241902500391,256.0,32768.0,None,0.001,2.137695550918579,0.030649900436401367,0.0
