D,bias,comp,dataset,degree,feature_dist,hier,k_mean_error,k_mse,k_rel_frob_error,kernel_len,kernel_var,method,noise_var,pred_time,proj,seed,test_error,test_kl,test_label_var,test_mean_mse,test_mnll,test_var_mse
40.0,0.875,0.0,Concrete,20.0,None,0.0,30.913707733154297,1607.181396484375,0.5746374130249023,2.8284270763397217,282.138427734375,srf,0.0009765625,0.015166521072387695,gaussian,0.0,130.779296875,,279.6703186035156,324.2236328125,63556.44140625,
40.0,0.875,0.0,Concrete,20.0,None,0.0,32.16527557373047,1635.666259765625,0.5797072649002075,2.8284270763397217,282.138427734375,srf,0.001953125,0.014815568923950195,gaussian,0.0,102.78560638427734,1027378.9375,279.6703186035156,126.24522399902344,24903.171875,0.552584707736969
40.0,0.875,0.0,Concrete,20.0,None,0.0,33.42609786987305,1833.03369140625,0.6136865615844727,2.8284270763397217,282.138427734375,srf,0.00390625,0.045642852783203125,gaussian,0.0,110.20991516113281,739434.375,279.6703186035156,118.11241912841797,13390.2099609375,0.6732900738716125
40.0,0.875,0.0,Concrete,20.0,None,0.0,33.14192199707031,1754.0150146484375,0.6003134846687317,2.8284270763397217,282.138427734375,srf,0.0078125,0.014707565307617188,gaussian,0.0,146.65818786621094,607574.4375,279.6703186035156,147.40704345703125,8958.890625,0.8530083894729614
40.0,0.875,0.0,Concrete,20.0,None,0.0,32.77463912963867,1651.18212890625,0.5824503302574158,2.8284270763397217,282.138427734375,srf,0.015625,0.008906126022338867,gaussian,0.0,92.4992446899414,179369.515625,279.6703186035156,112.53741455078125,2808.009033203125,1.143015742301941
40.0,0.875,0.0,Concrete,20.0,None,0.0,30.173452377319336,1489.80859375,0.5532566905021667,2.8284270763397217,282.138427734375,srf,0.03125,0.012757301330566406,gaussian,0.0,94.50621795654297,113528.8125,279.6703186035156,98.0943832397461,1436.3419189453125,1.611742615699768
40.0,0.875,0.0,Concrete,20.0,None,0.0,36.595272064208984,2163.844970703125,0.6667675971984863,2.8284270763397217,282.138427734375,srf,0.0625,0.01638936996459961,gaussian,0.0,131.9443359375,102032.4921875,279.6703186035156,147.2154083251953,1008.9799194335938,2.3111042976379395
40.0,0.875,0.0,Concrete,20.0,None,0.0,33.52482223510742,1864.888671875,0.6189960837364197,2.8284270763397217,282.138427734375,srf,0.125,0.016437768936157227,gaussian,0.0,132.1512451171875,45114.2578125,279.6703186035156,151.06581115722656,501.91571044921875,3.2207560539245605
40.0,0.875,0.0,Concrete,20.0,None,0.0,33.56377410888672,1824.1181640625,0.6121923327445984,2.8284270763397217,282.138427734375,srf,0.25,0.011379241943359375,gaussian,0.0,132.84881591796875,26147.017578125,279.6703186035156,173.968505859375,252.82142639160156,4.275026321411133
40.0,0.875,0.0,Concrete,20.0,None,0.0,37.57105255126953,2284.915283203125,0.6851670145988464,2.8284270763397217,282.138427734375,srf,0.5,0.017858505249023438,gaussian,0.0,129.22222900390625,15943.224609375,279.6703186035156,146.8868865966797,123.74634552001953,5.503518104553223
40.0,0.875,0.0,Concrete,20.0,None,0.0,31.579395294189453,1610.3262939453125,0.5751993060112,2.8284270763397217,282.138427734375,srf,1.0,0.00989389419555664,gaussian,0.0,107.79081726074219,5904.697265625,279.6703186035156,119.18872833251953,52.16956329345703,7.169995307922363
40.0,0.875,0.0,Concrete,20.0,None,0.0,33.976192474365234,1859.7760009765625,0.6181468963623047,2.8284270763397217,282.138427734375,srf,2.0,0.029412508010864258,gaussian,0.0,102.18061828613281,3078.27099609375,279.6703186035156,95.58528900146484,25.55074691772461,9.794228553771973
40.0,0.875,0.0,Concrete,20.0,None,0.0,38.139122009277344,2346.15869140625,0.6942887306213379,2.8284270763397217,282.138427734375,srf,4.0,0.010090112686157227,gaussian,0.0,109.19393920898438,2321.08203125,279.6703186035156,96.67603302001953,14.60329532623291,14.47232437133789
40.0,0.875,0.0,Concrete,20.0,None,0.0,38.08818817138672,2275.17724609375,0.6837055087089539,2.8284270763397217,282.138427734375,srf,8.0,0.012279272079467773,gaussian,0.0,103.37567138671875,1158.7379150390625,279.6703186035156,71.56570434570312,8.115707397460938,23.371604919433594
40.0,0.875,0.0,Concrete,20.0,None,0.0,38.48257827758789,2220.908935546875,0.6755023002624512,2.8284270763397217,282.138427734375,srf,16.0,0.016971826553344727,gaussian,0.0,75.77189636230469,482.25543212890625,279.6703186035156,42.0581169128418,4.585511684417725,40.721153259277344
40.0,0.875,0.0,Concrete,20.0,None,0.0,31.23358154296875,1586.8739013671875,0.5709954500198364,2.8284270763397217,282.138427734375,srf,32.0,0.01474142074584961,gaussian,0.0,105.0794448852539,371.9766540527344,279.6703186035156,56.745155334472656,4.2342915534973145,73.41707611083984
40.0,0.875,0.0,Concrete,20.0,None,0.0,30.71442222595215,1499.1607666015625,0.5549904704093933,2.8284270763397217,282.138427734375,srf,64.0,0.02812647819519043,gaussian,0.0,99.99618530273438,190.66409301757812,279.6703186035156,45.966068267822266,3.7640607357025146,139.63319396972656
40.0,0.875,0.0,Concrete,20.0,None,0.0,34.568172454833984,1848.492431640625,0.6162689328193665,2.8284270763397217,282.138427734375,srf,128.0,0.016663551330566406,gaussian,0.0,90.86356353759766,105.02859497070312,279.6703186035156,33.02061462402344,3.705573320388794,259.9289855957031
40.0,0.875,0.0,Concrete,20.0,None,0.0,34.25440216064453,1888.3265380859375,0.6228736639022827,2.8284270763397217,282.138427734375,srf,256.0,0.018903017044067383,gaussian,0.0,96.39886474609375,75.9088134765625,279.6703186035156,36.407630920410156,3.8911900520324707,465.4673767089844
