D,bias,comp,dataset,degree,feature_dist,hier,k_mean_error,k_mse,k_rel_frob_error,kernel_len,kernel_var,method,noise_var,pred_time,proj,seed,test_error,test_kl,test_label_var,test_mean_mse,test_mnll,test_var_mse
40.0,0.875,0.0,kin8nm,20.0,None,0.0,0.007485614158213139,8.877913933247328e-05,0.8511974215507507,2.8284270763397217,0.06890399008989334,srf,2.0,0.015941143035888672,gaussian,0.0,0.038383498787879944,209.54991149902344,0.07114531844854355,0.006886858958750963,1.2773553133010864,0.00032158970134332776
40.0,0.875,0.0,kin8nm,20.0,None,0.0,0.008080217987298965,0.00010243443102808669,0.9143190979957581,2.8284270763397217,0.06890399008989334,srf,4.0,0.020311832427978516,gaussian,0.0,0.04588651284575462,129.50924682617188,0.07114531844854355,0.0056665693409740925,1.6196919679641724,0.00034205795964226127
40.0,0.875,0.0,kin8nm,20.0,None,0.0,0.008730584755539894,0.00011867518333019689,0.9841352105140686,2.8284270763397217,0.06890399008989334,srf,8.0,0.017975330352783203,gaussian,0.0,0.04057231545448303,63.700782775878906,0.07114531844854355,0.0025980679783970118,1.9626117944717407,0.00032115320209413767
40.0,0.875,0.0,kin8nm,20.0,None,0.0,0.010127346962690353,0.00016412440163549036,1.1573411226272583,2.8284270763397217,0.06890399008989334,srf,16.0,0.038902997970581055,gaussian,0.0,0.04940072074532509,32.21602249145508,0.07114531844854355,0.0024805667344480753,2.307844877243042,0.00017112118075601757
40.0,0.875,0.0,kin8nm,20.0,None,0.0,0.008359020575881004,0.00010828053200384602,0.9400479197502136,2.8284270763397217,0.06890399008989334,srf,32.0,0.026736736297607422,gaussian,0.0,0.055264201015233994,11.65099048614502,0.07114531844854355,0.0010912219295278192,2.6533756256103516,7.457764149876311e-05
40.0,0.875,0.0,kin8nm,20.0,None,0.0,0.008218789473176003,0.0001059138958225958,0.9297180771827698,2.8284270763397217,0.06890399008989334,srf,64.0,0.016682147979736328,gaussian,0.0,0.06262920051813126,4.795102119445801,0.07114531844854355,0.0003269438457209617,2.9992733001708984,5.437852814793587e-05
40.0,0.875,0.0,kin8nm,20.0,None,0.0,0.008074796758592129,0.00010209915490122512,0.9128215312957764,2.8284270763397217,0.06890399008989334,srf,128.0,0.016849756240844727,gaussian,0.0,0.06416772305965424,1.480503797531128,0.07114531844854355,0.000142933102324605,3.345435380935669,1.4692172953800764e-05
40.0,0.875,0.0,kin8nm,20.0,None,0.0,0.008684232831001282,0.00011702698975568637,0.9772773385047913,2.8284270763397217,0.06890399008989334,srf,256.0,0.018081188201904297,gaussian,0.0,0.06837990880012512,0.467914342880249,0.07114531844854355,5.975386739009991e-05,3.6917858123779297,3.269836042818497e-06
40.0,0.875,0.0,kin8nm,20.0,None,0.0,0.008080681785941124,0.0001022065625875257,0.9133015871047974,2.8284270763397217,0.06890399008989334,srf,512.0,0.021018505096435547,gaussian,0.0,0.06981288641691208,0.07429815828800201,0.07114531844854355,9.400870112585835e-06,4.038233757019043,5.721194042962452e-07
40.0,0.875,0.0,kin8nm,20.0,None,0.0,0.008729184046387672,0.00012054542457917705,0.991859495639801,2.8284270763397217,0.06890399008989334,srf,1024.0,0.017233610153198242,gaussian,0.0,0.07048196345567703,0.028764188289642334,0.07114531844854355,4.030752279504668e-06,4.38474178314209,1.763940389309937e-07
40.0,0.875,0.0,kin8nm,20.0,None,0.0,0.00909191370010376,0.00013264550943858922,1.0404497385025024,2.8284270763397217,0.06890399008989334,srf,2048.0,0.017887353897094727,gaussian,0.0,0.07117411494255066,0.004728863947093487,0.07114531844854355,6.277318220782035e-07,4.731281757354736,3.448262120286927e-08
40.0,0.875,0.0,kin8nm,20.0,None,0.0,0.009019977413117886,0.0001266405452042818,1.016626000404358,2.8284270763397217,0.06890399008989334,srf,4096.0,0.016521215438842773,gaussian,0.0,0.07114721834659576,0.002437506802380085,0.07114531844854355,3.2369027280765295e-07,5.07783842086792,1.789121029105445e-08
40.0,0.875,0.0,kin8nm,20.0,None,0.0,0.008363990113139153,0.00010961379302898422,0.9458175897598267,2.8284270763397217,0.06890399008989334,srf,8192.0,0.02173447608947754,gaussian,0.0,0.0712096095085144,0.0005176080157980323,0.07114531844854355,6.426645171586642e-08,5.424404144287109,4.4622816552930544e-09
40.0,0.875,0.0,kin8nm,20.0,None,0.0,0.008228806778788567,0.00010522348748054355,0.9266829490661621,2.8284270763397217,0.06890399008989334,srf,16384.0,0.02338862419128418,gaussian,0.0,0.0713634192943573,0.0001613488857401535,0.07114531844854355,9.74688507682231e-09,5.770972728729248,2.7982327566178355e-09
