seed,N,D,num_clusters,lengthscale_mult,lengthscale,kernel_var,noise_var,method,proj,ctr,feature_dist,mse,rmse,smse,test_kl,test_mnll,test_mean_mse,test_var_mse,cluster_time_ms,test_feature_time_ms
0.0,10000.0,32.0,,0.125,4.055604457855225,526.072998046875,4.953032970428467,rff,gaussian,0.0,None,146.38497924804688,12.098966040453494,0.35335586720768786,42803.0078125,16.418230056762695,138.5749053955078,12.049905776977539,2.1523150007851655,0.6633770008193096
0.0,10000.0,32.0,,0.125,4.055604457855225,526.072998046875,4.953032970428467,rff,srht,0.0,None,99.61141204833984,9.980551690580027,0.24045005893999935,27376.205078125,11.665323257446289,91.51683807373047,11.950186729431152,2.1523150007851655,1.1177710002812091
0.0,10000.0,32.0,,0.125,4.055604457855225,526.072998046875,4.953032970428467,maclaurin,rademacher,0.0,"[19, 12]",90.1305923461914,9.493713306509282,0.21756449182169754,24965.73046875,10.789010047912598,82.81596374511719,12.083368301391602,2.1523150007851655,1.5913240004010731
0.0,10000.0,32.0,7860,0.125,4.055604457855225,526.072998046875,4.953032970428467,maclaurin,rademacher,0.0,"[19, 12]",370.8209533691406,19.256711904402074,0.8951175197730032,105863.765625,37.241127014160156,367.59222412109375,11.138283729553223,2.1523150007851655,5633.806727981209
0.0,10000.0,32.0,,0.125,4.055604457855225,526.072998046875,4.953032970428467,maclaurin,srht,0.0,"[19, 12]",113.44921112060547,10.651253969397475,0.2738528542031711,32069.71875,13.136878967285156,106.41679382324219,12.088153839111328,2.1523150007851655,2.167373000702355
0.0,10000.0,32.0,7860,0.125,4.055604457855225,526.072998046875,4.953032970428467,maclaurin,srht,0.0,"[19, 12]",378.4944763183594,19.454934497920043,0.9136404882509693,107677.828125,37.661739349365234,372.0413513183594,11.077764511108398,2.1523150007851655,7769.12856002491
0.0,10000.0,64.0,,0.125,4.055604457855225,526.072998046875,4.953032970428467,rff,gaussian,0.0,None,111.74655151367188,10.571024146868263,0.2697428371436473,30254.9296875,12.864042282104492,105.23169708251953,11.942961692810059,2.1523150007851655,0.6306520008365624
0.0,10000.0,64.0,,0.125,4.055604457855225,526.072998046875,4.953032970428467,rff,srht,0.0,None,89.02182006835938,9.435137522493214,0.21488804788747876,23939.0625,10.60444450378418,82.11003875732422,11.943513870239258,2.1523150007851655,1.059337000697269
0.0,10000.0,64.0,,0.125,4.055604457855225,526.072998046875,4.953032970428467,maclaurin,rademacher,0.0,"[38, 25]",73.1270751953125,8.551437025162057,0.17652003098088506,19289.865234375,9.065153121948242,65.52688598632812,12.050945281982422,2.1523150007851655,1.665551000769483
0.0,10000.0,64.0,7860,0.125,4.055604457855225,526.072998046875,4.953032970428467,maclaurin,rademacher,0.0,"[38, 25]",278.21612548828125,16.679811914055904,0.6715805186985141,76095.59375,27.492443084716797,272.1624450683594,10.54233169555664,2.1523150007851655,5756.67061501008
0.0,10000.0,64.0,,0.125,4.055604457855225,526.072998046875,4.953032970428467,maclaurin,srht,0.0,"[32, 31]",70.91556549072266,8.421138016368253,0.1711817105226131,18632.84375,8.83920955657959,63.25213623046875,12.039654731750488,2.1523150007851655,2.285352999024326
0.0,10000.0,64.0,7860,0.125,4.055604457855225,526.072998046875,4.953032970428467,maclaurin,srht,0.0,"[32, 31]",228.0313720703125,15.100707667864857,0.5504405140634625,61221.1953125,22.511075973510742,218.85081481933594,10.243642807006836,2.1523150007851655,7795.519825003794
0.0,10000.0,128.0,,0.125,4.055604457855225,526.072998046875,4.953032970428467,rff,gaussian,0.0,None,53.833683013916016,7.33714406386545,0.12994808513879594,13850.73046875,7.021022796630859,46.59708023071289,11.68842887878418,2.1523150007851655,0.6041150008968543
0.0,10000.0,128.0,,0.125,4.055604457855225,526.072998046875,4.953032970428467,rff,srht,0.0,None,52.40372848510742,7.239041959065261,0.12649634558744122,13191.7294921875,6.8936896324157715,44.66862106323242,11.698028564453125,2.1523150007851655,1.0361860004195478
0.0,10000.0,128.0,,0.125,4.055604457855225,526.072998046875,4.953032970428467,maclaurin,rademacher,0.0,"[77, 50]",66.52212524414062,8.156109688089085,0.16057647017397356,17545.32421875,8.382264137268066,59.13359832763672,11.997262001037598,2.1523150007851655,1.4881629995215917
0.0,10000.0,128.0,7860,0.125,4.055604457855225,526.072998046875,4.953032970428467,maclaurin,rademacher,0.0,"[77, 50]",159.18881225585938,12.617004884514365,0.38426279180677286,41528.75,15.765296936035156,151.27053833007812,9.697796821594238,2.1523150007851655,5682.9594429964345
0.0,10000.0,128.0,,0.125,4.055604457855225,526.072998046875,4.953032970428467,maclaurin,srht,0.0,"[32, 95]",52.11805725097656,7.219283707610926,0.12580676932633075,13219.02734375,6.90826940536499,44.827510833740234,11.893118858337402,2.1523150007851655,2.2522819999721833
0.0,10000.0,128.0,7860,0.125,4.055604457855225,526.072998046875,4.953032970428467,maclaurin,srht,0.0,"[32, 95]",109.80691528320312,10.478879486052081,0.26506078680074036,26843.66796875,10.924110412597656,101.72001647949219,8.65147876739502,2.1523150007851655,7884.488103036347
0.0,10000.0,256.0,,0.125,4.055604457855225,526.072998046875,4.953032970428467,rff,gaussian,0.0,None,27.02019691467285,5.198095508421604,0.06522353018698883,6084.21728515625,4.336537837982178,20.35625648498535,11.098761558532715,2.1523150007851655,0.6292489997576922
0.0,10000.0,256.0,,0.125,4.055604457855225,526.072998046875,4.953032970428467,rff,srht,0.0,None,27.91339683532715,5.283313054829057,0.067379608181971,6187.490234375,4.42669153213501,20.332815170288086,11.128527641296387,2.1523150007851655,1.0728119996201713
