dataset,method,degree,bias,proj,comp,comp_real,craft,full_cov,hier,kernel_var,kernel_len,test_error,test_mnll,test_label_var,k_frob_error,k_rel_frob_error,k_spec_error,k_rel_spec_error,test_kl,test_mean_mse,test_var_mse,D,E,feature_dist,noise_var,feature_time,pred_time,seed
MNIST,srf,7.0,0.5,gaussian,0.0,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.2514999806880951,0.8295395374298096,0.09000000357627869,2887.560546875,1.518821358680725,952.9557495117188,0.83998042345047,9312.6533203125,8.10665512084961,35.397884368896484,256.0,32768.0,None,0.001,0.016345500946044922,0.05641436576843262,0.0
MNIST,poly_sketch,7.0,0.5,gaussian,0.0,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.4700999855995178,1.7948100566864014,0.09000000357627869,10163.9208984375,5.346097469329834,8504.849609375,7.496578216552734,11517.3505859375,10.906669616699219,35.57487487792969,256.0,32768.0,None,0.001,0.06570601463317871,0.05516958236694336,0.0
MNIST,poly_sketch,7.0,0.5,gaussian,0.0,1.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.36469998955726624,1.3590195178985596,0.09000000357627869,5859.3359375,3.0819385051727295,2149.148681640625,1.8943616151809692,10438.306640625,10.033424377441406,35.42550277709961,256.0,32768.0,None,0.001,0.15924739837646484,0.049736976623535156,0.0
MNIST,poly_sketch,7.0,0.5,rademacher,0.0,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.3276999890804291,1.1455118656158447,0.09000000357627869,4577.42431640625,2.4076688289642334,2867.769775390625,2.5277884006500244,10529.9716796875,10.060636520385742,35.049312591552734,256.0,32768.0,None,0.001,0.05767822265625,0.055638790130615234,0.0
MNIST,poly_sketch,7.0,0.5,rademacher,0.0,1.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.2865000069141388,0.9959275126457214,0.09000000357627869,3086.446044921875,1.6234326362609863,1015.8289794921875,0.8953998684883118,9855.1787109375,9.070972442626953,35.280338287353516,256.0,32768.0,None,0.001,0.14440178871154785,0.05559515953063965,0.0
MNIST,poly_sketch,7.0,0.5,srht,0.0,0.0,0.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.3220999836921692,1.132006049156189,0.09000000357627869,5048.77783203125,2.655595064163208,2895.95263671875,2.5526301860809326,10313.8828125,9.429880142211914,35.179752349853516,256.0,32768.0,None,0.001,0.08285021781921387,0.055158138275146484,0.0
MNIST,poly_sketch,7.0,0.5,srht,0.0,1.0,0.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.29490000009536743,0.9954724311828613,0.09000000357627869,3384.081787109375,1.7799853086471558,1148.0086669921875,1.0119093656539917,9834.2880859375,8.922804832458496,35.250640869140625,256.0,32768.0,None,0.001,0.23664379119873047,0.05659008026123047,0.0
MNIST,poly_sketch,7.0,0.5,countsketch_scatter,0.0,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.2784999907016754,0.9461355209350586,0.09000000357627869,2957.128662109375,1.5554132461547852,685.6128540039062,0.6043317317962646,9732.96875,8.831905364990234,35.23396301269531,256.0,32768.0,None,0.001,0.06447148323059082,0.05655980110168457,0.0
MNIST,poly_sketch,7.0,0.5,srht,0.0,0.0,1.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.24859999120235443,0.8397554755210876,0.09000000357627869,2889.35400390625,1.5197646617889404,752.8181762695312,0.6635696887969971,9361.5576171875,8.2098388671875,35.37860870361328,256.0,32768.0,None,0.001,1.7450299263000488,0.05780625343322754,0.0
MNIST,poly_sketch,7.0,0.5,srht,0.0,1.0,1.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.26819998025894165,0.8973750472068787,0.09000000357627869,2834.82568359375,1.4910833835601807,587.4383544921875,0.5177960395812988,9461.748046875,8.471453666687012,35.37702560424805,256.0,32768.0,None,0.001,2.1501989364624023,0.057595252990722656,0.0
MNIST,poly_sketch,7.0,0.5,countsketch_scatter,0.0,0.0,1.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.2602999806404114,0.8643101453781128,0.09000000357627869,2835.052978515625,1.4912029504776,546.7097778320312,0.48189595341682434,9381.8271484375,8.265271186828613,35.37957000732422,256.0,32768.0,None,0.001,4.406124830245972,0.0572357177734375,0.0
MNIST,poly_sketch,7.0,0.5,srht,0.0,0.0,0.0,1.0,1.0,9.027409553527832,1.4142135381698608,0.2800000011920929,0.9914650321006775,0.09000000357627869,2789.7041015625,1.4673500061035156,655.79541015625,0.5780491828918457,9628.6826171875,8.593964576721191,35.39493942260742,256.0,32768.0,None,0.001,0.10773825645446777,0.056944847106933594,0.0
MNIST,poly_sketch,7.0,0.5,srht,0.0,1.0,0.0,1.0,1.0,9.027409553527832,1.4142135381698608,0.26999998092651367,0.9163470268249512,0.09000000357627869,2992.85693359375,1.5742058753967285,624.228271484375,0.5502244234085083,9753.7529296875,8.953635215759277,35.308250427246094,256.0,32768.0,None,0.001,0.12883758544921875,0.05626273155212402,0.0
MNIST,poly_sketch,7.0,0.5,countsketch_scatter,0.0,0.0,0.0,0.0,1.0,9.027409553527832,1.4142135381698608,0.27390000224113464,0.9235941171646118,0.09000000357627869,2862.112060546875,1.5054357051849365,743.5733032226562,0.6554207801818848,9694.9482421875,8.895394325256348,35.29591369628906,256.0,32768.0,None,0.001,0.11788487434387207,0.05768132209777832,0.0
MNIST,srf,7.0,0.5,gaussian,0.0,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.16009999811649323,0.5107932090759277,0.09000000357627869,2073.7958984375,1.09079110622406,729.5253295898438,0.643038272857666,6564.24072265625,6.06394100189209,32.378841400146484,512.0,32768.0,None,0.001,0.024404525756835938,0.13333415985107422,0.0
MNIST,poly_sketch,7.0,0.5,gaussian,0.0,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.3577999770641327,1.3309749364852905,0.09000000357627869,5334.38818359375,2.8058226108551025,2879.571533203125,2.538191080093384,9271.7763671875,10.130241394042969,33.39875793457031,512.0,32768.0,None,0.001,0.1286299228668213,0.1320335865020752,0.0
MNIST,poly_sketch,7.0,0.5,gaussian,0.0,1.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.25949999690055847,0.909892737865448,0.09000000357627869,4446.54296875,2.338826894760132,1879.103271484375,1.6563308238983154,7972.06396484375,8.388875007629395,33.01519775390625,512.0,32768.0,None,0.001,0.271470308303833,0.13159537315368652,0.0
