dataset,method,degree,bias,proj,comp,comp_real,craft,full_cov,ahle,tree,kernel_var,kernel_len,test_error,test_mnll,test_error_ref,test_mnll_ref,test_label_var,k_frob_error,k_rel_frob_error,test_kl,test_mean_mse,test_var_mse,D,E,feature_dist,noise_var,feature_time,pred_time,seed
kin8nm,srf,3,0.5,gaussian,False,False,False,False,False,False,0.06890399008989334,1.4142135381698608,0.03682946041226387,0.014121968299150467,0.01688385009765625,-0.6210434436798096,0.07114531844854355,7.142159938812256,0.5967507362365723,13182.87890625,0.016681281849741936,1.287397424221126e-07,40,40,None,0.015625,0.0019130706787109375,0.004611015319824219,0
kin8nm,srf,3,0.5,gaussian,False,False,False,False,False,False,0.06890399008989334,1.4142135381698608,0.03945666924118996,-0.18338994681835175,0.01691998355090618,-0.5364348292350769,0.07114531844854355,7.208302021026611,0.6022771596908569,7873.52490234375,0.0188667681068182,4.553408530227898e-07,40,40,None,0.03125,0.0013709068298339844,0.003905773162841797,0
kin8nm,srf,3,0.5,gaussian,False,False,False,False,False,False,0.06890399008989334,1.4142135381698608,0.0347202904522419,-0.18826183676719666,0.01733855903148651,-0.31890973448753357,0.07114531844854355,7.821545124053955,0.653515636920929,3250.375,0.01387796550989151,1.4774183227928006e-06,40,40,None,0.0625,0.0017251968383789062,0.0038919448852539062,0
kin8nm,srf,3,0.5,gaussian,False,False,False,False,False,False,0.06890399008989334,1.4142135381698608,0.0298862736672163,0.0009750410681590438,0.01804288849234581,-0.03852618485689163,0.07114531844854355,7.506078720092773,0.6271573901176453,1453.2109375,0.010293476283550262,4.152520432398887e-06,40,40,None,0.125,0.0017549991607666016,0.00409698486328125,0
kin8nm,srf,3,0.5,gaussian,False,False,False,False,False,False,0.06890399008989334,1.4142135381698608,0.03711218759417534,0.30237555503845215,0.019489260390400887,0.27378857135772705,0.07114531844854355,7.647739887237549,0.6389936208724976,969.4149780273438,0.011074240319430828,9.944978046405595e-06,40,40,None,0.25,0.0016739368438720703,0.004127979278564453,0
kin8nm,srf,3,0.5,gaussian,False,False,False,False,False,False,0.06890399008989334,1.4142135381698608,0.03584462031722069,0.6106877326965332,0.02195802330970764,0.6016784906387329,0.07114531844854355,7.434436321258545,0.6211713552474976,499.01727294921875,0.008454917930066586,1.887401049316395e-05,40,40,None,0.5,0.019602060317993164,0.014113187789916992,0
kin8nm,srf,3,0.5,gaussian,False,False,False,False,False,False,0.06890399008989334,1.4142135381698608,0.034180957823991776,0.938374400138855,0.02500605396926403,0.9371165633201599,0.07114531844854355,7.346105098724365,0.6137911081314087,256.5030517578125,0.006069091614335775,3.175832534907386e-05,40,40,None,1.0,0.006846904754638672,0.013937950134277344,0
kin8nm,srf,3,0.5,gaussian,False,False,False,False,False,False,0.06890399008989334,1.4142135381698608,0.04173172265291214,1.277997374534607,0.02850564382970333,1.2768336534500122,0.07114531844854355,7.159639358520508,0.5982111692428589,174.97283935546875,0.006157977972179651,4.696883479482494e-05,40,40,None,2.0,0.0019371509552001953,0.003774881362915039,0
kin8nm,srf,3,0.5,gaussian,False,False,False,False,False,False,0.06890399008989334,1.4142135381698608,0.032948482781648636,1.6178617477416992,0.03274241089820862,1.6191377639770508,0.07114531844854355,7.223970890045166,0.6035863757133484,69.25868225097656,0.002674918854609132,6.578661123057827e-05,40,40,None,4.0,0.0014028549194335938,0.002933979034423828,0
kin8nm,srf,3,0.5,gaussian,False,False,False,False,False,False,0.06890399008989334,1.4142135381698608,0.04338185861706734,1.9627045392990112,0.03801252320408821,1.9630199670791626,0.07114531844854355,7.795108795166016,0.6513068079948425,40.96404266357422,0.0025838229339569807,5.1231352699687704e-05,40,40,None,8.0,0.0013930797576904297,0.00494384765625,0
kin8nm,srf,3,0.5,gaussian,False,False,False,False,False,False,0.06890399008989334,1.4142135381698608,0.05056299641728401,2.307716131210327,0.044634412974119186,2.307889938354492,0.07114531844854355,7.295459270477295,0.6095594763755798,21.50942611694336,0.001430109259672463,6.444795144489035e-05,40,40,None,16.0,0.0013167858123779297,0.0038671493530273438,0
kin8nm,srf,3,0.5,gaussian,False,False,False,False,False,False,0.06890399008989334,1.4142135381698608,0.05215047299861908,2.6532275676727295,0.05202655866742134,2.6533806324005127,0.07114531844854355,7.384881973266602,0.617030918598175,10.389034271240234,0.0008527019526809454,4.498288035392761e-05,40,40,None,32.0,0.01682424545288086,0.00496983528137207,0
